time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
0.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,ブレーキ（減速）,30.0,70.0,70.0,0.0,2178.000000000001,180.0,0.0,0.0,-2.1,この先制限速度なし,387m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,制限速度70km/h、CBTC信号70km/hを超えておらず、現在0km/hの状態で加速フェーズに入ったばかりです。力行を1秒継続しただけで、不要な惰行やブレーキはなく、ノコギリ運転の条件も満たしていません。先行列車・後続列車が不在で停止位置リスクもなく、信号遵守と加速の必要性を考慮すれば、現在の操作は適切と言えます。
1.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,2.0,ブレーキ（減速）,30.0,70.0,70.0,3.1655461647722727,2177.552031426483,179.0,1.4360229636203226,0.0,-2.1,この先制限速度なし,386m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で現在3.2km/hと安全余裕があり、加速フェーズでの力行は必要速度（約44km/h）に向けた適切な操作です。前後列車不在でノコギリ運転条件も満たさず、減速や惰行はありません。したがって評価は高く、ほぼ最適と判断します。
2.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,3.0,ブレーキ（減速）,30.0,70.0,70.0,6.166266910487602,2176.2480601784305,178.0,3.8252323424340187,0.0,-2.1,この先制限速度なし,384m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,Step1: 速度6.2km/hは制限70km/h・CBTC70km/hを遵守。Step2: 信号違反なし。Step3: 加速フェーズで次駅到達に必要な平均44km/hに向け加速中。Step4: 力行継続は適切で、惰行や減速は不要。Step5: 前ブレーキ30秒で保持時間5秒未満のノコギリ運転条件を満たさず。Step6‑7: 前後列車なし、定時遅れ0秒でエネルギー効率も許容範囲。以上より現在のノッチ操作は極めて適切。
3.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,4.0,ブレーキ（減速）,30.0,70.0,70.0,9.01037060950777,2174.132710937684,177.0,7.013257309345573,0.0,-2.1,この先制限速度なし,381m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,速度は制限・信号内で、先行列車も後続列車もなし。残り距離と時間から平均44km/hが必要で、現在9km/hのため加速（力行）は適切。前回のブレーキは30秒と長く、ノコギリ運転条件を満たさず減点対象外。安全・時刻遵守の観点で妥当な操作です。
4.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,5.0,ブレーキ（減速）,30.0,70.0,70.0,11.705695795979539,2171.248380451793,176.0,10.863988502661705,0.0,-2.1,この先制限速度なし,377m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で現在速度は11.7km/hと安全域にあり、加速フェーズでの力行は必要な速度に向けた適切な操作です。前後列車不在でノコギリ運転の条件も満たさず、停止位置や信号違反もありません。省エネ面で余裕はありますが、加速が求められるため評価は高く、0.9とします。
5.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,6.0,ブレーキ（減速）,30.0,70.0,70.0,14.259723701053257,2167.6353385103334,175.0,15.257685474202574,0.0,-2.1,この先制限速度なし,373m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,制限速度・CBTC信号ともに70km/h以内で14.3km/hと安全基準を遵守しています。加速フェーズで必要速度（約60km/h）に向けて加速中で、不要な惰行や減速はなく、ノコギリ運転も発生していません。先行・後続列車も不在で間隔問題もなし。定時到着に向けた適切な加速であり、エネルギー面でも過剰な出力はありません。
6.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,7.0,ブレーキ（減速）,30.0,70.0,70.0,16.679590829763864,2163.3318254315873,174.0,20.089261355397895,0.0,-2.1,この先制限速度なし,368m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で現在速度は16.7km/hと安全域が大きく、次駅到達に必要な平均速度は約45km/h、目標速度は約60km/hです。加速フェーズで7秒間の力行は必要速度に向けた適切な加速であり、直前は30秒間のブレーキ停止だったためノコギリ運転には該当しません。先行・後続列車もなく、安全・信号遵守の観点で問題はありません。
7.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,8.0,ブレーキ（減速）,30.0,70.0,70.0,18.972101512263023,2158.374146057838,173.0,25.266730186273776,0.0,-2.1,この先制限速度なし,362m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,Step1: 速度は制限70km/h・信号70km/hを大幅に下回り超過なし。Step2: CBTC信号遵守。Step3: 停止位置は次駅減速フェーズ外で評価不要。Step4: 加速フェーズで必要速度≈60km/hに向けて力行継続は適切。Step5: 前ブレーキ30秒でprev_notch_duration>10秒のためノコギリ運転なし。Step6: 前後列車なしで間隔評価不要。Step7: 定時遅延0秒、加速はスケジュール達成に必要で省エネ上問題なし。総合評価として現在の力行は安全・効率ともに適切。
8.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,9.0,ブレーキ（減速）,30.0,70.0,70.0,21.143740370988105,2152.7967602747963,172.0,30.709803262816266,0.0,-2.1,この先制限速度なし,356m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに遵守しており、加速フェーズでの力行は適切です。前回のブレーキは30秒と長く、ノコギリ運転の条件を満たさないため減点対象外です。先行・後続列車もなく、安全性は確保されています。定時到着に向けた加速が必要ですが、現在の操作自体は正しいため高評価とします。
9.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,10.0,ブレーキ（減速）,30.0,70.0,70.0,23.200684653441794,2146.6323700855482,171.0,36.348621758647695,0.0,-2.1,この先制限速度なし,349m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,現在速度23.2km/hは制限70km/h・CBTC 70km/hを大幅に下回っており、加速フェーズで必要な45km/h程度へ上げるべき段階です。直前の減速から10秒間の力行は不要な減速・加速の切替がなく、ノコギリ運転も発生していません。先行・後続列車不在で信号遵守も完璧です。定時到着に向けた適切な加速で安全・効率ともに問題なしと評価します。
