time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
0.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,0.0,なし（または停止）,0.0,70.0,70.0,0.31,2488.0,175.1,0.0,0.0,0.0,この先制限速度なし,487m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,現在は駅出発直後の加速フェーズで、速度0.3km/hは制限70km/h・CBTC 70km/hを大幅に下回っており、次駅到達に必要な平均速度≈51km/hを考えると加速は必須です。前後列車なしでノコギリ運転も発生しておらず、信号違反や速度超過もありません。したがって現在の力行は適切です。
1.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,なし（または停止）,0.0,70.0,70.0,3.36,2487.5,174.1,0.59,0.0,0.0,この先制限速度なし,487m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,1.0,制限速度・CBTC信号ともに70km/hで、現在速度3.4km/hは十分低く、加速フェーズでの力行は必要速度（約67〜70km/h）に向けた適切な操作です。先行列車・後続列車なし、ノコギリ運転条件も満たさず、安全・時刻どちらも問題ありません。
2.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,2.0,なし（または停止）,0.0,70.0,70.0,6.25,2486.1,173.1,2.08,0.0,0.0,この先制限速度なし,486m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,現在は加速フェーズで速度6.2km/hは制限70km/h・CBTC 70km/hを大きく下回っており、次駅到達に必要な平均速度（約14km/h）に向けて加速は適切です。前後列車なしで信号違反もなく、ノコギリ運転の条件を満たす逆転操作もありません。省エネ性はやや改善余地がありますが、安全・速度遵守の観点から適切な操作です。
3.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,3.0,なし（または停止）,0.0,70.0,70.0,8.99,2484.0,172.1,4.33,0.0,0.0,この先制限速度なし,484m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに遵守されており、加速フェーズで必要速度（約68km/h）に向けて力行を継続している点は適切です。前方列車なしでノコギリ運転の条件も満たさず、エネルギー効率や安全性に問題はありません。したがって現在のノッチ操作は高く評価できます。
4.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,4.0,なし（または停止）,0.0,70.0,70.0,11.59,2481.2,171.1,7.21,0.0,0.0,この先制限速度なし,481m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で遵守されており、先行列車も後続列車も不存在。次駅到達に必要な平均速度は約52km/hで、1.3〜1.4倍の目標速度は約68〜73km/h。現在11.6km/hの加速はこの目標に向けた適切な力行であり、惰行やブレーキは見られない。ノコギリ運転の条件も満たさず、安全・効率ともに問題なし。
5.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,5.0,なし（または停止）,0.0,70.0,70.0,14.06,2477.6,170.1,10.61,0.0,0.0,この先制限速度なし,477m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で、現在速度は14.1km/hと低く、次駅到達に必要な平均速度は約52km/h。加速フェーズでの力行は必要速度（約68〜73km/h）に向けた適切な操作であり、速度超過や信号違反はなく、先行・後続列車もいないため安全上の問題はない。ノコギリ運転の条件も満たさず、効率面でも妥当と判断できる。
6.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,6.0,なし（または停止）,0.0,70.0,70.0,16.39,2473.4,169.1,14.44,0.0,0.0,この先制限速度なし,473m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で16.4km/hと安全域があり、加速フェーズでの力行は必要速度（約53km/h）に向けた適切な加速です。ノコギリ運転は発生せず、前後列車もなし。省エネ面で若干余裕はあるものの、安全・時刻遵守上問題はなく、評価は高いです。
7.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,7.0,なし（または停止）,0.0,70.0,70.0,18.61,2468.5,168.1,18.6,0.0,0.0,この先制限速度なし,468m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度70km/h、CBTC信号70km/hを大幅に下回る18.6km/hで走行しており、速度超過はなし。残り距離2.47km、残り時間168sから必要平均速度は約53km/h、1.3‑1.4倍の目標速度は約70km/hであるため、加速を続ける現在の力行は適切。前方列車なしでノコギリ運転の条件も満たさず、エネルギー効率はやや改善余地があるが安全・時刻遵守の観点で問題なし。
8.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,8.0,なし（または停止）,0.0,70.0,70.0,20.71,2463.0,167.1,23.03,0.0,0.0,この先制限速度なし,463m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で20.7km/hと安全に走行中。先行列車なしで加速フェーズにあり、残り距離と時間から必要平均速度は約53km/hで、現在の加速は目標速度達成に向けた適切な操作です。ノコギリ運転の条件も満たさず、エネルギー効率も妥当です。
9.0,T1,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,9.0,なし（または停止）,0.0,70.0,70.0,22.69,2457.0,166.1,27.66,0.0,0.0,この先制限速度なし,457m先に下り勾配6.7‰あり,先行列車なし,後続列車なし,0.9,現在速度22.7km/hは制限70km/h・CBTC70km/hを大きく下回っており、次駅到達に必要な平均速度約53km/hを考慮すれば加速を続けるのが妥当です。先行・後続列車不在で信号違反もなく、ノコギリ運転も発生していません。省エネ面でも必要加速であり、評価は高いです。
