time,position,speed,action
0,21.112,0.0,Actions.acceleration
1,21.112448,3.17,Actions.acceleration
2,21.113752,6.17,Actions.acceleration
3,21.115867,9.01,Actions.acceleration
4,21.118752,11.71,Actions.acceleration
5,21.122365,14.26,Actions.acceleration
6,21.126668,16.68,Actions.acceleration
7,21.131626,18.97,Actions.acceleration
8,21.137203,21.14,Actions.acceleration
9,21.143368,23.2,Actions.acceleration
10,21.150088,25.15,Actions.acceleration
11,21.157335,26.99,Actions.acceleration
12,21.16508,28.74,Actions.acceleration
13,21.173298,30.39,Actions.acceleration
14,21.181963,31.96,Actions.acceleration
15,21.191043,33.39,Actions.acceleration
16,21.200509,34.74,Actions.acceleration
17,21.210341,36.02,Actions.acceleration
18,21.220518,37.23,Actions.acceleration
19,21.231028,38.43,Actions.acceleration
20,21.24186,39.54,Actions.acceleration
21,21.252991,40.59,Actions.acceleration
22,21.264406,41.58,Actions.acceleration
23,21.27609,42.53,Actions.acceleration
24,21.288035,43.47,Actions.acceleration
25,21.300242,44.41,Actions.acceleration
26,21.312707,45.33,Actions.acceleration
27,21.325427,46.24,Actions.acceleration
28,21.338397,47.13,Actions.acceleration
29,21.351613,48.01,Actions.acceleration
30,21.365071,48.87,Actions.acceleration
31,21.378767,49.72,Actions.acceleration
32,21.392696,50.56,Actions.acceleration
33,21.406856,51.38,Actions.acceleration
34,21.421241,52.18,Actions.acceleration
35,21.435848,52.98,Actions.acceleration
36,21.450674,53.76,Actions.acceleration
37,21.465714,54.52,Actions.acceleration
38,21.480965,55.28,Actions.acceleration
39,21.496423,56.01,Actions.acceleration
40,21.512098,56.87,Actions.acceleration
41,21.527934,57.04,Actions.coasting
42,21.543783,57.07,Actions.coasting
43,21.559641,57.11,Actions.coasting
44,21.57551,57.14,Actions.coasting
45,21.591388,57.18,Actions.coasting
46,21.607276,57.21,Actions.coasting
47,21.623174,57.25,Actions.coasting
48,21.639081,57.28,Actions.coasting
49,21.654995,57.25,Actions.coasting
50,21.670869,57.05,Actions.coasting
51,21.686687,56.85,Actions.coasting
52,21.702449,56.65,Actions.coasting
53,21.718156,56.45,Actions.coasting
54,21.733808,56.25,Actions.coasting
55,21.749405,56.05,Actions.coasting
56,21.764947,55.85,Actions.coasting
57,21.780434,55.66,Actions.coasting
58,21.795867,55.46,Actions.coasting
59,21.811245,55.27,Actions.coasting
60,21.82657,55.07,Actions.coasting
61,21.84184,54.88,Actions.coasting
62,21.857057,54.68,Actions.coasting
63,21.87222,54.49,Actions.coasting
64,21.88733,54.3,Actions.coasting
65,21.902387,54.11,Actions.coasting
66,21.917412,54.29,Actions.acceleration
67,21.932588,54.97,Actions.acceleration
68,21.947953,55.64,Actions.acceleration
69,21.963502,56.3,Actions.acceleration
70,21.979233,56.95,Actions.acceleration
71,21.995043,56.82,Actions.coasting
72,22.010798,56.62,Actions.coasting
73,22.026497,56.42,Actions.coasting
74,22.042142,56.22,Actions.coasting
75,22.057732,56.02,Actions.coasting
76,22.073266,55.83,Actions.coasting
77,22.088746,55.63,Actions.coasting
78,22.104172,55.44,Actions.coasting
79,22.119544,55.24,Actions.coasting
80,22.134861,55.05,Actions.coasting
81,22.150124,54.85,Actions.coasting
82,22.165334,54.66,Actions.coasting
83,22.18049,54.47,Actions.coasting
84,22.195593,54.27,Actions.coasting
85,22.210643,54.08,Actions.coasting
86,22.225677,54.38,Actions.acceleration
87,22.240878,55.06,Actions.acceleration
88,22.256266,55.73,Actions.acceleration
89,22.271839,56.39,Actions.acceleration
90,22.287593,56.99,Actions.coasting
91,22.303393,56.7,Actions.coasting
92,22.319054,56.06,Actions.coasting
93,22.334536,55.42,Actions.coasting
94,22.349843,54.79,Actions.coasting
95,22.364973,54.15,Actions.coasting
96,22.379927,53.52,Actions.coasting
97,22.394706,52.89,Actions.coasting
98,22.409311,52.27,Actions.coasting
99,22.423742,51.64,Actions.coasting
100,22.437999,51.02,Actions.coasting
101,22.452083,50.4,Actions.coasting
102,22.465995,49.78,Actions.coasting
103,22.479735,49.16,Actions.coasting
104,22.493304,48.54,Actions.coasting
105,22.506717,48.15,Actions.coasting
106,22.520068,47.98,Actions.coasting
107,22.53337,47.8,Actions.coasting
108,22.546625,47.63,Actions.coasting
109,22.559831,47.46,Actions.coasting
110,22.572991,47.29,Actions.coasting
111,22.586103,47.12,Actions.coasting
112,22.599167,46.95,Actions.coasting
113,22.612185,46.78,Actions.coasting
114,22.625156,46.61,Actions.coasting
115,22.638079,46.44,Actions.coasting
116,22.650956,46.27,Actions.coasting
117,22.663787,46.11,Actions.coasting
118,22.676571,45.94,Actions.coasting
119,22.689308,45.77,Actions.coasting
120,22.701999,45.57,Actions.coasting
121,22.714605,45.19,Actions.coasting
122,22.727106,44.81,Actions.coasting
123,22.739501,44.44,Actions.coasting
124,22.751792,44.06,Actions.coasting
125,22.763978,43.68,Actions.coasting
126,22.776059,43.31,Actions.coasting
127,22.788037,42.93,Actions.coasting
128,22.79991,42.56,Actions.coasting
129,22.81168,42.19,Actions.coasting
130,22.823347,41.82,Actions.coasting
131,22.83491,41.45,Actions.coasting
132,22.846371,41.08,Actions.coasting
133,22.85773,40.71,Actions.coasting
134,22.868986,40.34,Actions.coasting
135,22.88014,39.97,Actions.coasting
136,22.891193,39.61,Actions.coasting
137,22.902144,39.24,Actions.coasting
138,22.912994,38.88,Actions.coasting
139,22.923743,38.52,Actions.coasting
140,22.934392,38.16,Actions.coasting
141,22.94494,37.79,Actions.coasting
142,22.955388,37.43,Actions.coasting
143,22.965736,37.07,Actions.coasting
144,22.975984,36.72,Actions.coasting
145,22.986133,36.36,Actions.coasting
