time,position,speed,action
0,21.112,0.0,Actions.acceleration
1,21.112448,3.17,Actions.acceleration
2,21.113752,6.17,Actions.acceleration
3,21.115867,9.01,Actions.acceleration
4,21.118752,11.71,Actions.acceleration
5,21.122365,14.26,Actions.acceleration
6,21.126668,16.68,Actions.acceleration
7,21.131626,18.97,Actions.acceleration
8,21.137203,21.14,Actions.acceleration
9,21.143368,23.2,Actions.acceleration
10,21.150088,25.15,Actions.acceleration
11,21.157335,26.99,Actions.acceleration
12,21.16508,28.74,Actions.acceleration
13,21.173298,30.39,Actions.acceleration
14,21.181963,31.96,Actions.acceleration
15,21.191043,33.39,Actions.acceleration
16,21.200509,34.74,Actions.acceleration
17,21.210341,36.02,Actions.acceleration
18,21.220518,37.23,Actions.acceleration
19,21.231028,38.43,Actions.acceleration
20,21.24186,39.54,Actions.acceleration
21,21.252991,40.59,Actions.acceleration
22,21.264406,41.58,Actions.acceleration
23,21.276044,41.94,Actions.coasting
24,21.287679,41.84,Actions.coasting
25,21.299291,41.76,Actions.coasting
26,21.31088,41.68,Actions.coasting
27,21.322446,41.6,Actions.coasting
28,21.33399,41.52,Actions.coasting
29,21.345511,41.44,Actions.coasting
30,21.35701,41.36,Actions.coasting
31,21.368487,41.28,Actions.coasting
32,21.379941,41.2,Actions.coasting
33,21.391373,41.12,Actions.coasting
34,21.402783,41.04,Actions.coasting
35,21.414171,40.96,Actions.coasting
36,21.425537,40.88,Actions.coasting
37,21.436881,40.8,Actions.coasting
38,21.448203,40.72,Actions.coasting
39,21.459503,40.64,Actions.coasting
40,21.470782,40.56,Actions.coasting
41,21.482039,40.49,Actions.coasting
42,21.493273,40.41,Actions.coasting
43,21.504491,40.39,Actions.coasting
44,21.515723,40.48,Actions.coasting
45,21.526979,40.56,Actions.coasting
46,21.538258,40.65,Actions.coasting
47,21.549561,40.73,Actions.coasting
48,21.560887,40.81,Actions.coasting
49,21.572235,40.9,Actions.coasting
50,21.583607,40.98,Actions.coasting
51,21.595002,41.06,Actions.coasting
52,21.60642,41.15,Actions.coasting
53,21.617861,41.23,Actions.coasting
54,21.629325,41.31,Actions.coasting
55,21.640812,41.39,Actions.coasting
56,21.65232,41.43,Actions.coasting
57,21.663806,41.27,Actions.coasting
58,21.675249,41.12,Actions.coasting
59,21.686649,40.96,Actions.coasting
60,21.698006,40.81,Actions.coasting
61,21.709321,40.66,Actions.coasting
62,21.720594,40.51,Actions.coasting
63,21.731825,40.35,Actions.coasting
64,21.743013,40.2,Actions.coasting
65,21.754159,40.05,Actions.coasting
66,21.765263,39.9,Actions.coasting
67,21.776326,39.75,Actions.coasting
68,21.787346,39.6,Actions.coasting
69,21.798325,39.45,Actions.coasting
70,21.809263,39.3,Actions.coasting
71,21.820159,39.15,Actions.coasting
72,21.831013,39.0,Actions.coasting
73,21.841981,39.99,Actions.acceleration
74,21.853229,40.97,Actions.acceleration
75,21.864742,41.9,Actions.acceleration
76,21.87639,41.86,Actions.coasting
77,21.887997,41.71,Actions.coasting
78,21.89956,41.55,Actions.coasting
79,21.911081,41.4,Actions.coasting
80,21.922558,41.24,Actions.coasting
81,21.933993,41.09,Actions.coasting
82,21.945385,40.94,Actions.coasting
83,21.956734,40.78,Actions.coasting
84,21.968041,40.63,Actions.coasting
85,21.979305,40.48,Actions.coasting
86,21.990528,40.32,Actions.coasting
87,22.001708,40.17,Actions.coasting
88,22.012846,40.02,Actions.coasting
89,22.023942,39.87,Actions.coasting
90,22.034996,39.72,Actions.coasting
91,22.046009,39.57,Actions.coasting
92,22.05698,39.42,Actions.coasting
93,22.067909,39.27,Actions.coasting
94,22.078797,39.12,Actions.coasting
95,22.089648,39.17,Actions.acceleration
96,22.100674,40.19,Actions.acceleration
97,22.111976,41.16,Actions.acceleration
98,22.123539,41.99,Actions.coasting
99,22.13518,41.83,Actions.coasting
100,22.146778,41.68,Actions.coasting
101,22.158333,41.52,Actions.coasting
102,22.169845,41.37,Actions.coasting
103,22.181315,41.21,Actions.coasting
104,22.192741,41.06,Actions.coasting
105,22.204125,40.91,Actions.coasting
106,22.215466,40.75,Actions.coasting
107,22.226764,40.6,Actions.coasting
108,22.23802,40.45,Actions.coasting
109,22.249235,40.3,Actions.coasting
110,22.260406,40.14,Actions.coasting
111,22.271536,39.99,Actions.coasting
112,22.282624,39.84,Actions.coasting
113,22.29367,39.69,Actions.coasting
114,22.304664,39.36,Actions.coasting
115,22.315538,39.23,Actions.acceleration
116,22.326518,39.82,Actions.acceleration
117,22.337658,40.38,Actions.acceleration
118,22.34895,40.91,Actions.acceleration
119,22.360386,41.41,Actions.acceleration
120,22.371957,41.89,Actions.acceleration
121,22.383572,41.55,Actions.coasting
122,22.395029,40.95,Actions.coasting
123,22.406321,40.36,Actions.coasting
124,22.417449,39.77,Actions.coasting
125,22.428412,39.18,Actions.coasting
126,22.439292,39.41,Actions.acceleration
127,22.450323,40.0,Actions.acceleration
128,22.461512,40.55,Actions.acceleration
129,22.472849,41.07,Actions.acceleration
130,22.484328,41.57,Actions.acceleration
131,22.49594,41.96,Actions.coasting
132,22.507538,41.65,Actions.coasting
133,22.519086,41.5,Actions.coasting
134,22.53059,41.34,Actions.coasting
135,22.542052,41.19,Actions.coasting
136,22.553472,41.03,Actions.coasting
137,22.564848,40.88,Actions.coasting
138,22.576182,40.73,Actions.coasting
139,22.587473,40.57,Actions.coasting
140,22.598723,40.42,Actions.coasting
141,22.609929,40.27,Actions.coasting
142,22.621094,40.12,Actions.coasting
143,22.632217,39.97,Actions.coasting
144,22.643298,39.82,Actions.coasting
145,22.654337,39.67,Actions.coasting
146,22.665334,39.52,Actions.coasting
