time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
67,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,13.0,惰行,12.0,70.0,70.0,40.0,70.0,84.7,0.0,84.72790268989202,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.9,ブレーキ中でdelta_stopが-0.03mと許容範囲内、速度・信号を遵守し停止位置も適切なため高評価。
68,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.0,惰行,12.0,70.0,70.0,37.5,37.5,74.6,14.3,74.5649683236176,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,次駅減速フェーズでブレーキを適切に掛け、delta_stopが0.04mと許容範囲内であり、速度・信号・制限速度すべて遵守しているため高評価とした。
69,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.0,惰行,12.0,70.0,70.0,37.5,70.0,74.6,0.0,74.5649683236176,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキが適切に作動しdelta_stopが0.04mで停止位置が正確、速度制限・CBTCを遵守、ノコギリ運転なしのため最高評価とした。
70,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.0,惰行,12.0,70.0,70.0,35.0,70.0,65.0,13.4,65.03584000886715,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキが適切に作動し、delta_stopが±5m以内で停止位置が確保され、速度・信号遵守も問題なく、ノコギリ運転や間隔問題はなし。
71,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.0,惰行,12.0,70.0,70.0,35.0,70.0,65.0,0.0,65.03584000886715,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキ中でdelta_stopが-0.04mと許容範囲内、速度は制限・信号内、ノコギリ運転なしのため高評価とした。
72,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,16.0,惰行,12.0,70.0,70.0,32.5,70.0,56.1,12.4,56.14436276549716,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキが適切に作動し、delta_stopが±5m以内で停止位置が確保されているため高評価とし、rewardを1.0とした。
73,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,16.0,惰行,12.0,70.0,70.0,32.5,70.0,56.1,0.0,56.14436276549716,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキが適切に作動しdelta_stopが-0.04mで停止位置が正確なため、全項目で問題なく高評価とした。
74,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,17.0,惰行,12.0,70.0,70.0,30.0,30.0,47.9,11.5,47.89420822240694,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキが適切な位置で開始され、delta_stopが0.01mで停止位置が正確、速度は制限・CBTC内、ノコギリ運転なしで定時・省エネ的に最適と判断したため。
75,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,17.0,惰行,12.0,70.0,70.0,30.0,70.0,47.9,0.0,47.89420822240694,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,制限速度・CBTCを遵守し、ブレーキ開始位置が適正(delta_stop=0.01m)で停止が確実なため高評価とし、reward=1.0とした。
76,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,18.0,惰行,12.0,70.0,70.0,27.5,27.5,40.3,10.6,40.28887082599592,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,1.0,ブレーキが適切に掛かりdelta_stopが0.01mで停止位置が正確、速度・信号遵守、ノコギリ運転なしで安全かつ定時運転と判断し1.0とした。
