raw_speed,raw_stat_dist,raw_rem_time,raw_hold_time,raw_pre_action,raw_stat_dist2,raw_fw_dist,norm_speed,norm_stat_dist,norm_stat_dist_clip,norm_rem_time,norm_hold_time,norm_pre_act_c,norm_pre_act_a,norm_pre_act_d,norm_fw_dist,Q_coast,Q_accel,Q_decel,total_reward,llm_reward
0.0,2.178000000000001,180.0,30,2,2.178000000000001,2.178000000000001,0.0,1.3390000000000004,1.0,0.5,1.0,0,0,1.0,1.3390000000000004,328.45737,328.35733,325.8031,0.7,0.7
0,2.178000000000001,179.0,1.0,0,2.178000000000001,2.178000000000001,0.0,1.3390000000000004,1.0,0.49722222222222223,0.03333333333333333,1.0,0,0,1.3390000000000004,326.78772,328.64886,322.91583,0.8,0.8
3.1655461647722727,2.177552031426483,178.0,1.0,1,2.177552031426483,2.177552031426483,0.03956932705965341,1.3387760157132416,1.0,0.49444444444444446,0.03333333333333333,0,1.0,0,1.3387760157132416,323.27856,324.74274,319.5891,0.8,0.8
6.166266910487602,2.1762480601784304,177.0,2.0,1,2.1762480601784304,2.1762480601784304,0.07707833638109503,1.3381240300892152,1.0,0.49166666666666664,0.06666666666666667,0,1.0,0,1.3381240300892152,323.21164,324.5321,319.81653,0.8,0.8
9.01037060950777,2.174132710937684,176.0,3.0,1,2.174132710937684,2.174132710937684,0.11262963261884713,1.337066355468842,1.0,0.4888888888888889,0.1,0,1.0,0,1.337066355468842,322.99655,324.20004,319.9146,0.8,0.8
11.705695795979539,2.171248380451793,175.0,4.0,1,2.171248380451793,2.171248380451793,0.14632119744974423,1.3356241902258965,1.0,0.4861111111111111,0.13333333333333333,0,1.0,0,1.3356241902258965,323.06345,324.58453,320.4265,0.8,0.8
14.259723701053257,2.1676353385103333,174.0,5.0,1,2.1676353385103333,2.1676353385103333,0.17824654626316572,1.3338176692551666,1.0,0.48333333333333334,0.16666666666666666,0,1.0,0,1.3338176692551666,322.9144,324.23465,320.44818,0.8,0.8
16.679590829763864,2.1633318254315874,173.0,6.0,1,2.1633318254315874,2.1633318254315874,0.2084948853720483,1.3316659127157937,1.0,0.48055555555555557,0.2,0,1.0,0,1.3316659127157937,323.5493,324.73877,321.1989,0.8,0.8
18.972101512263023,2.158374146057838,172.0,7.0,1,2.158374146057838,2.158374146057838,0.2371512689032878,1.329187073028919,1.0,0.4777777777777778,0.23333333333333334,0,1.0,0,1.329187073028919,323.89246,324.9545,321.65723,0.8,0.8
21.143740370988105,2.1527967602747964,171.0,8.0,1,2.1527967602747964,2.1527967602747964,0.2642967546373513,1.3263983801373982,1.0,0.475,0.26666666666666666,0,1.0,0,1.3263983801373982,323.93863,324.8736,321.82,0.9,0.9
