raw_speed,raw_stat_dist,raw_rem_time,raw_hold_time,raw_pre_act,raw_stat_dist_2,raw_fw_dist,raw_cbtc_signal,norm_speed,norm_stat_dist_wide,norm_stat_dist_zoom,norm_rem_time,norm_hold_time,norm_pre_act_c,norm_pre_act_a,norm_pre_act_d,norm_fw_dist,norm_cbtc_signal,norm_speed_limit,norm_req_stop_dist,norm_margin_stop_dist,phase_accel,phase_cruise,phase_limit,phase_decel,phase_stop,norm_fw_speed,norm_gradient,norm_next_grade_dist,norm_next_grade_val,norm_next_limit_dist,norm_next_limit_val,norm_prev_notch_duration,Q_coast,Q_accel,Q_decel,step_reward,llm_reward
0.0,2.178000000000001,180.0,30,2,2.178000000000001,2.178000000000001,70.0,0.0,1.339,1.0,0.5,1.0,0.0,0.0,1.0,1.339,0.875,0.875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.776,-0.1675,1.0,0.875,0.0,-0.356349,64.32599,-0.3887714,0.5,1.0
3.1655461647722727,2.177552031426483,179.0,1.0,1,2.177552031426483,2.177552031426483,70.0,0.039569326,1.338776,1.0,0.49722221,0.033333335,0.0,1.0,0.0,1.338776,0.875,0.875,0.00054964557,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.77510405,-0.1675,1.0,0.875,1.0,58.316216,63.78084,59.734287,0.5,1.0
6.166266910487602,2.1762480601784304,178.0,2.0,1,2.1762480601784304,2.1762480601784304,70.0,0.077078335,1.338124,1.0,0.49444443,0.06666667,0.0,1.0,0.0,1.338124,0.875,0.875,0.0020921384,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7724961,-0.1675,1.0,0.875,1.0,56.949295,63.45414,58.027218,0.5,1.0
9.01037060950777,2.174132710937684,177.0,3.0,1,2.174132710937684,2.174132710937684,70.0,0.11262963,1.3370664,1.0,0.49166667,0.1,0.0,1.0,0.0,1.3370664,0.875,0.875,0.0044694054,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7682654,-0.1675,1.0,0.875,1.0,55.946873,63.361435,56.71739,0.5,1.0
11.705695795979539,2.171248380451793,176.0,4.0,1,2.171248380451793,2.171248380451793,70.0,0.14632119,1.3356242,1.0,0.4888889,0.13333334,0.0,1.0,0.0,1.3356242,0.875,0.875,0.0075420155,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.76249677,-0.1675,1.0,0.875,1.0,54.65355,62.978016,55.26081,0.5,1.0
14.259723701053257,2.1676353385103333,175.0,5.0,1,2.1676353385103333,2.1676353385103333,70.0,0.17824654,1.3338177,1.0,0.4861111,0.16666667,0.0,1.0,0.0,1.3338177,0.875,0.875,0.011187302,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.75527066,-0.1675,1.0,0.875,1.0,53.48677,62.637466,53.9286,0.5,1.0
16.679590829763864,2.1633318254315874,174.0,6.0,1,2.1633318254315874,2.1633318254315874,70.0,0.20849489,1.3316659,1.0,0.48333332,0.2,0.0,1.0,0.0,1.3316659,0.875,0.875,0.015297639,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.74666363,-0.1675,1.0,0.875,1.0,52.859417,62.3206,53.156384,0.5,1.0
18.972101512263023,2.158374146057838,173.0,7.0,1,2.158374146057838,2.158374146057838,70.0,0.23715127,1.329187,1.0,0.48055556,0.23333333,0.0,1.0,0.0,1.329187,0.875,0.875,0.019778905,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7367483,-0.1675,1.0,0.875,1.0,52.733643,62.000607,52.89962,0.5,1.0
21.143740370988105,2.1527967602747964,172.0,8.0,1,2.1527967602747964,2.1527967602747964,70.0,0.26429674,1.3263984,1.0,0.47777778,0.26666668,0.0,1.0,0.0,1.3263984,0.875,0.875,0.024549013,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7255935,-0.1675,1.0,0.875,1.0,52.749027,61.705414,52.789585,0.5,1.0
23.200684653441794,2.1466323700855483,171.0,9.0,1,2.1466323700855483,2.1466323700855483,70.0,0.29000854,1.3233162,1.0,0.475,0.3,0.0,1.0,0.0,1.3233162,0.875,0.875,0.029536622,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.71326476,-0.1675,1.0,0.875,1.0,52.786205,61.405872,52.734768,0.5,1.0
