raw_speed,raw_stat_dist,raw_rem_time,raw_hold_time,raw_pre_act,raw_stat_dist_2,raw_fw_dist,raw_cbtc_signal,norm_speed,norm_stat_dist_wide,norm_stat_dist_zoom,norm_rem_time,norm_hold_time,norm_pre_act_c,norm_pre_act_a,norm_pre_act_d,norm_fw_dist,norm_cbtc_signal,norm_speed_limit,norm_req_stop_dist,norm_margin_stop_dist,phase_accel,phase_cruise,phase_limit,phase_decel,phase_stop,norm_fw_speed,norm_gradient,norm_next_grade_dist,norm_next_grade_val,norm_next_limit_dist,norm_next_limit_val,norm_prev_notch_duration,norm_target_no_stop,mode_normal,mode_delay_recovery,mode_anti_mid_stop,mode_spacing,Q_coast,Q_accel,Q_decel,step_reward,llm_reward
0.0,2.178000000000001,180.0,30,2,2.178000000000001,2.178000000000001,70.0,0.0,1.339,1.0,0.5,1.0,0.0,0.0,1.0,1.339,0.875,0.875,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.776,-0.1675,1.0,0.875,0.0,0.69299984,1.0,0.0,0.0,0.0,0.98541236,71.810684,-0.45849395,0.5,1.0
3.1655461647722727,2.177552031426483,179.0,1.0,1,2.177552031426483,2.177552031426483,70.0,0.039569326,1.338776,1.0,0.49722221,0.033333335,0.0,1.0,0.0,1.338776,0.875,0.875,0.00054964557,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.77510405,-0.1675,1.0,0.875,1.0,0.6952631,1.0,0.0,0.0,0.0,70.612236,71.18103,71.81415,-0.5,0.0
0.6537037579513245,2.17702511955245,178.0,1.0,2,2.17702511955245,2.17702511955245,70.0,0.008171297,1.3385125,1.0,0.49444443,0.033333335,0.0,0.0,1.0,1.3385125,0.875,0.875,2.2733711e-05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.77405024,-0.1675,1.0,0.875,0.033333335,0.7017817,1.0,0.0,0.0,0.0,70.10538,73.23266,-1.5302389,0.5,1.0
3.785245691431011,2.176400376650978,177.0,1.0,1,2.176400376650978,2.176400376650978,70.0,0.04731557,1.3382002,1.0,0.49166667,0.033333335,0.0,1.0,0.0,1.3382002,0.875,0.875,0.0007868283,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.77280074,-0.1675,1.0,0.875,0.033333335,0.7017229,1.0,0.0,0.0,0.0,70.25553,71.89568,71.44827,0.5,1.0
6.7536521809468315,2.1749288378457976,176.0,2.0,1,2.1749288378457976,2.1749288378457976,70.0,0.08442065,1.3374645,1.0,0.4888889,0.06666667,0.0,1.0,0.0,1.3374645,0.875,0.875,0.0025102051,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7698577,-0.1675,1.0,0.875,0.033333335,0.70394903,1.0,0.0,0.0,0.0,69.10032,71.49344,70.53309,0.5,1.0
9.56705581960633,2.1726546690695514,175.0,3.0,1,2.1726546690695514,2.1726546690695514,70.0,0.1195882,1.3363273,1.0,0.4861111,0.1,0.0,1.0,0.0,1.3363273,0.875,0.875,0.0050387345,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.76530933,-0.1675,1.0,0.875,0.033333335,0.70389026,1.0,0.0,0.0,0.0,68.19268,71.12423,69.6412,0.5,1.0
12.233221889700193,2.1696198290164332,174.0,4.0,1,2.1696198290164332,2.1696198290164332,70.0,0.15291527,1.3348099,1.0,0.48333332,0.13333334,0.0,1.0,0.0,1.3348099,0.875,0.875,0.008236507,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7592397,-0.1675,1.0,0.875,0.033333335,0.6992502,1.0,0.0,0.0,0.0,67.07951,70.77727,68.54198,0.5,1.0
14.759560912231288,2.1658641694139753,173.0,5.0,1,2.1658641694139753,2.1658641694139753,70.0,0.18449451,1.3329321,1.0,0.48055556,0.16666667,0.0,1.0,0.0,1.3329321,0.875,0.875,0.011984037,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.75172836,-0.1675,1.0,0.875,0.033333335,0.7037721,1.0,0.0,0.0,0.0,65.86852,70.33435,67.314964,0.5,1.0
17.153141223739063,2.161425531803406,172.0,6.0,1,2.161425531803406,2.161425531803406,70.0,0.21441427,1.3307128,1.0,0.47777778,0.2,0.0,1.0,0.0,1.3307128,0.875,0.875,0.01617655,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.7428511,-0.1675,1.0,0.875,0.033333335,0.69913083,1.0,0.0,0.0,0.0,64.63121,69.989334,66.1087,0.5,1.0
19.420701514974347,2.156339840830473,171.0,7.0,1,2.156339840830473,2.156339840830473,70.0,0.24275877,1.32817,1.0,0.475,0.23333333,0.0,1.0,0.0,1.32817,0.875,0.875,0.020722473,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0525,0.73267967,-0.1675,1.0,0.875,0.033333335,0.69907093,1.0,0.0,0.0,0.0,63.633213,69.54778,65.09531,0.5,1.0
