raw_speed,raw_stat_dist,raw_rem_time,raw_hold_time,raw_pre_action,raw_stat_dist2,raw_fw_dist,norm_speed,norm_stat_dist,norm_stat_dist_clip,norm_rem_time,norm_hold_time,norm_pre_act_c,norm_pre_act_a,norm_pre_act_d,norm_fw_dist,Q_coast,Q_accel,Q_decel,total_reward,llm_reward
0,2.178,180,30,2,2.178,2.178,0,1.339,1,0.5,1,0,0,1,1.339,404.90018,404.62955,403.84906,0.7,0.7
0,2.178,179,1,0,2.178,2.178,0,1.339,1,0.497222222,0.033333333,1,0,0,1.339,400.10718,403.12408,399.01675,0.8,0.8
3.165546165,2.177552031,178,1,1,2.177552031,2.177552031,0.039569327,1.338776016,1,0.494444444,0.033333333,0,1,0,1.338776016,398.75827,401.76236,398.255,0.8,0.8
6.16626691,2.17624806,177,2,1,2.17624806,2.17624806,0.077078336,1.33812403,1,0.491666667,0.066666667,0,1,0,1.33812403,398.43204,401.35297,397.86584,0.8,0.8
9.01037061,2.174132711,176,3,1,2.174132711,2.174132711,0.112629633,1.337066355,1,0.488888889,0.1,0,1,0,1.337066355,397.79025,400.64932,397.16824,0.8,0.8
11.7056958,2.17124838,175,4,1,2.17124838,2.17124838,0.146321197,1.33562419,1,0.486111111,0.133333333,0,1,0,1.33562419,397.05792,399.88205,396.42728,0.8,0.8
14.2597237,2.167635339,174,5,1,2.167635339,2.167635339,0.178246546,1.333817669,1,0.483333333,0.166666667,0,1,0,1.333817669,396.40796,399.1765,395.74387,0.8,0.8
16.67959083,2.163331825,173,6,1,2.163331825,2.163331825,0.208494885,1.331665913,1,0.480555556,0.2,0,1,0,1.331665913,396.26096,398.94543,395.58206,0.8,0.8
18.97210151,2.158374146,172,7,1,2.158374146,2.158374146,0.237151269,1.329187073,1,0.477777778,0.233333333,0,1,0,1.329187073,396.2073,398.80704,395.48694,0.8,0.8
21.14374037,2.15279676,171,8,1,2.15279676,2.15279676,0.264296755,1.32639838,1,0.475,0.266666667,0,1,0,1.32639838,396.2396,398.7344,395.49335,0.9,0.9
23.20068465,2.14663237,170,9,1,2.14663237,2.14663237,0.290008558,1.323316185,1,0.472222222,0.3,0,1,0,1.323316185,395.91177,398.27298,395.19025,0.9,0.9
25.14881639,2.139912003,169,10,1,2.139912003,2.139912003,0.314360205,1.319956002,1,0.469444444,0.333333333,0,1,0,1.319956002,395.5197,397.8131,394.7916,0.9,0.9
26.99373432,2.132665094,168,11,1,2.132665094,2.132665094,0.337421679,1.316332547,1,0.466666667,0.366666667,0,1,0,1.316332547,394.9736,397.1868,394.24768,0.9,0.9
28.74076563,2.124919559,167,12,1,2.124919559,2.124919559,0.35925957,1.312459779,1,0.463888889,0.4,0,1,0,1.312459779,393.95972,396.03793,393.2609,0.9,0.9
30.39497733,2.116701872,166,13,1,2.116701872,2.116701872,0.379937217,1.308350936,1,0.461111111,0.433333333,0,1,0,1.308350936,393.22696,395.19492,392.54562,0.9,0.9
