time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,reward
180.69999999999928,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,0.0,8.73,70.0,2.0,0.0,3.63,2.8,9.2,この先制限速度なし,この先目立った勾配なし,前方2.4m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,13.7,-0.05
169.2999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.4,惰行,0.1,70.0,0.0,5.86,5.9,4.5,8.7,1.64,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方4.9m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,5.9,17.3,-0.05
157.79999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,1.3,惰行,23.600000000000023,70.0,22.3,34.91,34.9,73.2,20.2,57.57,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方73.6m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,34.9,5.8,-0.05
182.4999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.9000000000000006,惰行,0.1,70.0,14.2,18.67,70.0,59.0,0.0,16.56,4.6,9.2,この先制限速度なし,この先目立った勾配なし,前方59.5m先を1.4km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,15.5,-0.05
182.49999999999918,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.8999999999999999,ブレーキ（減速）,1.0999999999999999,70.0,0.0,0.18,70.0,22.8,0.0,0.0,4.6,9.2,この先制限速度なし,この先目立った勾配なし,前方23.2m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,15.5,-0.05
154.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.599999999999999,惰行,5.0,70.0,21.3,40.52,40.5,71.1,23.5,77.37,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方71.5m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,40.5,2.5,-0.05
163.19999999999942,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.7000000000000004,力行（加速）,0.1,70.0,0.0,16.29,16.3,3.1,14.8,12.62,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.5m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,16.3,11.2,-0.05
167.2999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.7999999999999999,70.0,0.0,11.19,11.2,9.2,10.7,5.96,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方9.6m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,11.2,15.3,-0.05
161.2999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.799999999999995,力行（加速）,0.1,70.0,0.0,2.73,0.0,0.0,16.7,0.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,0.0,9.3,-0.05
178.19999999999942,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,惰行,0.1,70.0,0.0,15.25,70.0,10.2,0.0,11.07,0.3,9.2,この先制限速度なし,この先目立った勾配なし,前方10.6m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,11.2,-0.05
157.7999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,力行（加速）,0.1,70.0,0.0,12.94,12.9,3.8,20.2,7.97,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方4.2m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,12.9,5.8,-0.05
177.79999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,30.0,32.25,70.0,92.1,0.2,49.19,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方92.5m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,10.8,-0.05
174.29999999999964,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.800000000000001,力行（加速）,0.1,70.0,0.0,20.25,70.0,43.5,3.7,19.47,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方43.9m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,7.3,-0.05
165.29999999999941,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.1000000000000014,惰行,0.1,70.0,0.0,16.54,16.5,16.9,12.7,13.01,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方17.3m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,16.5,13.3,-0.05
158.89999999999978,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.2,力行（加速）,0.30000000000000004,70.0,16.6,33.88,33.9,62.7,19.1,54.25,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方63.1m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,33.9,6.9,-0.05
168.49999999999923,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2,惰行,0.1,70.0,0.0,7.94,7.9,6.0,9.5,3.0,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方6.4m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,7.9,16.5,-0.05
165.09999999999943,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.9000000000000012,惰行,0.1,70.0,0.0,17.12,17.1,17.9,12.9,13.94,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方18.3m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,17.1,13.1,-0.05
170.29999999999913,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000001,惰行,0.1,70.0,0.0,2.94,2.9,3.3,7.7,0.41,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.7m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,2.9,18.3,-0.05
169.99999999999915,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0999999999999999,惰行,0.1,70.0,0.0,3.82,3.8,3.6,8.0,0.7,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.9m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,3.8,18.0,-0.05
