time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
0.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,0.0,2178.000000000001,31.0,0.0,0.0,-2.1,この先制限速度なし,387m先に下り勾配6.7‰あり,前方253.1m先を48.9km/h,後続列車なし,0.9,制限速度・CBTC信号ともに70km/h以内で現在0km/h、加速フェーズでの力行は適切です。直前のブレーキは30秒と長く、保持時間が5秒未満のノコギリ運転条件を満たさないため減点対象外です。先行列車は253m先にあり安全距離も確保できているため、加速操作は妥当と判断します。
1.0,Train11,駅出発直後の加速フェーズ（20秒以内）,惰行中,1.0,力行（加速）,1.0,70.0,69.99786376953125,3.1655461647722727,2177.552031426483,30.0,1.4360229636203226,0.0,-2.1,この先制限速度なし,386m先に下り勾配6.7‰あり,前方266.3m先を49.7km/h,後続列車なし,0.2,制限速度・CBTC信号は遵守していますが、加速フェーズで力行直後に惰行へ切り替えているため、加速が不十分です。保持時間が1秒と5秒未満で、力行→惰行の逆転が発生し、ノコギリ運転（5秒未満）に該当し大きく減点します。次駅まで残距離は約2.2km、定時到着まで30秒しかなく、現在速度3.2km/hでは目標速度に達せず、先行列車が266m先に49.7km/hで走行しているため、加速を続けるべきです。安全は保たれますが、加速効率と快適性が著しく低下しています。
2.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,惰行,1.0,70.0,69.99786376953125,3.152600084804205,2176.674529372921,30.0,1.4278826510404725,0.0,-2.1,この先制限速度なし,385m先に下り勾配6.7‰あり,前方279.4m先を50.6km/h,後続列車なし,0.4,制限速度・CBTC信号は遵守しており安全性は確保されていますが、直前の惰行から1秒で力行へ切り替えるノコギリ運転が発生しており、保持時間が5秒未満のため大きく減点されます。加速は必要ですが、頻繁なノッチ切替は省エネ性と快適性を損ねるため、評価は低めです。
3.0,Train11,駅出発直後の加速フェーズ（20秒以内）,惰行中,1.0,力行（加速）,1.0,70.0,69.99786376953125,6.15399573889079,2175.374058785568,30.0,3.8134245693744417,0.0,-2.1,この先制限速度なし,383m先に下り勾配6.7‰あり,前方292.2m先を51.4km/h,後続列車なし,0.3,現在速度は制限70km/h以内でCBTC信号とも一致していますが、加速フェーズで力行からわずか2秒で惰行に切り替えており、必要速度への到達が遅れます。保持時間が5秒未満での逆転操作はノコギリ運転とみなされ、効率と快適性が低下します。安全面は問題ありませんが、加速継続が求められるため評価は低めです。
4.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,惰行,1.0,70.0,69.99786376953125,6.1380811641202095,2173.666848376087,30.0,3.798135899884908,0.0,-2.1,この先制限速度なし,381m先に下り勾配6.7‰あり,前方304.9m先を52.2km/h,後続列車なし,0.4,制限速度・CBTC信号は遵守しており、加速フェーズでの力行は適切です。しかし直前は惰行から1秒で力行へ切り替えており、保持時間が5秒未満のノコギリ運転が発生しています。エネルギー効率が低下し、快適性も損なわれるため評価を減点します。
5.0,Train11,駅出発直後の加速フェーズ（20秒以内）,惰行中,1.0,力行（加速）,1.0,70.0,69.99786376953125,8.98365765840718,2171.559120158587,30.0,6.979132956416326,0.0,-2.1,この先制限速度なし,379m先に下り勾配6.7‰あり,前方317.4m先を53.0km/h,後続列車なし,0.2,速度は制限・CBTC内で安全は保たれていますが、加速フェーズで力行からすぐ惰行へ切り替えたためノコギリ運転が発生。保持時間1秒は5秒未満の大きな減点対象で、加速不足は定時到達にも不利です。安全面は問題なしですが、効率と快適性が著しく低下しています。
6.0,Train11,駅出発直後の加速フェーズ（20秒以内）,惰行中,2.0,力行（加速）,1.0,70.0,69.99786376953125,8.964572769532824,2169.066337406221,30.0,6.954801599328528,0.0,-2.1,この先制限速度なし,376m先に下り勾配6.7‰あり,前方329.7m先を53.8km/h,後続列車なし,0.2,制限速度・CBTC信号は遵守していますが、加速フェーズで力行からたった2秒の惰行へ切り替えるノコギリ運転が発生しています。保持時間が5秒未満であり、大きな減点対象です。さらに加速が不十分で定時到着に余裕があるにもかかわらず加速を止めているため省エネ性も低く、加速フェーズとしては不適切です。
7.0,Train11,駅出発直後の加速フェーズ（20秒以内）,惰行中,3.0,力行（加速）,1.0,70.0,69.99786376953125,8.945510434407337,2166.5788528471026,30.0,6.930539394673736,0.0,-2.1,この先制限速度なし,374m先に下り勾配6.7‰あり,前方342.3m先を54.5km/h,後続列車なし,0.3,現在速度は制限・CBTC速度内で安全は保たれていますが、加速フェーズで直前の力行からわずか1秒後に惰行へ切り替えており、保持時間が3秒と5秒未満のためノコギリ運転と判定されます。加速不足で定時到着余裕があるにも関わらずエネルギー効率が低下し、加速フェーズの目的に合致していません。
8.0,Train11,駅出発直後の加速フェーズ（20秒以内）,惰行中,4.0,力行（加速）,1.0,70.0,69.99786376953125,8.926470610499571,2164.0966602222775,30.0,6.906346145145024,0.0,-2.1,この先制限速度なし,371m先に下り勾配6.7‰あり,前方355.1m先を55.3km/h,後続列車なし,0.3,速度は制限・CBTC内で安全ですが、加速フェーズで直前の力行からすぐ惰行へ切り替えており、保持時間4秒・前ノッチ1秒でノコギリ運転が発生しています。加速不足で定時到着に必要な速度に達せず、エネルギー効率も低下しているため、操作は不適切です。
9.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,惰行,4.0,70.0,69.99786376953125,8.907453255384853,2161.619753284558,30.0,6.882221654099471,0.0,-2.1,この先制限速度なし,368m先に下り勾配6.7‰あり,前方368.0m先を56.0km/h,後続列車なし,0.4,制限速度・CBTC信号は遵守しており安全性は確保されていますが、加速フェーズで直前に惰行から1秒だけ力行へ切り替えるノコギリ運転が発生しています（保持時間・切替時間ともに5秒未満）。この頻繁なノッチ変化は快適性と省エネ性を損ねるため評価を下げます。全体としては安全ですが運転操作はやや不適切です。
