time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward
108.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,1.0,70.0,69.99786376953125,65.66202586012155,698.1257733626123,41.0,257.76732051977103,0.0,0.0,この先制限速度なし,89m先に上り勾配6.1‰あり,前方544.1m先を38.1km/h,後続列車なし,0.4
109.0,Train11,巡航フェーズ（駅間走行中）,惰行中,2.0,力行（加速）,1.0,70.0,69.99786376953125,65.4319247970682,679.918619282045,41.0,256.02757814636277,0.0,0.0,この先制限速度なし,71m先に上り勾配6.1‰あり,前方536.3m先を36.8km/h,後続列車なし,0.4
110.0,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,1.0,70.0,69.99786376953125,65.20266272739634,661.7752643469572,41.0,254.30003002108793,0.0,0.0,この先制限速度なし,53m先に上り勾配6.1‰あり,前方528.2m先を35.5km/h,後続列車なし,0.5
111.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,1.0,70.0,69.99786376953125,64.97423430080987,643.6954762551715,41.0,252.58457191558819,0.0,0.0,この先制限速度なし,35m先に上り勾配6.1‰あり,前方519.8m先を34.1km/h,後続列車なし,0.5
112.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,1.0,70.0,69.99786376953125,64.74663421146154,625.6790241844997,41.0,250.88110070945052,0.0,0.0,この先制限速度なし,17m先に上り勾配6.1‰あり,前方511.1m先を32.8km/h,後続列車なし,0.6
113.0,Train11,巡航フェーズ（駅間走行中）,惰行中,6.0,力行（加速）,1.0,70.0,69.99786376953125,64.5198571974894,607.7256787804188,41.0,249.18951437621513,0.0,6.1,この先制限速度なし,399m先に上り勾配9.2‰あり,前方502.1m先を31.5km/h,後続列車なし,0.5
114.0,Train11,巡航フェーズ（駅間走行中）,惰行中,7.0,力行（加速）,1.0,70.0,69.99786376953125,64.29389804055887,589.835212143857,41.0,247.50971196958747,0.0,6.1,この先制限速度なし,382m先に上り勾配9.2‰あり,前方492.8m先を30.2km/h,後続列車なし,0.5
115.0,Train11,巡航フェーズ（駅間走行中）,惰行中,8.0,力行（加速）,1.0,70.0,69.99786376953125,63.85392589363371,572.0375509308298,41.0,244.25519341654632,0.0,6.1,この先制限速度なし,364m先に上り勾配9.2‰あり,前方483.2m先を28.9km/h,後続列車なし,0.5
116.0,Train11,巡航フェーズ（駅間走行中）,惰行中,9.0,力行（加速）,1.0,70.0,69.99786376953125,63.41552772945148,554.3618830823824,41.0,241.03371088067152,0.0,6.1,この先制限速度なし,346m先に上り勾配9.2‰あり,前方473.3m先を27.6km/h,後続列車なし,0.5
117.0,Train11,巡航フェーズ（駅間走行中）,惰行中,10.0,力行（加速）,1.0,70.0,69.99786376953125,62.97868953875297,536.8077733495369,41.0,237.84493242846648,0.0,6.1,この先制限速度なし,329m先に上り勾配9.2‰あり,前方463.2m先を26.2km/h,後続列車なし,0.5
118.0,Train11,巡航フェーズ（駅間走行中）,惰行中,11.0,力行（加速）,1.0,70.0,69.99786376953125,62.543397451573554,519.3747903551191,41.0,234.68853066907585,0.0,6.1,この先制限速度なし,312m先に上り勾配9.2‰あり,前方452.9m先を24.9km/h,後続列車なし,0.5
119.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,惰行,11.0,70.0,69.99786376953125,62.109637735374434,502.0625065555073,41.0,231.56418268312885,0.0,6.1,この先制限速度なし,294m先に上り勾配9.2‰あり,前方442.3m先を23.6km/h,後続列車なし,0.6
120.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,ブレーキ（減速）,1.0,70.0,69.99786376953125,60.81488442008675,484.991558795894,41.0,222.36247717383017,0.0,6.1,この先制限速度なし,278m先に上り勾配9.2‰あり,前方431.6m先を22.3km/h,後続列車なし,0.8
121.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,惰行,1.0,70.0,69.99786376953125,60.387128250034465,468.1585741047769,41.0,219.36338330757127,0.0,6.1,この先制限速度なし,261m先に上り勾配9.2‰あり,前方420.8m先を21.0km/h,後続列車なし,0.5
122.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,2.0,惰行,1.0,70.0,69.99786376953125,59.09829325452056,451.56526827266316,41.0,210.44998510388407,0.0,6.1,この先制限速度なし,245m先に上り勾配9.2‰あり,前方409.9m先を19.7km/h,後続列車なし,0.5
123.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,3.0,惰行,1.0,70.0,69.99786376953125,57.813802064349254,435.32936080637444,41.0,201.75026219208337,0.0,6.1,この先制限速度なし,229m先に上り勾配9.2‰あり,前方399.0m先を18.4km/h,後続列車なし,0.6
124.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,4.0,惰行,1.0,70.0,69.99786376953125,56.53356809698955,419.449657262394,41.0,193.2617867923279,0.0,6.1,この先制限速度なし,213m先に上り勾配9.2‰あり,前方388.0m先を17.1km/h,後続列車なし,0.7
125.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,5.0,惰行,1.0,70.0,69.99786376953125,55.25750577231164,403.9249871067341,41.0,184.98219294658955,0.0,6.1,この先制限速度なし,198m先に上り勾配9.2‰あり,前方377.1m先を15.8km/h,後続列車なし,0.5
126.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,1.0,70.0,69.99786376953125,53.985530487820824,388.7542034399338,41.0,176.9091752494742,0.0,6.1,この先制限速度なし,183m先に上り勾配9.2‰あり,前方366.1m先を14.6km/h,後続列車なし,0.5
127.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.0,惰行,1.0,70.0,69.99786376953125,52.71755859439988,373.93618272899334,41.0,169.04048761811023,0.0,6.1,この先制限速度なし,169m先に上り勾配9.2‰あり,前方355.2m先を13.3km/h,後続列車なし,0.5
128.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.0,惰行,1.0,70.0,69.99786376953125,51.45350737254481,359.46982454576215,41.0,161.37394209995819,0.0,6.1,この先制限速度なし,155m先に上り勾配9.2‰あり,前方344.2m先を12.0km/h,後続列車なし,0.5
129.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.0,惰行,1.0,70.0,69.99786376953125,50.193295009078604,345.35405131209984,41.0,153.90740771743268,0.0,6.1,この先制限速度なし,141m先に上り勾配9.2‰あり,前方333.2m先を10.7km/h,後続列車なし,0.4
130.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,10.0,惰行,1.0,70.0,69.99786376953125,48.936840574328926,331.58780805127105,41.0,146.63880934827392,0.0,6.1,この先制限速度なし,128m先に上り勾配9.2‰あり,前方322.3m先を9.4km/h,後続列車なし,0.4
131.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,11.0,惰行,1.0,70.0,69.99786376953125,47.684063999754976,318.1700621457146,41.0,139.56612664063906,0.0,6.1,この先制限速度なし,115m先に上り勾配9.2‰あり,前方311.3m先を8.1km/h,後続列車なし,0.4
132.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,1.0,70.0,69.99786376953125,46.43488605601004,305.09980310087315,41.0,132.687392961927,0.0,6.1,この先制限速度なし,102m先に上り勾配9.2‰あり,前方300.3m先を6.9km/h,後続列車なし,0.4
133.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.0,ブレーキ（減速）,12.0,70.0,69.99786376953125,45.189228331426285,292.376042315194,41.0,126.00069438038398,0.0,6.1,この先制限速度なし,89m先に上り勾配9.2‰あり,前方289.3m先を5.6km/h,後続列車なし,0.8
134.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,1.0,70.0,69.99786376953125,44.80984086412594,279.8767227479999,42.0,123.99839125494003,0.0,6.1,この先制限速度なし,77m先に上り勾配9.2‰あり,前方278.2m先を4.3km/h,後続列車なし,0.7
135.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,1.0,70.0,69.99786376953125,43.56866082012604,267.6037329561822,42.0,117.55952831998977,0.0,6.1,この先制限速度なし,65m先に上り勾配9.2‰あり,前方266.9m先を3.0km/h,後続列車なし,0.7
136.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.0,惰行,1.0,70.0,69.99786376953125,42.33082324705115,255.6750447600784,42.0,111.30848405601898,0.0,6.1,この先制限速度なし,54m先に上り勾配9.2‰あり,前方255.6m先を1.7km/h,後続列車なし,0.7
137.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.0,惰行,1.0,70.0,69.3634033203125,41.0962522877495,244.08974035369724,41.0,105.2435118631724,0.0,6.1,この先制限速度なし,42m先に上り勾配9.2‰あり,前方244.4m先を0.5km/h,後続列車なし,0.7
138.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.0,惰行,1.0,70.0,67.291259765625,39.8648728146394,232.84692289972853,40.0,99.3629138111429,0.0,6.1,この先制限速度なし,31m先に上り勾配9.2‰あり,前方233.1m先を0.0km/h,後続列車なし,0.7
139.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,1.0,70.0,65.2191162109375,38.63661041022507,221.94571632953597,39.0,93.66503978014654,0.0,6.1,この先制限速度なし,21m先に上り勾配9.2‰あり,前方222.2m先を0.0km/h,後続列車なし,0.7
140.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.0,惰行,1.0,70.0,63.15338134765625,37.41139134795826,211.38526514868516,38.0,88.14828662943762,0.0,6.1,この先制限速度なし,11m先に上り勾配9.2‰あり,前方211.7m先を0.0km/h,後続列車なし,0.7
141.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.0,惰行,1.0,70.0,61.08978271484375,36.18914257343505,201.1647342476124,37.0,82.81109739264359,0.0,6.1,この先制限速度なし,1m先に上り勾配9.2‰あり,前方201.5m先を0.0km/h,後続列車なし,0.6
142.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.0,惰行,1.0,70.0,59.0325927734375,34.96979168591696,191.28330871752652,36.0,77.65196049922287,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方191.6m先を0.0km/h,後続列車なし,0.2
143.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,10.0,惰行,1.0,70.0,57.900390625,33.659301556338704,181.75155146341737,35.0,72.29139383567994,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方182.0m先を0.0km/h,後続列車なし,0.2
144.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,11.0,惰行,1.0,70.0,55.82611083984375,32.33649429148327,172.5873743429176,34.0,67.07396302891924,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方172.9m先を0.0km/h,後続列車なし,0.1
145.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,1.0,70.0,53.7646484375,31.01660091707487,163.79023301410456,33.0,62.06180761302579,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方164.1m先を0.0km/h,後続列車なし,0.1
146.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,13.0,惰行,1.0,70.0,51.71600341796875,29.699538963973605,155.35932964724353,32.0,57.25335052735859,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方155.7m先を0.0km/h,後続列車なし,0.1
147.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.0,惰行,1.0,70.0,49.68017578125,28.385226629483043,147.29388922668463,31.0,52.6470679974738,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方147.6m先を0.0km/h,後続列車なし,0.1
148.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.0,惰行,1.0,70.0,47.65716552734375,27.073582756082516,139.59315936874006,30.0,48.241488723936726,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方139.9m先を0.0km/h,後続列車なし,0.1
149.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,16.0,惰行,1.0,70.0,45.65338134765625,25.76452681048738,132.2564101455228,29.0,44.035193101153325,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方132.6m先を0.0km/h,後続列車なし,0.1
150.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,17.0,惰行,1.0,70.0,43.66455078125,24.45797886302531,125.28293391423517,28.0,40.02681246551774,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方125.6m先を0.0km/h,後続列車なし,0.1
151.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,18.0,惰行,1.0,70.0,41.6949462890625,23.15385956731695,118.67204515256091,27.0,36.215028372201076,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方119.0m先を0.0km/h,後続列車なし,0.1
152.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,19.0,惰行,1.0,70.0,39.7467041015625,21.852090140249466,112.42308029931536,26.0,32.59857189993529,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方112.7m先を0.0km/h,後続列車なし,0.1
153.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,20.0,惰行,1.0,70.0,37.81982421875,20.552592342232096,106.53539760085096,25.0,29.176222983174323,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方106.8m先を0.0km/h,後続列車なし,0.1
154.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.0,惰行,1.0,70.0,35.9228515625,19.255288457722756,101.00837696279186,24.0,25.94680977104028,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方101.3m先を0.0km/h,後続列車なし,0.1
155.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.1,惰行,1.0,70.0,34.0557861328125,17.960101276015102,95.84141980707983,23.0,18.419182693484824,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方96.1m先を0.0km/h,後続列車なし,0.1
155.1,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.200000000000003,惰行,1.0,70.0,33.86993408203125,17.83069601848442,95.34450517639215,22.900000000000006,18.158281584046577,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方95.6m先を0.0km/h,後続列車なし,0.1
155.2,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.300000000000004,惰行,1.0,70.0,33.68621826171875,17.701311083884743,94.85118482552579,22.80000000000001,17.899281646133513,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方95.1m先を0.0km/h,後続列車なし,0.1
155.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.400000000000006,惰行,1.0,70.0,33.5003662109375,17.57194639579931,94.36145819113761,22.700000000000017,17.64218185193022,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方94.7m先を0.0km/h,後続列車なし,0.1
155.39999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.500000000000007,惰行,1.0,70.0,33.316650390625,17.44260187785767,93.87532471196991,22.600000000000023,17.386981178242927,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方94.2m先を0.0km/h,後続列車なし,0.1
155.49999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.60000000000001,惰行,1.0,70.0,33.1329345703125,17.313277453735555,93.39278382891436,22.50000000000003,17.133678606494207,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方93.7m先を0.0km/h,後続列車なし,0.1
155.59999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.70000000000001,惰行,1.0,70.0,32.95135498046875,17.183973047154648,92.91383498498007,22.400000000000034,16.882273122717482,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方93.2m先を0.0km/h,後続列車なし,0.1
155.69999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.80000000000001,惰行,1.0,70.0,32.76763916015625,17.054688581882434,92.43847762527224,22.30000000000004,16.632763717551793,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方92.7m先を0.0km/h,後続列車なし,0.1
155.79999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.900000000000013,惰行,1.0,70.0,32.5860595703125,16.92542398173198,91.96671119704547,22.200000000000045,16.385149386236336,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方92.3m先を0.0km/h,後続列車なし,0.1
155.89999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.000000000000014,惰行,1.0,70.0,32.40447998046875,16.79617917056177,91.498535149654,22.10000000000005,16.13942912860522,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方91.8m先を0.0km/h,後続列車なし,0.1
155.99999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.100000000000016,惰行,1.0,70.0,32.222900390625,16.666954072275526,91.0339489345624,22.000000000000057,15.895601949082193,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方91.3m先を0.0km/h,後続列車なし,0.1
156.09999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.200000000000017,惰行,1.0,70.0,32.04132080078125,16.537748610822007,90.5729520053562,21.900000000000063,15.653666856675345,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方90.9m先を0.0km/h,後続列車なし,0.1
156.19999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.30000000000002,惰行,1.0,70.0,31.8597412109375,16.408562710194836,90.11554381772413,21.800000000000068,15.413622864971883,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方90.4m先を0.0km/h,後続列車なし,0.1
156.29999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.40000000000002,惰行,1.0,70.0,31.6802978515625,16.279396294432317,89.66172382947235,21.700000000000074,15.175468992132933,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方90.0m先を0.0km/h,後続列車なし,0.1
156.39999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.50000000000002,惰行,1.0,70.0,31.5008544921875,16.150249287617253,89.21149150050667,21.60000000000008,14.939204260888344,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方89.5m先を0.0km/h,後続列車なし,0.1
156.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.600000000000023,惰行,1.0,70.0,31.3214111328125,16.021121613876748,88.76484629286452,21.500000000000085,14.7048276985315,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方89.1m先を0.0km/h,後続列車なし,0.1
156.5999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.700000000000024,惰行,1.0,70.0,31.1419677734375,15.89201319738204,88.32178767065813,21.40000000000009,14.472338336914216,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方88.6m先を0.0km/h,後続列車なし,0.1
156.6999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.800000000000026,惰行,1.0,70.0,30.9625244140625,15.76292396234831,87.882315100142,21.300000000000097,14.241735212441595,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方88.2m先を0.0km/h,後続列車なし,0.1
156.7999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.900000000000027,惰行,1.0,70.0,30.78521728515625,15.633853833034511,87.44642804964187,21.200000000000102,14.013017366066949,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方87.7m先を0.0km/h,後続列車なし,0.1
156.8999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.00000000000003,惰行,1.0,70.0,30.60791015625,15.504802733743173,87.0141259895938,21.100000000000108,13.786183843286743,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方87.3m先を0.0km/h,後続列車なし,0.1
156.9999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.10000000000003,惰行,1.0,70.0,30.43060302734375,15.375770588820215,86.5854083925548,21.000000000000114,13.561233694135494,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方86.9m先を0.0km/h,後続列車なし,0.1
157.09999999999988,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.20000000000003,惰行,1.0,70.0,30.2532958984375,15.246757322654785,86.16027473316734,20.90000000000012,13.338165973180814,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方86.5m先を0.0km/h,後続列車なし,0.1
157.19999999999987,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.300000000000033,惰行,1.0,70.0,30.078125,15.117762859679061,85.73872448816999,20.800000000000125,13.1169797395184,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方86.0m先を0.0km/h,後続列車なし,0.1
157.29999999999987,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.400000000000034,惰行,1.0,70.0,29.90081787109375,14.988787124368073,85.32075713641163,20.70000000000013,12.897674056767011,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方85.6m先を0.0km/h,後続列車なし,0.1
157.39999999999986,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.500000000000036,惰行,1.0,70.0,29.72564697265625,14.859830041239524,84.90637215883012,20.600000000000136,12.680247993063581,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方85.2m先を0.0km/h,後続列車なし,0.1
157.49999999999986,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.600000000000037,惰行,1.0,70.0,29.5526123046875,14.730891534853608,84.49556903845945,20.500000000000142,12.464700621058247,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方84.8m先を0.0km/h,後続列車なし,0.1
157.59999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.70000000000004,惰行,1.0,70.0,29.37744140625,14.601971529812833,84.08834726044034,20.400000000000148,12.251031017909497,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方84.4m先を0.0km/h,後続列車なし,0.1
157.69999999999985,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.80000000000004,惰行,1.0,70.0,29.20440673828125,14.473069950761827,83.68470631199187,20.300000000000153,12.039238265279215,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方84.0m先を0.0km/h,後続列車なし,0.1
157.79999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,23.90000000000004,惰行,1.0,70.0,29.0313720703125,14.344186722387173,83.28464568242566,20.20000000000016,11.82932144932789,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方83.6m先を0.0km/h,後続列車なし,0.1
157.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.000000000000043,惰行,1.0,70.0,28.85833740234375,14.215321769417224,82.88816486315298,20.100000000000165,11.62127966070977,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方83.2m先を0.0km/h,後続列車なし,0.1
157.99999999999983,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.100000000000044,惰行,1.0,70.0,28.685302734375,14.08647501662192,82.49526334768476,20.00000000000017,11.415111994568026,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方82.8m先を0.0km/h,後続列車なし,0.1
158.09999999999982,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.200000000000045,惰行,1.0,70.0,28.514404296875,13.957646388812607,82.1059406316067,19.900000000000176,11.210817550529995,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方82.4m先を0.0km/h,後続列車なし,0.1
158.19999999999982,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.300000000000047,惰行,1.0,70.0,28.343505859375,13.828835810841861,81.72019621258286,19.800000000000182,11.0083954327024,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方82.0m先を0.0km/h,後続列車なし,0.1
158.2999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.40000000000005,惰行,1.0,70.0,28.172607421875,13.700043207603303,81.3380295903805,19.700000000000188,10.807844749666613,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方81.6m先を0.0km/h,後続列車なし,0.1
158.3999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.50000000000005,惰行,1.0,70.0,28.00384521484375,13.571268504031437,80.95944026685231,19.600000000000193,10.609164614473965,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方81.3m先を0.0km/h,後続列車なし,0.1
158.4999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.60000000000005,惰行,1.0,70.0,27.8350830078125,13.442511625101448,80.58442774593644,19.5000000000002,10.412354144641014,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方80.9m先を0.0km/h,後続列車なし,0.1
158.5999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.700000000000053,惰行,1.0,70.0,27.66632080078125,13.313772495829031,80.21299153363515,19.400000000000205,10.217412462144894,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方80.5m先を0.0km/h,後続列車なし,0.1
158.6999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,24.800000000000054,惰行,1.0,70.0,27.49755859375,13.185051041270219,79.84513113805747,19.30000000000021,10.024338693418667,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方80.1m先を0.0km/h,後続列車なし,0.1
