time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
133,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,54.0,70.0,1000.0,65.0,191.48215853615477,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,現在速度がrequired_speed未満であり、加速が必要な巡航フェーズで力行は適切で、制限・CBTC違反やノコギリ運転はなく評価は高い。
134,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,15.0,70.0,70.0,54.0,54.0,1500.0,98.0,191.48215853615477,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,54.0,0,normal,0.5,巡航フェーズでrequired_speedと同等の速度にも関わらず不要な力行を継続し、省エネ性が低く評価されたため。
135,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,15.0,70.0,70.0,54.0,70.0,1000.0,65.0,191.48215853615477,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・CBTC制限を遵守し、ノコギリ運転もなくエネルギー無駄もないため最高評価とした。
136,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,15.0,70.0,70.0,58.0,58.0,1500.0,98.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,58.0,0,normal,1.0,巡航フェーズでrequired_speedと一致し、制限速度・CBTC信号を遵守、余裕ある距離での惰行は省エネかつ定時性に問題なく適切と判断した。
137,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,15.0,70.0,70.0,58.0,70.0,1000.0,65.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.1,巡航フェーズでrequired_speed 70km/hに対し58km/hで惰行を続け、先行列車なしで遅延が生じるため大幅減点し0.1とした。
138,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,15.0,70.0,70.0,58.0,58.0,1500.0,98.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,58.0,0,normal,1.0,巡航フェーズでrequired_speedと一致し、下り勾配を活かした惰行は制限・信号遵守かつ省エネで適切と判断した。
139,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,15.0,70.0,70.0,58.0,70.0,1000.0,65.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.2,巡航フェーズでrequired_speed 70km/hに対し58km/hと低速走行で定時性が損なわれ、先行列車なしでのちんたら運転と判断し低評価とした。
140,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,58.0,58.0,1500.0,98.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,58.0,0,normal,0.4,巡航フェーズでrequired_speedと同等の速度なのに不要な力行を続けているため省エネ性が低く、評価を減点し0.4とした。
141,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,58.0,70.0,1000.0,65.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切、速度・信号制限遵守、ノコギリ運転や不要な力行なしと判断し最高評価とした。
142,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,15.0,70.0,70.0,58.0,58.0,1500.0,98.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,58.0,0,normal,0.5,巡航フェーズでrequired_speedと同等の58km/hであるにも関わらず不要な力行を継続し、省エネ性が低く評価されたため。
143,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,15.0,70.0,70.0,58.0,70.0,1000.0,65.0,220.18152562038347,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は必要で、速度・信号・制限を遵守し、ノコギリ運転もなく省エネ的に適切と判断し1.0とした。
144,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,15.0,70.0,70.0,62.0,62.0,1500.0,98.0,250.7432468375152,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,62.0,0,normal,1.0,巡航フェーズで現在速度がrequired_speedと一致し、制限速度・CBTC信号を遵守、ノコギリ運転なしでエネルギー効率的に惰行しているため高評価とした。
145,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,15.0,70.0,70.0,62.0,67.4,1000.0,65.0,250.7432468375152,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.4,0,normal,0.4,巡航フェーズでrequired_speed 67.4km/hに対し62km/hで惰行しており、加速すべきところで速度が不足し遅延とエネルギー効率低下が生じるため評価を低減し0.4とした。
146,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,15.0,70.0,70.0,62.0,62.0,1500.0,98.0,250.7432468375152,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,62.0,0,normal,1.0,巡航フェーズでrequired_speedと一致し惰行が適切、速度制限・CBTC遵守、ノコギリ運転なしのためreward=1.0とした。
147,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,15.0,70.0,70.0,62.0,67.4,1000.0,65.0,250.7432468375152,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.4,0,normal,0.2,巡航フェーズでrequired_speed 67.4km/hに対し62km/hと不足し、加速すべきところを惰行しているため定時性が損なわれ評価を低くした。
148,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,62.0,62.0,1500.0,98.0,250.7432468375152,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,62.0,0,normal,0.5,巡航フェーズでrequired_speedと同等の速度で惰行すべきところ、不要な力行を続けエネルギー効率が低下しているため減点し、rewardを0.5とした。
149,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,62.0,67.4,1000.0,65.0,250.7432468375152,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.4,0,normal,1.0,required_speed未達で加速が必要、速度・信号・制限遵守、ノコギリ運転なし、エネルギー無駄なしと判断し最高評価。
152,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,15.0,70.0,70.0,66.0,66.0,1500.0,98.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,66.0,0,normal,1.0,全ての上位項目で安全・速度・信号遵守が確認でき、巡航フェーズで必要速度と一致する惰行で省エネかつ定時性に問題なし。
153,Train11,巡航フェーズ（駅間走行中）,惰行中,3.0,力行（加速）,15.0,70.0,70.0,66.0,69.7,1000.0,65.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,69.7,0,normal,0.2,巡航フェーズでrequired_speed 69.7km/hに対し現在66km/hと不足し、惰行は遅延を招くため0.2とした。
154,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,15.0,70.0,70.0,66.0,66.0,1500.0,98.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,66.0,0,normal,1.0,巡航フェーズで現在速度がrequired_speedと一致し惰行が適切、速度制限・CBTCを遵守し不要な力行がなく省エネかつ定時性が保たれるため最高評価とした。
155,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,15.0,70.0,70.0,66.0,69.7,1000.0,65.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,69.7,0,normal,0.2,required_speed 69.7km/hに対し66km/hの惰行で速度不足、先行列車なしで遅延リスクがあるため0.2とした。
156,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,66.0,66.0,1500.0,98.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,66.0,0,normal,0.5,巡航フェーズでrequired_speedと同等の速度にも関わらず不要な力行を行い、省エネ性が低く評価される。
157,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,15.0,70.0,70.0,66.0,69.7,1000.0,65.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,69.7,0,normal,0.8,下り勾配で制限速度‑10km/h以上の速度で力行しており、省エネ性が低く評価減点。
158,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,15.0,70.0,70.0,66.0,66.0,1500.0,98.0,283.1344031743959,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,66.0,0,normal,0.5,下り勾配で必要速度以上に加速しており、巡航フェーズでは惰行が適切なため不要な力行とエネルギー浪費と判断した。
