time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,10.0,67.2,1550.0,115.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.2,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号制限・停止位置に問題なく、ノコギリ運転も発生していない。
1,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,10.0,70.0,1200.0,88.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は必要かつ適切で、速度制限・CBTC遵守、ノコギリ運転なしと評価し最高点とした。
2,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,10.0,70.0,950.0,68.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed(70km/h)に未達のため加速は必要かつ適切で、速度制限・CBTCを遵守し、ノコギリ運転もなく、エネルギー無駄もないため高評価。
3,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,10.0,67.2,1550.0,115.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.2,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は必要かつ適切で、速度・信号制限を超えておらず、ノコギリ運転や間隔問題もなく、全項目で問題なし。
4,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,10.0,70.0,1200.0,88.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,現在速度がrequired_speed(70km/h)に大きく下回っており、定時達成のため加速が必要であり、制限・信号を遵守しノコギリ運転でもないため高評価とする。
5,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,10.0,70.0,950.0,68.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度超過やノコギリ運転はなく高評価とした。
6,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,10.0,67.2,1550.0,115.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.2,0,normal,0.9,巡航フェーズでrequired_speed未達だが加速が必要であり、速度制限・信号遵守、ノコギリ運転なしで適切と判断したため高評価。
7,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,10.0,70.0,1200.0,88.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号制限を超えておらずノコギリ運転もなし。
8,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,10.0,70.0,950.0,68.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号制限を守りノコギリ運転もなく評価上問題なし。
9,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,8.0,70.0,70.0,10.0,67.2,1550.0,115.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,67.2,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度制限・CBTC遵守、ノコギリ運転なしと評価し最高点とした。
10,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,8.0,70.0,70.0,10.0,70.0,1200.0,88.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.6,巡航フェーズでrequired_speed 70km/hに対し10km/hのまま力行を続け、時間的余裕があるにも関わらずエネルギーを無駄にしているため評価を下げる。
11,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,8.0,70.0,70.0,10.0,70.0,950.0,68.0,5.361102334269932,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,制限速度・CBTCを遵守し、required_speed未達のため加速は必要であり、ノコギリ運転でもなく全体的に適切な操作と判断した。
12,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,15.0,64.7,1550.0,115.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,64.7,0,normal,1.0,巡航フェーズでrequired_speed 64.7km/hに対し15km/hと低速だが加速が必要で、現在の力行は適切。速度超過・信号違反なし、ノコギリ運転もなし。
13,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,15.0,70.0,1200.0,88.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号超過なし、ノコギリ運転条件も満たさず、全項目で問題がないためrewardを1.0とした。
14,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,15.0,70.0,950.0,68.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.7,巡航フェーズでrequired_speed 70km/hに対し15km/hと大きく遅れているが、残り時間に余裕があり不要な力行を続けたため省エネ性が低く評価された。
15,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,15.0,64.7,1550.0,115.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,64.7,0,normal,1.0,巡航フェーズでrequired_speed未達だが加速が必要であり、速度・信号制限を遵守しノコギリ運転でもないため最高評価とした。
16,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,15.0,70.0,1200.0,88.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切、速度・信号・制限を遵守しノコギリ運転もなく高評価とし1.0とした。
17,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,15.0,70.0,950.0,68.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速が必要で、制限速度・CBTC遵守、ノコギリ運転なし、不要な力行もなく全項目で問題がないため最高評価とした。
18,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,15.0,64.7,1550.0,115.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,64.7,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切、速度・信号制限を遵守し、ノコギリ運転もなく全項目がOKのため高評価。
19,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,15.0,70.0,1200.0,88.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.1,巡航フェーズでrequired_speed 70km/hに対し現在速度が15km/hと大幅に不足し、遅延が顕著なため大幅減点し0.1とした。
20,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,15.0,70.0,950.0,68.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達だが加速中であり、制限速度・CBTC遵守、ノコギリ運転なしと評価し、全項目で問題なしと判断した。
21,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,8.0,70.0,70.0,15.0,64.7,1550.0,115.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,64.7,0,normal,0.9,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号超過なし、ノコギリ運転もなく高評価とした。
22,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,8.0,70.0,70.0,15.0,70.0,1200.0,88.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.2,巡航フェーズでrequired_speed 70km/hに対し15km/hの低速走行が続き、先行列車もなく余裕があるためちんたら運転と判断し、エネルギー効率と定時性を考慮して0.2点とした。
23,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,12.0,惰行,8.0,70.0,70.0,15.0,70.0,950.0,68.0,12.043897473726263,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号超過なし、ノコギリ運転もなく最高評価とした。
24,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,20.0,62.8,1550.0,115.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,62.8,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は必要であり、速度・信号超過なし、ノコギリ運転でもなく、全項目で問題がないため最高評価とした。
25,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,20.0,70.0,1200.0,88.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度制限・CBTC遵守、ノコギリ運転なし、遅延もなく省エネ的にも妥当と判断し最高評価とした。
26,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,8.0,70.0,70.0,20.0,70.0,950.0,68.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,現在速度がrequired_speedを大きく下回っており、加速が必要な巡航フェーズで力行は適切であるため高評価とする。
27,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,20.0,62.8,1550.0,115.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,62.8,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号・制限を遵守し、ノコギリ運転等問題なし。
28,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,20.0,70.0,1200.0,88.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号制限を守りノコギリ運転もなく、他に問題はない。
29,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,3.0,惰行,8.0,70.0,70.0,20.0,70.0,950.0,68.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は必要かつ適切で、速度制限・CBTC遵守、ノコギリ運転なし、エネルギー無駄なしと判断。
30,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,20.0,62.8,1550.0,115.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,62.8,0,normal,0.1,巡航フェーズでrequired_speed 62.8km/hに対し現在20km/hと大きく不足し、遅延につながるちんたら運転と判断して0.1の低評価とした。
31,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,20.0,70.0,1200.0,88.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,0.9,巡航フェーズでrequired_speed未達のため加速は妥当、制限速度・CBTC遵守、ノコギリ運転なし、他条件も満たすため高評価。
32,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,8.0,70.0,70.0,20.0,70.0,950.0,68.0,21.3739727373643,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,70.0,0,normal,1.0,巡航フェーズでrequired_speed未達のため加速は適切で、速度・信号制限を超えておらずノコギリ運転もなく評価は高く0.0ではない。
