time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,3.0,70.0,70.0,0.2,0.2,0.1,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,次駅減速フェーズでブレーキが適切に掛かりΔstopが0.10mと安全に停止でき、ノコギリ運転も合理的と判断したため高評価とした。
1,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,15.0,70.0,70.0,0.2,0.2,0.1,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,ブレーキが適切に作動しdelta_stopが0.10mで停止位置が正確、速度制限・CBTC遵守、ノコギリ運転なしのため最高評価とした。
2,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,3.0,70.0,70.0,0.2,0.2,0.1,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,ブレーキはdelta_stopが0.10mで許容範囲内、次駅減速フェーズとして適切でエネルギー無駄がないため高評価。
3,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,15.0,70.0,70.0,0.2,0.2,0.1,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,次駅減速フェーズでブレーキが適切に作動し、delta_stopが0.10mで停止位置も許容範囲内。安全基準を満たし過走や過加速もなく、最良と判断した。
4,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,3.0,70.0,70.0,0.2,0.2,0.2,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,ブレーキはdelta_stopが0.20mで適切に停止位置へ向かっており、速度・信号・制限を遵守、ノコギリ運転でも合理的理由があるため最高評価とした。
5,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,15.0,70.0,70.0,0.2,0.2,0.2,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,ブレーキが適切にかかり、delta_stopが0.20mで停止位置が確実に達成でき、速度・信号遵守、ノコギリ運転なしで定時性・省エネ性も満たすため高評価。
6,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,3.0,70.0,70.0,0.2,0.2,0.2,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,次駅減速フェーズでブレーキが適切に作動し、delta_stopが0.2mで停止位置が正確、速度は制限内であり、ノコギリ運転や遅延もなく評価は最高とした。
7,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,15.0,70.0,70.0,0.2,0.2,0.2,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,次駅減速フェーズでブレーキを適切に適用し、delta_stopが0.20mで停止位置が確保でき、速度・信号超過なしで安全かつ省エネと判断した。
8,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,3.0,70.0,70.0,0.2,0.2,0.35,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,ブレーキが適切に掛かり、delta_stopが0.35mで停止位置誤差が5m以内のため高評価とし、rewardを1.0とした。
9,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,15.0,70.0,70.0,0.2,0.2,0.35,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,次駅減速フェーズでブレーキが適切に作動し、delta_stopが0.35mで停止位置が確実、速度・信号遵守、ノコギリ運転なしと評価したため高評価。
10,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,3.0,70.0,70.0,0.2,0.2,0.35,2.0,0.0021496513266362,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0,0,,0,0.2,0,normal,1.0,減速フェーズでブレーキが適切に作動し停止位置誤差0.35mは許容範囲内、速度超過やノコギリ運転はなく最高評価とした。
