time,position,speed,action
0,21.112,0.0,Actions.deceleration
1,21.112,0,Actions.deceleration
2,21.112,0,Actions.deceleration
3,21.112,0,Actions.deceleration
4,21.112,0,Actions.deceleration
5,21.112,0,Actions.deceleration
6,21.112,0,Actions.deceleration
7,21.112,0,Actions.deceleration
8,21.112,0,Actions.deceleration
9,21.112,0,Actions.deceleration
10,21.112,0,Actions.acceleration
11,21.112448,3.17,Actions.acceleration
12,21.113752,6.17,Actions.acceleration
13,21.115867,9.01,Actions.acceleration
14,21.118752,11.71,Actions.acceleration
15,21.122365,14.26,Actions.acceleration
16,21.126668,16.68,Actions.acceleration
17,21.131626,18.97,Actions.acceleration
18,21.137203,21.14,Actions.acceleration
19,21.143368,23.2,Actions.acceleration
20,21.150088,25.15,Actions.acceleration
21,21.157335,26.99,Actions.acceleration
22,21.16508,28.74,Actions.acceleration
23,21.173298,30.39,Actions.acceleration
24,21.181963,31.96,Actions.acceleration
25,21.191043,33.39,Actions.acceleration
26,21.200509,34.74,Actions.acceleration
27,21.210341,36.02,Actions.acceleration
28,21.220518,37.23,Actions.acceleration
29,21.231028,38.43,Actions.acceleration
30,21.24186,39.54,Actions.acceleration
31,21.252991,40.59,Actions.acceleration
32,21.264406,41.58,Actions.acceleration
33,21.27609,42.53,Actions.acceleration
34,21.288035,43.47,Actions.acceleration
35,21.300242,44.41,Actions.acceleration
36,21.312707,45.33,Actions.acceleration
37,21.325427,46.24,Actions.acceleration
38,21.338397,47.13,Actions.acceleration
39,21.351613,48.01,Actions.acceleration
40,21.365071,48.87,Actions.acceleration
41,21.378767,49.72,Actions.acceleration
42,21.392696,50.56,Actions.acceleration
43,21.406856,51.38,Actions.acceleration
44,21.421241,52.18,Actions.acceleration
45,21.435848,52.98,Actions.acceleration
46,21.450674,53.76,Actions.acceleration
47,21.465714,54.52,Actions.acceleration
48,21.480965,55.28,Actions.acceleration
49,21.496423,56.01,Actions.acceleration
50,21.512098,56.87,Actions.acceleration
51,21.528017,57.74,Actions.acceleration
52,21.544177,58.6,Actions.acceleration
53,21.560572,59.44,Actions.acceleration
54,21.5772,60.27,Actions.acceleration
55,21.594056,61.08,Actions.acceleration
56,21.611136,61.88,Actions.acceleration
57,21.628437,62.67,Actions.acceleration
58,21.645954,63.44,Actions.coasting
59,21.663558,63.27,Actions.coasting
60,21.681103,63.05,Actions.coasting
61,21.698587,62.83,Actions.acceleration
62,21.716116,63.37,Actions.coasting
63,21.733686,63.15,Actions.coasting
64,21.751196,62.92,Actions.acceleration
65,21.76875,63.46,Actions.coasting
66,21.786345,63.24,Actions.coasting
67,21.80388,63.01,Actions.coasting
68,21.821353,62.79,Actions.acceleration
69,21.838871,63.33,Actions.coasting
70,21.856431,63.11,Actions.coasting
71,21.87393,62.89,Actions.acceleration
72,21.891474,63.42,Actions.coasting
73,21.909059,63.2,Actions.coasting
74,21.926584,62.98,Actions.acceleration
75,21.944152,63.51,Actions.coasting
76,21.961763,63.29,Actions.coasting
77,21.979312,63.07,Actions.coasting
78,21.996799,62.85,Actions.acceleration
79,22.014331,63.38,Actions.coasting
80,22.031906,63.16,Actions.coasting
81,22.049419,62.94,Actions.acceleration
82,22.066977,63.47,Actions.coasting
83,22.084576,63.25,Actions.coasting
84,22.102114,63.03,Actions.coasting
85,22.119591,62.81,Actions.acceleration
86,22.137112,63.34,Actions.coasting
87,22.154676,63.12,Actions.coasting
88,22.172179,62.9,Actions.acceleration
89,22.189726,63.43,Actions.coasting
90,22.207315,63.21,Actions.coasting
91,22.224843,62.99,Actions.acceleration
92,22.242415,63.52,Actions.coasting
93,22.260029,63.3,Actions.coasting
94,22.277581,63.08,Actions.coasting
95,22.295072,62.86,Actions.acceleration
96,22.312576,63.08,Actions.coasting
97,22.330006,62.42,Actions.acceleration
98,22.34736,62.53,Actions.acceleration
99,22.364743,62.63,Actions.acceleration
100,22.382154,62.73,Actions.acceleration
101,22.399593,62.83,Actions.acceleration
102,22.417059,62.93,Actions.acceleration
103,22.434553,63.02,Actions.coasting
104,22.451967,62.36,Actions.acceleration
105,22.469305,62.47,Actions.acceleration
106,22.486673,62.57,Actions.acceleration
107,22.504072,62.78,Actions.acceleration
108,22.521586,63.31,Actions.coasting
109,22.539142,63.09,Actions.coasting
110,22.556637,62.87,Actions.acceleration
111,22.574176,63.41,Actions.coasting
112,22.591758,63.18,Actions.coasting
113,22.609278,62.96,Actions.coasting
114,22.626736,62.74,Actions.coasting
115,22.644134,62.52,Actions.coasting
116,22.661471,62.3,Actions.coasting
117,22.678747,62.09,Actions.coasting
118,22.695962,61.87,Actions.coasting
119,22.7131,61.49,Actions.acceleration
120,22.730229,61.83,Actions.coasting
121,22.747344,61.4,Actions.coasting
122,22.76434,60.97,Actions.coasting
123,22.781217,60.54,Actions.coasting
124,22.797975,60.12,Actions.coasting
125,22.814615,59.69,Actions.coasting
126,22.831136,59.27,Actions.coasting
127,22.847541,58.85,Actions.coasting
128,22.863827,58.42,Actions.coasting
129,22.879998,58.01,Actions.coasting
130,22.896052,57.59,Actions.coasting
131,22.911989,57.17,Actions.coasting
132,22.927812,56.75,Actions.deceleration
133,22.943397,55.48,Actions.deceleration
134,22.958629,54.2,Actions.deceleration
135,22.973508,52.94,Actions.deceleration
136,22.988035,51.67,Actions.deceleration
137,23.002212,50.41,Actions.deceleration
138,23.016038,49.15,Actions.deceleration
139,23.029516,47.9,Actions.deceleration
140,23.042646,46.65,Actions.deceleration
141,23.05543,45.4,Actions.deceleration
142,23.067868,44.16,Actions.deceleration
143,23.079961,42.92,Actions.deceleration
144,23.09171,41.69,Actions.deceleration
145,23.103115,40.42,Actions.coasting
146,23.114277,39.95,Actions.coasting
147,23.125307,39.47,Actions.deceleration
148,23.136084,38.14,Actions.deceleration
149,23.14649,36.8,Actions.deceleration
150,23.156527,35.47,Actions.deceleration
151,23.166194,34.15,Actions.deceleration
152,23.175493,32.82,Actions.deceleration
153,23.184425,31.5,Actions.deceleration
154,23.19299,30.18,Actions.deceleration
155,23.20119,28.87,Actions.deceleration
156,23.209025,27.56,Actions.deceleration
157,23.216495,26.25,Actions.deceleration
158,23.223602,24.94,Actions.deceleration
159,23.230346,23.63,Actions.deceleration
160,23.236728,22.33,Actions.deceleration
161,23.242748,21.03,Actions.deceleration
162,23.248407,19.73,Actions.deceleration
163,23.253707,18.44,Actions.deceleration
164,23.258646,17.14,Actions.deceleration
165,23.263226,15.85,Actions.deceleration
166,23.267448,14.56,Actions.deceleration
167,23.271312,13.27,Actions.deceleration
168,23.274818,11.99,Actions.deceleration
169,23.277967,10.7,Actions.deceleration
170,23.280759,9.42,Actions.deceleration
171,23.283195,8.14,Actions.deceleration
172,23.285276,6.86,Actions.deceleration
173,23.287001,5.58,Actions.deceleration
174,23.288371,4.3,Actions.deceleration
175,23.289386,3.02,Actions.deceleration
176,23.290047,1.75,Actions.deceleration
177,23.290354,0.48,Actions.deceleration
178,23.290378,0,Actions.deceleration
179,23.290378,0,Actions.deceleration
180,23.290378,0,Actions.deceleration
181,23.290378,0,Actions.deceleration
182,23.290378,0,Actions.deceleration
183,23.290378,0,Actions.deceleration
184,23.290378,0,Actions.deceleration
185,23.290378,0,Actions.deceleration
186,23.290378,0,Actions.deceleration
187,23.290378,0,Actions.deceleration
188,23.290378,0,Actions.deceleration
189,23.290378,0,Actions.deceleration
190,23.290378,0,Actions.deceleration
191,23.290378,0,Actions.deceleration
192,23.290378,0,Actions.deceleration
193,23.290378,0,Actions.deceleration
194,23.290378,0,Actions.deceleration
195,23.290378,0,Actions.deceleration
196,23.290378,0,Actions.deceleration
197,23.290378,0,Actions.deceleration
198,23.290378,0,Actions.deceleration
199,23.290378,0,Actions.deceleration
200,23.290378,0,Actions.deceleration
201,23.290378,0,Actions.deceleration
202,23.290378,0,Actions.deceleration
203,23.290378,0,Actions.deceleration
204,23.290378,0,Actions.deceleration
205,23.290378,0,Actions.deceleration
206,23.290378,0,Actions.deceleration
207,23.290378,0,Actions.acceleration
208,23.290771,2.78,Actions.acceleration
209,23.291916,5.41,Actions.acceleration
210,23.293771,7.91,Actions.acceleration
211,23.296302,10.27,Actions.acceleration
212,23.299472,12.51,Actions.acceleration
213,23.30324,14.57,Actions.acceleration
214,23.307562,16.51,Actions.acceleration
215,23.312408,18.35,Actions.acceleration
216,23.317751,20.09,Actions.acceleration
217,23.323565,21.74,Actions.acceleration
218,23.329824,23.3,Actions.acceleration
219,23.336505,24.78,Actions.acceleration
220,23.343587,26.18,Actions.acceleration
221,23.351047,27.51,Actions.acceleration
222,23.358865,28.76,Actions.acceleration
223,23.367023,29.95,Actions.acceleration
224,23.375502,31.08,Actions.acceleration
225,23.384286,32.14,Actions.acceleration
226,23.393358,33.15,Actions.acceleration
227,23.402702,34.11,Actions.acceleration
228,23.412305,35.01,Actions.acceleration
229,23.422152,35.87,Actions.acceleration
230,23.432231,36.68,Actions.acceleration
231,23.442529,37.45,Actions.acceleration
232,23.453034,38.17,Actions.acceleration
233,23.463735,38.86,Actions.acceleration
234,23.474622,39.51,Actions.acceleration
235,23.485685,40.13,Actions.acceleration
236,23.496914,40.71,Actions.acceleration
237,23.508301,41.26,Actions.acceleration
238,23.519836,41.78,Actions.acceleration
239,23.531513,42.28,Actions.acceleration
240,23.543326,42.77,Actions.acceleration
241,23.555273,43.25,Actions.acceleration
242,23.567353,43.72,Actions.acceleration
243,23.57956,44.16,Actions.acceleration
244,23.591887,44.59,Actions.acceleration
245,23.604332,45.01,Actions.acceleration
246,23.616893,45.42,Actions.acceleration
247,23.629568,45.83,Actions.acceleration
248,23.642355,46.23,Actions.acceleration
249,23.655252,46.62,Actions.acceleration
250,23.668257,47.01,Actions.acceleration
251,23.681369,47.39,Actions.acceleration
252,23.694585,47.76,Actions.acceleration
253,23.707905,48.13,Actions.acceleration
254,23.721325,48.49,Actions.acceleration
255,23.734845,48.85,Actions.acceleration
256,23.748463,49.2,Actions.acceleration
257,23.762177,49.54,Actions.acceleration
258,23.775986,49.89,Actions.acceleration
259,23.789894,50.25,Actions.acceleration
260,23.803902,50.6,Actions.acceleration
261,23.818007,50.95,Actions.acceleration
262,23.832207,51.29,Actions.acceleration
263,23.846502,51.63,Actions.acceleration
264,23.860888,51.96,Actions.acceleration
265,23.875366,52.28,Actions.acceleration
266,23.889933,52.6,Actions.acceleration
267,23.904588,52.91,Actions.acceleration
268,23.919329,53.22,Actions.acceleration
269,23.934155,53.52,Actions.acceleration
270,23.949065,53.82,Actions.acceleration
271,23.964056,54.11,Actions.acceleration
272,23.979128,54.4,Actions.acceleration
273,23.994278,54.68,Actions.acceleration
274,24.009507,54.96,Actions.acceleration
275,24.024812,55.23,Actions.acceleration
276,24.040193,55.5,Actions.acceleration
277,24.055647,55.77,Actions.acceleration
278,24.071174,56.02,Actions.acceleration
279,24.086772,56.28,Actions.acceleration
280,24.10244,56.53,Actions.acceleration
281,24.118177,56.78,Actions.acceleration
282,24.133982,57.02,Actions.acceleration
283,24.149853,57.25,Actions.acceleration
284,24.16579,57.49,Actions.acceleration
285,24.181791,57.72,Actions.acceleration
286,24.197855,57.94,Actions.acceleration
287,24.213982,58.16,Actions.acceleration
288,24.230169,58.38,Actions.acceleration
289,24.246416,58.6,Actions.acceleration
290,24.262722,58.81,Actions.acceleration
291,24.279086,59.01,Actions.acceleration
292,24.295507,59.22,Actions.acceleration
293,24.312019,59.76,Actions.acceleration
294,24.328714,60.43,Actions.acceleration
295,24.345592,61.09,Actions.acceleration
296,24.362652,61.73,Actions.acceleration
297,24.379887,62.34,Actions.acceleration
298,24.397281,62.89,Actions.acceleration
299,24.414827,63.44,Actions.coasting
300,24.432423,63.27,Actions.coasting
301,24.449968,63.06,Actions.coasting
302,24.467455,62.87,Actions.acceleration
303,24.485005,63.48,Actions.coasting
304,24.50262,63.34,Actions.coasting
305,24.520195,63.2,Actions.coasting
306,24.537731,63.06,Actions.coasting
307,24.555229,62.92,Actions.acceleration
308,24.572793,63.54,Actions.coasting
309,24.590422,63.39,Actions.coasting
310,24.608012,63.25,Actions.coasting
311,24.625563,63.11,Actions.coasting
312,24.643074,62.97,Actions.acceleration
313,24.660653,63.59,Actions.coasting
314,24.678296,63.44,Actions.coasting
315,24.6959,63.3,Actions.coasting
316,24.713464,63.16,Actions.coasting
317,24.73099,63.02,Actions.coasting
318,24.748467,62.81,Actions.acceleration
319,24.765992,63.36,Actions.coasting
320,24.783562,63.15,Actions.coasting
321,24.801073,62.94,Actions.acceleration
322,24.818635,63.52,Actions.coasting
323,24.836258,63.37,Actions.coasting
324,24.853843,63.23,Actions.coasting
325,24.871388,63.09,Actions.coasting
326,24.888894,62.95,Actions.acceleration
327,24.906467,63.57,Actions.coasting
328,24.924102,63.39,Actions.coasting
329,24.941685,63.21,Actions.coasting
330,24.959216,63.02,Actions.coasting
331,24.976694,62.83,Actions.acceleration
332,24.994228,63.4,Actions.coasting
333,25.011813,63.21,Actions.coasting
334,25.029345,63.03,Actions.coasting
335,25.046826,62.84,Actions.acceleration
336,25.064362,63.41,Actions.coasting
337,25.081948,63.22,Actions.coasting
338,25.099483,63.03,Actions.coasting
339,25.116966,62.85,Actions.acceleration
340,25.134503,63.41,Actions.coasting
341,25.152092,63.23,Actions.coasting
342,25.169629,63.05,Actions.coasting
343,25.187124,62.91,Actions.acceleration
344,25.204689,63.6,Actions.coasting
345,25.222372,63.73,Actions.coasting
346,25.240092,63.86,Actions.coasting
347,25.257848,63.98,Actions.coasting
348,25.275639,64.11,Actions.coasting
349,25.293466,64.24,Actions.coasting
350,25.311328,64.37,Actions.coasting
351,25.329226,64.49,Actions.coasting
352,25.347158,64.62,Actions.coasting
353,25.365126,64.75,Actions.coasting
354,25.383128,64.87,Actions.coasting
355,25.401166,65.0,Actions.coasting
356,25.419238,65.12,Actions.coasting
357,25.437344,65.24,Actions.coasting
358,25.455485,65.37,Actions.coasting
359,25.47366,65.49,Actions.coasting
360,25.491869,65.61,Actions.coasting
361,25.510116,65.78,Actions.coasting
362,25.528419,65.99,Actions.coasting
363,25.54678,66.2,Actions.coasting
364,25.565199,66.41,Actions.coasting
365,25.583676,66.62,Actions.coasting
366,25.60221,66.83,Actions.coasting
367,25.620802,67.03,Actions.deceleration
368,25.639329,66.37,Actions.coasting
369,25.657795,66.58,Actions.coasting
370,25.676319,66.79,Actions.coasting
371,25.6949,66.99,Actions.coasting
372,25.713538,67.2,Actions.deceleration
373,25.732112,66.54,Actions.coasting
374,25.750625,66.75,Actions.coasting
375,25.769195,66.95,Actions.coasting
376,25.787822,67.16,Actions.deceleration
377,25.806385,66.5,Actions.coasting
378,25.824887,66.71,Actions.coasting
379,25.843446,66.91,Actions.coasting
380,25.862062,67.12,Actions.deceleration
381,25.880615,66.46,Actions.coasting
382,25.899106,66.67,Actions.coasting
383,25.917654,66.88,Actions.coasting
384,25.936259,67.08,Actions.deceleration
385,25.954798,66.39,Actions.coasting
386,25.973258,66.52,Actions.coasting
387,25.991757,66.66,Actions.coasting
388,26.010293,66.8,Actions.coasting
389,26.028866,66.93,Actions.coasting
390,26.047478,67.07,Actions.deceleration
391,26.066005,66.34,Actions.coasting
392,26.084452,66.48,Actions.coasting
393,26.102937,66.61,Actions.coasting
394,26.12146,66.75,Actions.coasting
