time,position,speed,action
0,22.112,0.0,Actions.deceleration
1,22.112,0,Actions.deceleration
2,22.112,0,Actions.deceleration
3,22.112,0,Actions.deceleration
4,22.112,0,Actions.deceleration
5,22.112,0,Actions.deceleration
6,22.112,0,Actions.deceleration
7,22.112,0,Actions.deceleration
8,22.112,0,Actions.deceleration
9,22.112,0,Actions.deceleration
10,22.112,0,Actions.acceleration
11,22.112438,3.09,Actions.acceleration
12,22.113712,6.03,Actions.acceleration
13,22.115779,8.81,Actions.acceleration
14,22.118598,11.44,Actions.acceleration
15,22.122128,13.93,Actions.acceleration
16,22.126334,16.3,Actions.acceleration
17,22.131179,18.54,Actions.acceleration
18,22.136629,20.66,Actions.acceleration
19,22.142653,22.67,Actions.acceleration
20,22.14922,24.58,Actions.acceleration
21,22.156303,26.38,Actions.acceleration
22,22.163872,28.09,Actions.acceleration
23,22.171903,29.7,Actions.acceleration
24,22.180371,31.23,Actions.acceleration
25,22.189252,32.68,Actions.acceleration
26,22.198525,34.06,Actions.acceleration
27,22.208169,35.36,Actions.acceleration
28,22.218164,36.58,Actions.acceleration
29,22.228491,37.75,Actions.acceleration
30,22.239133,38.85,Actions.acceleration
31,22.250072,39.89,Actions.acceleration
32,22.261293,40.88,Actions.acceleration
33,22.272781,41.81,Actions.acceleration
34,22.284522,42.71,Actions.acceleration
35,22.296508,43.59,Actions.acceleration
36,22.308706,44.14,Actions.acceleration
37,22.321026,44.56,Actions.acceleration
38,22.333461,44.97,Actions.acceleration
39,22.346009,45.37,Actions.acceleration
40,22.358668,45.77,Actions.acceleration
41,22.371436,46.16,Actions.acceleration
42,22.384312,46.54,Actions.acceleration
43,22.397294,46.92,Actions.acceleration
44,22.41038,47.29,Actions.acceleration
45,22.423567,47.66,Actions.acceleration
46,22.436856,48.01,Actions.acceleration
47,22.450243,48.37,Actions.acceleration
48,22.463727,48.71,Actions.acceleration
49,22.477307,49.06,Actions.acceleration
50,22.49098,49.39,Actions.acceleration
51,22.504753,49.87,Actions.acceleration
52,22.518713,50.63,Actions.acceleration
53,22.532881,51.37,Actions.acceleration
54,22.547254,52.11,Actions.acceleration
55,22.561829,52.83,Actions.acceleration
56,22.576603,53.53,Actions.acceleration
57,22.591572,54.23,Actions.acceleration
58,22.606732,54.92,Actions.acceleration
59,22.622081,55.59,Actions.acceleration
60,22.637615,56.25,Actions.acceleration
61,22.653331,56.9,Actions.acceleration
62,22.669226,57.54,Actions.acceleration
63,22.685297,58.16,Actions.acceleration
64,22.70154,58.76,Actions.acceleration
65,22.717917,59.15,Actions.acceleration
66,22.734403,59.54,Actions.acceleration
67,22.750995,59.92,Actions.acceleration
68,22.767692,60.29,Actions.acceleration
69,22.784491,60.66,Actions.acceleration
70,22.801391,61.02,Actions.acceleration
71,22.81839,61.37,Actions.acceleration
72,22.835486,61.72,Actions.acceleration
73,22.852678,62.06,Actions.acceleration
74,22.869964,62.39,Actions.acceleration
75,22.887342,62.72,Actions.acceleration
76,22.904811,63.05,Actions.coasting
77,22.922263,62.61,Actions.acceleration
78,22.939701,62.94,Actions.acceleration
79,22.957229,63.26,Actions.coasting
80,22.97474,62.82,Actions.deceleration
81,22.992008,61.52,Actions.deceleration
82,23.008917,60.23,Actions.deceleration
83,23.025467,58.94,Actions.deceleration
84,23.04166,57.66,Actions.deceleration
85,23.057497,56.38,Actions.deceleration
86,23.072979,55.1,Actions.deceleration
87,23.088107,53.83,Actions.deceleration
88,23.102882,52.54,Actions.deceleration
89,23.117285,51.17,Actions.deceleration
90,23.131308,49.8,Actions.deceleration
91,23.144951,48.44,Actions.deceleration
92,23.158215,47.08,Actions.deceleration
93,23.171102,45.72,Actions.deceleration
94,23.183612,44.37,Actions.deceleration
95,23.195747,43.02,Actions.deceleration
96,23.207508,41.67,Actions.deceleration
97,23.218896,40.33,Actions.deceleration
98,23.229911,38.99,Actions.deceleration
99,23.240555,37.66,Actions.deceleration
100,23.250829,36.33,Actions.deceleration
101,23.260733,35.0,Actions.deceleration
102,23.270268,33.67,Actions.deceleration
103,23.279436,32.35,Actions.deceleration
104,23.288236,31.03,Actions.deceleration
105,23.29667,29.71,Actions.deceleration
106,23.304735,28.35,Actions.deceleration
107,23.312415,26.96,Actions.deceleration
108,23.31971,25.58,Actions.deceleration
109,23.32662,24.19,Actions.deceleration
110,23.333146,22.81,Actions.deceleration
111,23.339289,21.43,Actions.deceleration
112,23.345049,20.06,Actions.deceleration
113,23.350427,18.68,Actions.deceleration
114,23.355424,17.31,Actions.deceleration
115,23.36004,15.94,Actions.deceleration
116,23.364276,14.57,Actions.deceleration
117,23.368132,13.21,Actions.deceleration
118,23.371609,11.84,Actions.deceleration
119,23.374708,10.48,Actions.deceleration
120,23.377428,9.12,Actions.deceleration
121,23.379771,7.76,Actions.deceleration
122,23.381737,6.4,Actions.deceleration
123,23.383325,5.05,Actions.deceleration
124,23.384538,3.69,Actions.deceleration
125,23.385374,2.34,Actions.deceleration
126,23.385835,0.99,Actions.deceleration
127,23.385934,0,Actions.deceleration
128,23.385934,0,Actions.deceleration
129,23.385934,0,Actions.deceleration
130,23.385934,0,Actions.deceleration
131,23.385934,0,Actions.deceleration
132,23.385934,0,Actions.deceleration
133,23.385934,0,Actions.deceleration
134,23.385934,0,Actions.deceleration
135,23.385934,0,Actions.deceleration
136,23.385934,0,Actions.deceleration
137,23.385934,0,Actions.deceleration
138,23.385934,0,Actions.deceleration
139,23.385934,0,Actions.deceleration
140,23.385934,0,Actions.deceleration
141,23.385934,0,Actions.deceleration
142,23.385934,0,Actions.deceleration
143,23.385934,0,Actions.deceleration
144,23.385934,0,Actions.deceleration
145,23.385934,0,Actions.deceleration
146,23.385934,0,Actions.deceleration
147,23.385934,0,Actions.deceleration
148,23.385934,0,Actions.deceleration
149,23.385934,0,Actions.deceleration
150,23.385934,0,Actions.deceleration
151,23.385934,0,Actions.deceleration
152,23.385934,0,Actions.deceleration
153,23.385934,0,Actions.deceleration
154,23.385934,0,Actions.deceleration
155,23.385934,0,Actions.deceleration
156,23.385934,0,Actions.deceleration
157,23.385934,0,Actions.deceleration
158,23.385934,0,Actions.deceleration
159,23.385934,0,Actions.deceleration
160,23.385934,0,Actions.deceleration
161,23.385934,0,Actions.deceleration
162,23.385934,0,Actions.deceleration
163,23.385934,0,Actions.deceleration
164,23.385934,0,Actions.deceleration
165,23.385934,0,Actions.deceleration
166,23.385934,0,Actions.deceleration
167,23.385934,0,Actions.deceleration
168,23.385934,0,Actions.deceleration
169,23.385934,0,Actions.deceleration
170,23.385934,0,Actions.deceleration
171,23.385934,0,Actions.deceleration
172,23.385934,0,Actions.deceleration
173,23.385934,0,Actions.deceleration
174,23.385934,0,Actions.deceleration
175,23.385934,0,Actions.deceleration
176,23.385934,0,Actions.deceleration
177,23.385934,0,Actions.deceleration
178,23.385934,0,Actions.deceleration
179,23.385934,0,Actions.deceleration
180,23.385934,0,Actions.deceleration
181,23.385934,0,Actions.deceleration
182,23.385934,0,Actions.deceleration
183,23.385934,0,Actions.deceleration
184,23.385934,0,Actions.deceleration
185,23.385934,0,Actions.deceleration
186,23.385934,0,Actions.acceleration
187,23.386316,2.7,Actions.acceleration
188,23.387429,5.26,Actions.acceleration
189,23.389234,7.69,Actions.acceleration
190,23.391696,9.99,Actions.acceleration
191,23.39478,12.17,Actions.acceleration
192,23.398453,14.24,Actions.acceleration
193,23.402685,16.19,Actions.acceleration
194,23.407445,18.05,Actions.acceleration
195,23.412707,19.8,Actions.acceleration
196,23.418444,21.47,Actions.acceleration
197,23.424631,23.04,Actions.acceleration
198,23.431244,24.54,Actions.acceleration
199,23.43826,25.95,Actions.acceleration
200,23.445658,27.29,Actions.acceleration
201,23.453418,28.56,Actions.acceleration
202,23.46152,29.76,Actions.acceleration
