time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
138.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,惰行,5.0,70.0,49.3,58.88,58.9,163.7,40.0,161.716914596322,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方164.1m先を0.0km/h,後続列車なし,0.0,4.0,未発車,55.0,58.9,0.0,normal,0.0,CBTC信号速度49.3km/hを2km/h超えて58.9km/hで走行しており、即reward0.0ルールが適用されるため評価は0.0となる。
115.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,7.0,惰行,6.0,70.0,70.0,61.38,63.5,867.0,63.0,168.87870225728608,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方867.4m先を0.0km/h,後続列車なし,0.0,0.0,未発車,85.0,63.5,3.0,anti_mid_stop,1.0,先行列車が停車中で駅間停車防止モード。現在速度はtarget_speed_no_stop未満で加速中であり、上限超過やノコギリ運転はなく安全かつ適切な巡航運転と判断した。
152.79999999999978,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.8999999999999999,力行（加速）,0.1,70.0,1.5,33.82,33.8,49.7,25.2,54.049467606921986,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方50.1m先を0.0km/h,後続列車なし,5.0,9.2,未発車,40.0,33.8,0.0,anti_mid_stop,0.0,CBTC信号速度1.5km/hを大幅に超える33.8km/hで走行しており、即時0.0ルールに該当するため評価は0.0とした。
165.1999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,惰行,0.1,70.0,3.1,14.01,20.7,50.1,12.8,9.341065487774108,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方50.5m先を0.0km/h,後続列車なし,0.0,0.0,未発車,40.0,20.7,8.2,anti_mid_stop,0.0,CBTC信号速度を2km/h以上超えているため即時0点ルールが適用され、rewardは0.0となる。
93.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,8.0,ブレーキ（減速）,6.0,70.0,70.0,52.51,60.1,902.8,66.0,124.22010177903087,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方836.4m先を24.9km/h,後続列車なし,0.0,49.0,未発車,55.0,60.1,0.0,normal,0.9,巡航フェーズでrequired_speed未達だが加速中であり、速度・CBTC・制限速度を遵守、停止余裕十分、ノコギリ運転なし、間隔問題なし。
55.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,37.0,惰行,6.0,70.0,70.0,63.69,70.0,1577.1,72.0,211.66481371447844,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方1183.2m先を57.6km/h,後続列車なし,5.0,77.0,未発車,70.0,70.0,0.0,normal,1.0,制限速度・CBTC遵守、先行列車は十分離れており加速は必要速度未達に対する正当な操作で、ノコギリ運転や過加速はなく安全かつ効率的。
129.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,6.0,力行（加速）,2.0,70.0,70.0,35.28,38.2,390.3,49.0,61.049837161703344,0.0,6.1,この先制限速度なし,200m先に上り勾配9.2‰あり,前方390.7m先を0.0km/h,後続列車なし,5.0,3.0,未発車,70.0,38.2,0.0,normal,0.3,ノコギリ運転と判定され、prev_notch_durationが2秒で上限0.3点となり、他は問題なし。
119.0,Train11,巡航フェーズ（駅間走行中）,惰行中,17.0,力行（加速）,13.0,70.0,70.0,52.84,52.8,536.8,51.0,135.70182206249865,0.0,6.1,この先制限速度なし,346m先に上り勾配9.2‰あり,前方524.8m先を10.7km/h,後続列車なし,0.0,38.0,未発車,40.0,49.7,0.0,anti_mid_stop,1.0,先行列車が前方に塞がっているため駅間停車防止モード。現在速度はtarget_speed_no_stop以内で惰行を維持し、制限速度・CBTCを遵守、間隔も安全、停車余裕が十分であるため高評価。
108.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,8.0,惰行,6.0,70.0,70.0,64.87,64.9,757.5,70.0,219.39532543635656,0.0,0.0,この先制限速度なし,167m先に上り勾配6.1‰あり,前方757.8m先を0.0km/h,後続列車なし,5.0,24.0,未発車,70.0,64.9,0.0,normal,0.5,巡航フェーズでrequired_speedと同等の速度にも関わらず力行を続け、エネルギー効率が低下しているため中程度の評価とした。
96.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,6.0,70.0,70.0,58.8,60.0,882.5,82.0,155.21536709346742,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方882.9m先を0.0km/h,後続列車なし,5.0,21.0,未発車,85.0,60.0,0.0,normal,0.3,巡航フェーズでrequired_speed未達の状態で惰行を続け、さらにノコギリ運転と判定されたため減点し、reward 0.3とした。
