time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
124.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,20.0,ブレーキ（減速）,6.0,70.0,70.0,50.34,70.0,702.8,41.0,133.4036133548433,0.0,0.0,この先制限速度なし,112m先に上り勾配6.1‰あり,前方671.5m先を17.1km/h,後続列車なし,10.0,43.0,未発車,40.0,56.2,0.0,anti_mid_stop,0.9,先行列車が塞いでいる駅間停車防止モード。現在はtarget_speed_no_stop未満で加速中であり、上限超過やノコギリ運転はなく安全かつ適切な操作。
126.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,2.0,惰行,12.0,70.0,70.0,50.84,53.4,587.0,52.0,125.76840078618925,0.0,6.1,この先制限速度なし,397m先に上り勾配9.2‰あり,前方587.4m先を0.0km/h,後続列車なし,0.0,16.0,未発車,55.0,53.4,0.0,normal,0.2,巡航フェーズでrequired_speed未達の状態で不必要にブレーキをかけ、遅延とエネルギー浪費のリスクが大きいため評価を下げた。
139.0,Train11,巡航フェーズ（駅間走行中）,惰行中,20.0,力行（加速）,6.0,70.0,70.0,56.16,57.8,446.3,39.0,152.98771749825679,0.0,6.1,この先制限速度なし,256m先に上り勾配9.2‰あり,前方446.7m先を0.0km/h,後続列車なし,0.0,0.0,未発車,85.0,57.8,27.0,anti_mid_stop,1.0,先行列車が停車中で駅間停車防止モード。現在速度はtarget_speed_no_stop付近で惰行が適切、制限・CBTC遵守、ノコギリ運転なし、間隔安全のため高評価。
115.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,6.0,力行（加速）,3.0,70.0,70.0,37.53,40.7,521.2,63.0,69.01293097381544,0.0,6.1,この先制限速度なし,331m先に上り勾配9.2‰あり,前方521.6m先を0.0km/h,後続列車なし,0.0,27.0,未発車,55.0,40.7,0.0,normal,0.2,巡航フェーズでrequired_speed未達のまま不必要にブレーキし、加速→減速の短時間切替でノコギリ運転となったため大幅減点し0.2とした。
113.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,6.0,70.0,70.0,56.82,56.8,571.3,65.0,156.54179944857776,0.0,6.1,この先制限速度なし,381m先に上り勾配9.2‰あり,前方571.7m先を0.0km/h,後続列車なし,0.0,14.0,未発車,70.0,56.8,0.0,normal,1.0,required_speedと同等の56.8km/hで惰行に切り替え、制限速度・CBTC遵守、間隔適正、エネルギー効率良好のため最高評価。
129.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,28.0,ブレーキ（減速）,6.0,70.0,70.0,58.33,65.9,652.6,49.0,178.19658015139268,0.0,0.0,この先制限速度なし,62m先に上り勾配6.1‰あり,前方652.9m先を0.0km/h,後続列車なし,10.0,0.0,未発車,85.0,65.9,7.0,normal,0.9,巡航フェーズでrequired_speed未達だが加速中で速度は制限・CBTC内、先行列車は十分離れており適切な運転と判断した。
30.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,6.0,力行（加速）,25.0,70.0,70.0,31.55,70.0,1937.0,40.0,54.47900075279576,0.0,-2.1,この先制限速度なし,147m先に下り勾配6.7‰あり,前方679.0m先を63.2km/h,後続列車なし,0.0,127.0,未発車,40.0,60.3,0.0,anti_mid_stop,0.2,駅間停車防止モードで target_speed_no_stop(60.3km/h) を10km/h以上下回る31.6km/hのブレーキ継続は遅延を拡大するため減点し、rewardは0.2とした。
123.0,Train11,巡航フェーズ（駅間走行中）,惰行中,10.0,力行（加速）,6.0,70.0,70.0,53.32,53.3,585.4,55.0,138.13967206986086,0.0,6.1,この先制限速度なし,395m先に上り勾配9.2‰あり,前方585.8m先を0.0km/h,後続列車なし,5.0,0.0,未発車,100.0,53.3,21.0,anti_mid_stop,1.0,先行列車が停車中で駅間停車防止モードだが、現在速度は target_speed_no_stop と一致し惰行を維持、制限・CBTC を遵守し安全かつ適切な運転と判断した。
129.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,力行（加速）,10.0,70.0,70.0,50.36,50.9,492.9,47.0,123.43836479125441,0.0,6.1,この先制限速度なし,302m先に上り勾配9.2‰あり,前方491.2m先を4.3km/h,後続列車なし,5.0,33.0,未発車,40.0,50.0,0.0,anti_mid_stop,1.0,先行列車が塞いでいる駅間停車防止モードで、現在速度がtarget_speed_no_stop(50.0km/h)を僅かに上回っているためブレーキは適切で、他に安全・速度違反はなし。
116.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,ブレーキ（減速）,6.0,70.0,70.0,34.68,40.3,511.2,62.0,59.00704547891245,0.0,6.1,この先制限速度なし,321m先に上り勾配9.2‰あり,前方511.5m先を0.0km/h,後続列車なし,0.0,26.0,未発車,55.0,40.3,0.0,normal,0.4,ブレーキから1秒の力行への切替がノコギリ運転と判定され、prev_notch_duration6秒でreward上限が0.5に制限されるため、他は適切で0.4とした。
27.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,9.0,惰行,6.0,70.0,70.0,40.32,70.0,1987.7,35.0,88.57609421226833,0.0,-2.1,この先制限速度なし,197m先に下り勾配6.7‰あり,前方589.2m先を63.4km/h,後続列車なし,5.0,135.0,未発車,40.0,58.7,0.0,anti_mid_stop,1.0,先行列車が前方に塞がっているため駅間停車防止モード。現在はtarget_speed_no_stop未満で加速中で、制限速度・CBTC遵守、間隔・ノコギリ運転なしの適切操作と判断しreward=1.0。
112.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,惰行,6.0,70.0,70.0,64.71,64.7,594.6,66.0,218.33951463499926,0.0,0.0,この先制限速度なし,4m先に上り勾配6.1‰あり,前方595.0m先を0.0km/h,後続列車なし,0.0,0.0,未発車,85.0,64.7,0.0,normal,0.3,先行列車は停止しているがCBTC制限はなく、現在速度は必要速度と同等であるにも関わらず不要な力行とノコギリ運転が判定されたため、報酬は0.3とした。
127.0,Train11,巡航フェーズ（駅間走行中）,惰行中,15.0,力行（加速）,55.0,70.0,70.0,63.65,63.6,475.5,51.0,195.58781161703627,0.0,6.1,この先制限速度なし,285m先に上り勾配9.2‰あり,前方475.9m先を0.5km/h,後続列車なし,0.0,30.0,未発車,40.0,63.6,0.0,normal,0.8,速度・信号遵守でrequired_speedで惰行は適切だが、先行列車との間隔が標準より狭く評価を減点。
46.0,Train11,巡航フェーズ（駅間走行中）,惰行中,4.0,力行（加速）,24.0,70.0,70.0,54.67,70.0,1730.2,35.0,172.31117020848583,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方665.1m先を63.0km/h,後続列車なし,5.0,116.0,未発車,40.0,48.3,0.0,anti_mid_stop,0.7,先行列車が塞いで駅間停車防止モード。現在速度がtarget_speed_no_stop上限を超えており、加速はしていないが過速度のため減点し、全体評価は0.7とした。
124.0,Train11,巡航フェーズ（駅間走行中）,惰行中,12.0,力行（加速）,55.0,70.0,70.0,64.97,65.0,529.1,52.0,203.6060852902548,0.0,6.1,この先制限速度なし,339m先に上り勾配9.2‰あり,前方527.5m先を4.3km/h,後続列車なし,0.0,33.0,未発車,40.0,65.0,0.0,normal,1.0,全ての安全基準を満たし、required_speedでの惰行は適切で遅延もなく省エネ的に最適な運転と判断した。
119.0,Train11,巡航フェーズ（駅間走行中）,惰行中,1.0,力行（加速）,5.0,70.0,70.0,65.3,65.3,584.0,59.0,205.63431548810223,0.0,6.1,この先制限速度なし,394m先に上り勾配9.2‰あり,前方584.4m先を0.0km/h,後続列車なし,10.0,18.0,未発車,70.0,65.3,0.0,normal,1.0,巡航フェーズでrequired_speedと一致し、制限速度・CBTC遵守、停止余裕十分、前方列車との間隔安全、加速から惰行への切替は速度到達に伴う合理的操作のため高評価。
119.0,Train11,巡航フェーズ（駅間走行中）,惰行中,7.0,力行（加速）,6.0,70.0,70.0,59.3,59.3,592.7,59.0,184.05194757023366,0.0,0.0,この先制限速度なし,2m先に上り勾配6.1‰あり,前方593.1m先を0.0km/h,後続列車なし,0.0,8.0,未発車,70.0,59.3,0.0,normal,1.0,CBTC信号と制限速度を遵守し、現在速度がrequired_speedと一致して惰行は適切で安全・省エネと判断したため。
123.0,Train11,巡航フェーズ（駅間走行中）,惰行中,21.0,力行（加速）,13.0,70.0,70.0,51.27,51.3,479.7,52.0,127.87349738085057,0.0,6.1,この先制限速度なし,289m先に上り勾配9.2‰あり,前方476.7m先を5.6km/h,後続列車なし,0.0,34.0,未発車,40.0,51.3,0.0,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。target_speed_no_stopと同等の速度で惰行を維持し、制限速度・CBTCを遵守しているため高評価。
120.0,Train11,巡航フェーズ（駅間走行中）,惰行中,8.0,ブレーキ（減速）,3.0,70.0,70.0,50.83,50.8,580.5,58.0,125.71964480813227,0.0,6.1,この先制限速度なし,390m先に上り勾配9.2‰あり,前方580.9m先を0.0km/h,後続列車なし,5.0,12.0,未発車,70.0,50.8,0.0,normal,1.0,現在速度がrequired_speedと一致し惰行で維持、制限速度・CBTC遵守、不要なブレーキ・ノコギリ運転なしで安全かつ省エネ。
141.0,Train11,巡航フェーズ（駅間走行中）,惰行中,6.0,力行（加速）,58.0,70.0,70.0,66.5,70.0,536.8,37.0,213.08921652662067,0.0,6.1,この先制限速度なし,346m先に上り勾配9.2‰あり,前方537.2m先を0.0km/h,後続列車なし,0.0,16.0,未発車,40.0,70.0,0.0,normal,0.2,巡航フェーズでrequired_speed未達のまま惰行しており、加速すべきところで速度低下が遅延リスクを増大させるため大幅減点。
127.0,Train11,巡航フェーズ（駅間走行中）,惰行中,14.0,力行（加速）,6.0,70.0,70.0,51.71,51.7,527.1,51.0,130.04491361720574,0.0,6.1,この先制限速度なし,337m先に上り勾配9.2‰あり,前方527.5m先を0.0km/h,後続列車なし,5.0,0.0,未発車,100.0,51.7,25.0,anti_mid_stop,1.0,先行列車が次駅で遅延停車中であり、target_speed_no_stopと同等の速度で惰行しているため安全かつ適切な駅間停車防止運転と判断した。
