time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,mode,reward,reason
180.69999999999928,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,0.0,8.73,70.0,2.0,0.0,3.6321013586591286,2.8,9.2,この先制限速度なし,この先目立った勾配なし,前方2.4m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,13.7,normal,0.0,CBTC信号0km/hを8.7km/hで走行し、信号超過と先行列車との危険な接近距離により即時0点とした。
169.2999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.4,惰行,0.1,70.0,0.0,5.86,5.9,4.5,8.7,1.6376394957502396,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方4.9m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,5.9,17.3,anti_mid_stop,0.0,CBTC信号が0km/hなのに現在速度が5.9km/hで2km/h以上超過しており、安全違反の即0点ルールが適用される。
157.79999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,1.3,惰行,23.600000000000023,70.0,22.3,34.91,34.9,73.2,20.2,57.56240989102224,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方73.6m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,34.9,5.8,anti_mid_stop,0.0,CBTC信号速度22.3km/hを12.6km/h超えて走行しており、安全違反のため即時0点とする。
182.4999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.9000000000000006,惰行,0.1,70.0,14.2,18.67,70.0,59.0,0.0,16.565206974894934,4.6,9.2,この先制限速度なし,この先目立った勾配なし,前方59.5m先を1.4km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,15.5,normal,0.0,現在速度18.7km/hがCBTC信号速度14.2km/hを2km/h以上超えており、即時0点ルールに該当するためrewardは0.0とする。
154.49999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.599999999999999,惰行,5.0,70.0,21.3,40.52,40.5,71.1,23.5,77.35091018410436,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方71.5m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,40.5,2.5,normal,0.0,CBTC信号速度21.3km/hを大幅に上回り40.5km/hで走行しているため即時0点ルールが適用され、rewardは0.0となる。
163.19999999999942,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.7000000000000004,力行（加速）,0.1,70.0,0.0,16.29,16.3,3.1,14.8,12.620355273531997,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.5m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,16.3,11.2,normal,0.0,CBTC信号0km/hを大幅に超過し、delta_stopが-9.52mでオーバーラン危険なため即時0点とする。
167.2999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.7999999999999999,70.0,0.0,11.19,11.2,9.2,10.7,5.963715126380676,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方9.6m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,11.2,15.3,anti_mid_stop,0.0,CBTC信号0km/hに対し現在速度が11.2km/hで2km/h超過し、即時0点ルールに該当するためreward=0.0。
161.2999999999992,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.799999999999995,力行（加速）,0.1,70.0,0.0,2.73,0.0,0.0,16.7,0.40030580854676073,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,0.0,9.3,anti_mid_stop,0.0,CBTC信号0km/hに対し現在速度2.7km/hが2km/h超過しているため即時0点とし、他の評価は無視する。
178.19999999999942,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,惰行,0.1,70.0,0.0,15.25,70.0,10.2,0.0,11.06378623146805,0.3,9.2,この先制限速度なし,この先目立った勾配なし,前方10.6m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,11.2,anti_mid_stop,0.0,CBTC信号が0km/hなのに現在速度15.2km/hで2km/h以上超過しており、安全違反のため即0点とした。
157.7999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,力行（加速）,0.1,70.0,0.0,12.94,12.9,3.8,20.2,7.971121075455297,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方4.2m先を0.0km/h,後続列車なし,75.0,0.0,未発車,45.0,12.9,5.8,anti_mid_stop,0.0,CBTC信号が0km/hであるにも関わらず12.9km/hで走行し、即時0点ルールに該当するためrewardは0.0とした。
177.79999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,30.0,32.25,70.0,92.1,0.2,49.180436033507924,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方92.5m先を0.0km/h,後続列車なし,90.0,0.0,未発車,30.0,70.0,10.8,anti_mid_stop,0.0,CBTC信号速度30km/hを2km/h超えて走行しているため即時0点とし、他の評価は適用外とする。
