time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,forward_observed_delay,reward
185.49999999999912,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.7000000000000004,惰行,0.1,70.0,32.7,4.39,70.0,1.6,0.0,0.92,5.6,9.2,この先制限速度なし,この先目立った勾配なし,前方100.5m先を32.6km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
175.1999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,力行（加速）,4.4,70.0,23.7,32.13,70.0,53.2,4.8,48.83,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方76.7m先を18.7km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
179.99999999999943,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,惰行,0.1,70.0,22.1,18.7,70.0,19.5,0.0,16.63,0.1,9.2,この先制限速度なし,この先目立った勾配なし,前方73.1m先を26.2km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
176.09999999999965,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2,力行（加速）,4.4,70.0,22.4,29.48,70.0,45.5,3.9,41.13,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方73.9m先を20.3km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
172.79999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,2.3000000000000007,惰行,0.2,70.0,27.9,30.19,70.0,74.3,7.2,43.15,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方86.8m先を14.2km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
181.49999999999935,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.4000000000000001,力行（加速）,0.1,70.0,58.6,15.6,0.0,0.0,0.0,13.02,1.6,0.0,この先制限速度なし,この先目立った勾配なし,前方210.2m先を41.0km/h,後続列車なし,60.0,0.0,発車済み,60.0,0.0,0.0,-0.05
184.69999999999916,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.8999999999999999,惰行,0.1,70.0,30.7,6.72,70.0,2.9,0.0,2.16,4.8,9.2,この先制限速度なし,この先目立った勾配なし,前方94.5m先を31.8km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
177.1999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,力行（加速）,4.4,70.0,21.5,26.23,70.0,37.0,2.8,32.62,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方71.8m先を22.1km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
182.89999999999927,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,26.7,11.73,70.0,7.5,0.0,6.55,3.0,9.2,この先制限速度なし,この先目立った勾配なし,前方83.7m先を29.8km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
175.79999999999967,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.8999999999999999,力行（加速）,4.4,70.0,22.8,30.36,70.0,48.0,4.2,43.62,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方74.7m先を19.7km/h,後続列車なし,60.0,0.0,発車済み,60.0,70.0,0.0,-0.05
