time,position,speed,action,source
60.0,21.112,0.0,1,DQN
61.0,21.112448,3.1655,1,DQN
62.0,21.113752,6.1663,1,DQN
63.0,21.115867,9.0104,1,DQN
64.0,21.118752,11.7057,1,DQN
65.0,21.122365,14.2597,1,DQN
66.0,21.126668,16.6796,1,DQN
67.0,21.131626,18.9721,1,DQN
68.0,21.137203,21.1437,1,DQN
69.0,21.143368,23.2007,1,DQN
70.0,21.150088,25.1488,1,DQN
71.0,21.157335,26.9937,1,DQN
72.0,21.16508,28.7408,1,DQN
73.0,21.173298,30.395,1,DQN
74.0,21.181963,31.9612,1,DQN
75.0,21.191043,33.3896,1,DQN
76.0,21.200509,34.7412,1,DQN
77.0,21.210341,36.0208,1,DQN
78.0,21.220518,37.2319,1,DQN
79.0,21.231028,38.4252,1,DQN
80.0,21.24186,39.5379,1,DQN
81.0,21.252991,40.5882,1,DQN
82.0,21.264406,41.5823,1,DQN
83.0,21.27609,42.5287,1,DQN
84.0,21.288035,43.4676,1,DQN
85.0,21.300242,44.4073,1,DQN
86.0,21.312707,45.3313,1,DQN
87.0,21.325427,46.2398,1,DQN
88.0,21.338397,47.1331,1,DQN
89.0,21.351613,48.0114,1,DQN
90.0,21.365071,48.8748,1,DQN
91.0,21.378767,49.7237,1,DQN
92.0,21.392696,50.5582,1,DQN
93.0,21.406856,51.3785,1,DQN
94.0,21.421241,52.1849,1,DQN
95.0,21.435848,52.9775,1,DQN
96.0,21.450674,53.7566,1,DQN
97.0,21.465714,54.5224,1,DQN
98.0,21.480965,55.275,1,DQN
99.0,21.496423,56.0147,1,DQN
100.0,21.512098,56.8659,1,DQN
101.0,21.528017,57.7391,1,DQN
102.0,21.544177,58.5972,1,DQN
103.0,21.560572,59.4405,1,DQN
104.0,21.5772,60.2691,1,DQN
105.0,21.594056,61.0834,1,DQN
106.0,21.611136,61.8834,1,DQN
107.0,21.628437,62.6695,1,DQN
108.0,21.645954,63.4418,1,DQN
109.0,21.663663,64.0198,1,DQN
110.0,21.681519,64.5342,1,DQN
111.0,21.699516,65.0395,1,DQN
112.0,21.717653,65.5359,1,DQN
113.0,21.735926,66.0235,1,DQN
114.0,21.754333,66.5026,1,DQN
115.0,21.772872,66.9732,1,DQN
116.0,21.791541,67.4355,1,DQN
117.0,21.810337,67.8896,1,DQN
118.0,21.829258,68.337,1,DQN
119.0,21.848303,68.7811,1,DQN
120.0,21.86747,69.222,1,DQN
121.0,21.88676,69.6597,1,DQN
122.0,21.906171,70.0942,0,DQN
123.0,21.925607,69.8475,0,DQN
124.0,21.944975,69.6017,0,DQN
125.0,21.964274,69.3569,0,DQN
126.0,21.983506,69.113,0,DQN
127.0,22.00267,68.8701,0,DQN
128.0,22.021766,68.628,0,DQN
129.0,22.040796,68.3869,0,DQN
130.0,22.059759,68.1467,0,DQN
131.0,22.078655,67.9074,0,DQN
132.0,22.097484,67.669,0,DQN
133.0,22.116248,67.4315,0,DQN
134.0,22.134946,67.1948,0,DQN
135.0,22.153578,66.9591,0,DQN
136.0,22.172144,66.7242,1,DQN
137.0,22.190745,67.1909,1,DQN
138.0,22.209473,67.6493,1,DQN
139.0,22.228328,68.0998,1,DQN
140.0,22.247307,68.5455,1,DQN
141.0,22.26641,68.9881,1,DQN
142.0,22.285635,69.4275,1,DQN
143.0,22.304978,69.7535,1,DQN
144.0,22.324353,69.748,1,DQN
145.0,22.343727,69.7425,1,DQN
146.0,22.363099,69.737,1,DQN
147.0,22.382469,69.7316,1,DQN
148.0,22.401838,69.7262,1,DQN
149.0,22.421206,69.7208,1,DQN
150.0,22.440572,69.7155,1,DQN
151.0,22.459937,69.7102,1,DQN
152.0,22.4793,69.705,1,DQN
153.0,22.498662,69.6998,1,DQN
154.0,22.518076,70.1034,0,DQN
155.0,22.537514,69.8566,0,DQN
156.0,22.556884,69.6108,0,DQN
157.0,22.576186,69.366,0,DQN
158.0,22.59542,69.122,0,DQN
159.0,22.614587,68.879,0,DQN
160.0,22.633686,68.637,0,DQN
161.0,22.652718,68.3958,1,DQN
162.0,22.671779,68.8395,1,DQN
163.0,22.690963,69.2799,1,DQN
164.0,22.71026,69.6033,1,DQN
165.0,22.729625,69.8239,1,DQN
166.0,22.749052,70.0428,0,DQN
167.0,22.768443,69.5815,0,DQN
168.0,22.787707,69.1219,0,DQN
169.0,22.806843,68.6641,0,DQN
170.0,22.825853,68.2081,0,DQN
171.0,22.844735,67.7537,0,DQN
172.0,22.863492,67.3011,0,DQN
173.0,22.882124,66.8501,1,DQN
174.0,22.900729,67.1013,1,DQN
175.0,22.919403,67.348,1,DQN
176.0,22.938144,67.5903,1,DQN
177.0,22.956953,67.8284,1,DQN
178.0,22.975827,68.0623,1,DQN
179.0,22.994766,68.2939,1,DQN
180.0,23.013769,68.5238,1,DQN
181.0,23.032835,68.7521,1,DQN
182.0,23.051965,68.9787,1,TASC
182.1,23.053881,69.0013,1,TASC
182.2,23.055798,69.0238,1,TASC
182.3,23.057716,69.0464,1,TASC
182.4,23.059634,69.0689,1,TASC
182.5,23.061553,69.0914,1,TASC
182.6,23.063473,69.1139,1,TASC
182.7,23.065393,69.1364,0,TASC
182.71,23.065585,69.1318,0,TASC
182.72,23.065777,69.1272,0,TASC
182.73,23.065969,69.1226,0,TASC
182.74,23.066161,69.118,0,TASC
182.75,23.066353,69.1134,0,TASC
182.76,23.066545,69.1089,0,TASC
182.77,23.066737,69.1043,0,TASC
182.78,23.066929,69.0997,0,TASC
182.79,23.067121,69.0951,0,TASC
182.8,23.067313,69.0905,0,TASC
182.81,23.067505,69.0859,0,TASC
182.82,23.067696,69.0813,2,TASC
182.83,23.067888,69.0518,2,TASC
182.84,23.06808,69.0222,2,TASC
182.85,23.068272,68.9926,2,TASC
182.86,23.068463,68.963,2,TASC
182.87,23.068655,68.9334,2,TASC
182.88,23.068846,68.9039,2,TASC
182.89,23.069037,68.8743,2,TASC
182.9,23.069229,68.8447,2,TASC
182.91,23.06942,68.8151,2,TASC
182.92,23.069611,68.7855,2,TASC
182.93,23.069802,68.756,2,TASC
182.94,23.069993,68.7264,2,TASC
182.95,23.070184,68.6968,2,TASC
182.96,23.070374,68.6673,2,TASC
182.97,23.070565,68.6377,2,TASC
182.98,23.070756,68.6081,2,TASC
182.99,23.070946,68.5786,2,TASC
183.0,23.071136,68.549,2,TASC
183.01,23.071327,68.5194,2,TASC
183.02,23.071517,68.4899,2,TASC
183.03,23.071707,68.4603,2,TASC
183.04,23.071897,68.4307,2,TASC
183.05,23.072087,68.4012,2,TASC
183.06,23.072277,68.3716,2,TASC
183.07,23.072467,68.3421,2,TASC
183.08,23.072657,68.3125,2,TASC
183.09,23.072846,68.2829,2,TASC
183.1,23.073036,68.2534,2,TASC
183.11,23.073226,68.2238,2,TASC
183.12,23.073415,68.1943,2,TASC
183.13,23.073604,68.1647,2,TASC
183.14,23.073794,68.1352,2,TASC
183.15,23.073983,68.1056,2,TASC
183.16,23.074172,68.0761,2,TASC
183.17,23.074361,68.0465,2,TASC
183.18,23.07455,68.017,2,TASC
183.19,23.074739,67.9874,2,TASC
183.2,23.074927,67.9579,2,TASC
183.21,23.075116,67.9284,2,TASC
183.22,23.075305,67.8988,2,TASC
183.23,23.075493,67.8693,2,TASC
