time,position,speed,action,source
15.0,21.112,0.0,1,DQN
16.0,21.112448,3.1655,1,DQN
17.0,21.113752,6.1663,1,DQN
18.0,21.115867,9.0104,1,DQN
19.0,21.118752,11.7057,1,DQN
20.0,21.122365,14.2597,1,DQN
21.0,21.126668,16.6796,1,DQN
22.0,21.131626,18.9721,1,DQN
23.0,21.137203,21.1437,1,DQN
24.0,21.143368,23.2007,1,DQN
25.0,21.150088,25.1488,1,DQN
26.0,21.157335,26.9937,1,DQN
27.0,21.16508,28.7408,1,DQN
28.0,21.173298,30.395,1,DQN
29.0,21.181963,31.9612,1,DQN
30.0,21.191043,33.3896,1,DQN
31.0,21.200509,34.7412,1,DQN
32.0,21.210341,36.0208,1,DQN
33.0,21.220518,37.2319,1,DQN
34.0,21.231028,38.4252,1,DQN
35.0,21.24186,39.5379,1,DQN
36.0,21.252991,40.5882,1,DQN
37.0,21.264406,41.5823,1,DQN
38.0,21.27609,42.5287,1,DQN
39.0,21.288035,43.4676,1,DQN
40.0,21.300242,44.4073,1,DQN
41.0,21.312707,45.3313,1,DQN
42.0,21.325427,46.2398,1,DQN
43.0,21.338397,47.1331,1,DQN
44.0,21.351613,48.0114,1,DQN
45.0,21.365071,48.8748,1,DQN
46.0,21.378767,49.7237,1,DQN
47.0,21.392696,50.5582,1,DQN
48.0,21.406856,51.3785,1,DQN
49.0,21.421241,52.1849,1,DQN
50.0,21.435848,52.9775,1,DQN
51.0,21.450674,53.7566,1,DQN
52.0,21.465714,54.5224,1,DQN
53.0,21.480965,55.275,1,DQN
54.0,21.496423,56.0147,1,DQN
55.0,21.512098,56.8659,1,DQN
56.0,21.528017,57.7391,1,DQN
57.0,21.544177,58.5972,1,DQN
58.0,21.560572,59.4405,1,DQN
59.0,21.5772,60.2691,1,DQN
60.0,21.594056,61.0834,1,DQN
61.0,21.611136,61.8834,1,DQN
62.0,21.628437,62.6695,1,DQN
63.0,21.645954,63.4418,0,DQN
64.0,21.663558,63.2739,0,DQN
65.0,21.681103,63.0524,0,DQN
66.0,21.698587,62.8317,0,DQN
67.0,21.716009,62.6117,0,DQN
68.0,21.733371,62.3926,0,DQN
69.0,21.750671,62.1742,0,DQN
70.0,21.767912,61.9566,0,DQN
71.0,21.785091,61.7397,0,DQN
72.0,21.802211,61.5236,0,DQN
73.0,21.81927,61.3082,0,DQN
74.0,21.83627,61.0936,0,DQN
75.0,21.853211,60.8797,0,DQN
76.0,21.870092,60.6666,0,DQN
77.0,21.886914,60.4542,0,DQN
78.0,21.903677,60.2425,0,DQN
79.0,21.920381,60.0315,0,DQN
80.0,21.937027,59.8213,0,DQN
81.0,21.953615,59.6118,0,DQN
82.0,21.970145,59.403,0,DQN
83.0,21.986616,59.1949,0,DQN
84.0,22.00303,58.9875,0,DQN
85.0,22.019386,58.7808,0,DQN
86.0,22.035686,58.5748,0,DQN
87.0,22.051928,58.3695,0,DQN
88.0,22.068113,58.1648,0,DQN
89.0,22.084241,57.9609,0,DQN
90.0,22.100313,57.7576,0,DQN
91.0,22.116328,57.555,0,DQN
92.0,22.132287,57.3531,0,DQN
93.0,22.14819,57.1518,0,DQN
94.0,22.164038,56.9512,0,DQN
95.0,22.179829,56.7513,0,DQN
96.0,22.195566,56.552,0,DQN
97.0,22.211247,56.3533,0,DQN
98.0,22.226872,56.1553,0,DQN
99.0,22.242443,55.958,0,DQN
100.0,22.25796,55.7612,0,DQN
101.0,22.273421,55.5652,0,DQN
102.0,22.288829,55.3697,0,DQN
103.0,22.304177,55.0559,1,DQN
104.0,22.319503,55.2887,1,DQN
105.0,22.334893,55.5174,1,DQN
106.0,22.350347,55.7423,1,DQN
107.0,22.365862,55.9633,1,DQN
108.0,22.381438,56.1805,1,DQN
109.0,22.397073,56.394,1,DQN
110.0,22.412768,56.6037,1,DQN
111.0,22.42852,56.8099,1,DQN
112.0,22.444329,57.0125,1,DQN
113.0,22.460194,57.2116,1,DQN
114.0,22.476114,57.4073,1,DQN
115.0,22.492087,57.5996,1,DQN
116.0,22.508129,58.0082,0,DQN
117.0,22.524214,57.8047,0,DQN
118.0,22.540242,57.602,0,DQN
119.0,22.556215,57.3999,0,DQN
120.0,22.572131,57.1985,0,DQN
121.0,22.587991,56.9977,0,DQN
122.0,22.603796,56.7976,0,DQN
123.0,22.619545,56.5982,0,DQN
124.0,22.635238,56.3994,0,DQN
125.0,22.650877,56.2012,0,DQN
126.0,22.666461,56.0037,0,DQN
127.0,22.68199,55.8068,0,DQN
128.0,22.697464,55.6106,0,DQN
129.0,22.712863,55.2366,0,DQN
130.0,22.728149,54.8274,0,DQN
131.0,22.743322,54.4194,0,DQN
132.0,22.758381,54.0127,0,DQN
133.0,22.773328,53.6073,0,DQN
134.0,22.788162,53.2032,0,DQN
