time,position,speed,action,source
0.0,21.112,0.0,1,DQN
1.0,21.112448,3.1655,1,DQN
2.0,21.113752,6.1663,1,DQN
3.0,21.115867,9.0104,1,DQN
4.0,21.118752,11.7057,1,DQN
5.0,21.122365,14.2597,1,DQN
6.0,21.126668,16.6796,1,DQN
7.0,21.131626,18.9721,1,DQN
8.0,21.137203,21.1437,1,DQN
9.0,21.143368,23.2007,1,DQN
10.0,21.150088,25.1488,1,DQN
11.0,21.157335,26.9937,1,DQN
12.0,21.16508,28.7408,1,DQN
13.0,21.173298,30.395,1,DQN
14.0,21.181963,31.9612,1,DQN
15.0,21.191043,33.3896,1,DQN
16.0,21.200509,34.7412,1,DQN
17.0,21.210341,36.0208,1,DQN
18.0,21.220518,37.2319,1,DQN
19.0,21.231028,38.4252,1,DQN
20.0,21.24186,39.5379,1,DQN
21.0,21.252991,40.5882,1,DQN
22.0,21.264406,41.5823,1,DQN
23.0,21.27609,42.5287,1,DQN
24.0,21.288035,43.4676,1,DQN
25.0,21.300242,44.4073,1,DQN
26.0,21.312707,45.3313,1,DQN
27.0,21.325427,46.2398,1,DQN
28.0,21.338397,47.1331,1,DQN
29.0,21.351613,48.0114,1,DQN
30.0,21.365071,48.8748,1,DQN
31.0,21.378767,49.7237,0,DQN
32.0,21.392564,49.6202,0,DQN
33.0,21.406333,49.5171,0,DQN
34.0,21.420074,49.4142,0,DQN
35.0,21.433785,49.3117,0,DQN
36.0,21.447469,49.2095,0,DQN
37.0,21.461124,49.1075,0,DQN
38.0,21.47475,49.0059,0,DQN
39.0,21.488349,48.9045,0,DQN
40.0,21.50192,48.8262,0,DQN
41.0,21.515491,48.8874,0,DQN
42.0,21.52908,48.9485,0,DQN
43.0,21.542685,49.0094,0,DQN
44.0,21.556307,49.0701,0,DQN
45.0,21.569946,49.1306,0,DQN
46.0,21.583602,49.1909,0,DQN
47.0,21.597275,49.2511,0,DQN
48.0,21.610964,49.3111,0,DQN
49.0,21.62467,49.3709,0,DQN
50.0,21.638392,49.4305,0,DQN
51.0,21.652131,49.4545,0,DQN
52.0,21.665843,49.2779,0,DQN
53.0,21.679507,49.1018,0,DQN
54.0,21.693122,48.9262,0,DQN
55.0,21.706688,48.7511,0,DQN
56.0,21.720205,48.5765,0,DQN
57.0,21.733674,48.4024,0,DQN
58.0,21.747095,48.2289,0,DQN
59.0,21.760467,48.0558,0,DQN
60.0,21.773792,47.8832,0,DQN
61.0,21.787069,47.7112,0,DQN
62.0,21.800298,47.5396,0,DQN
63.0,21.813479,47.3685,0,DQN
64.0,21.826613,47.1979,0,DQN
65.0,21.8397,47.0278,0,DQN
66.0,21.852739,46.8582,0,DQN
67.0,21.865732,46.6891,0,DQN
68.0,21.878677,46.5204,0,DQN
69.0,21.891576,46.3522,0,DQN
70.0,21.904428,46.1845,0,DQN
71.0,21.917234,46.0173,0,DQN
72.0,21.929993,45.8505,0,DQN
73.0,21.942706,45.6842,0,DQN
74.0,21.955373,45.5183,0,DQN
75.0,21.967993,45.353,0,DQN
76.0,21.980568,45.188,0,DQN
77.0,21.993097,45.0236,0,DQN
78.0,22.005581,44.8595,0,DQN
79.0,22.018019,44.696,0,DQN
80.0,22.030412,44.5329,0,DQN
81.0,22.042759,44.3702,0,DQN
82.0,22.055061,44.208,0,DQN
83.0,22.067319,44.0462,0,DQN
84.0,22.079531,43.8848,0,DQN
85.0,22.091699,43.7239,0,DQN
86.0,22.103822,43.5634,0,DQN
87.0,22.1159,43.4034,0,DQN
88.0,22.127934,43.2438,0,DQN
89.0,22.139924,43.0846,0,DQN
90.0,22.15187,42.9258,0,DQN
91.0,22.163771,42.7675,0,DQN
92.0,22.175629,42.6096,0,DQN
93.0,22.187443,42.4521,0,DQN
94.0,22.199213,42.295,0,DQN
95.0,22.21094,42.1383,0,DQN
96.0,22.222623,41.9821,0,DQN
97.0,22.234263,41.8262,0,DQN
98.0,22.245859,41.6708,0,DQN
99.0,22.257413,41.5158,0,DQN
100.0,22.268923,41.3611,0,DQN
101.0,22.280391,41.2069,0,DQN
102.0,22.291816,41.0531,0,DQN
103.0,22.303193,40.7762,1,DQN
