time,position,speed,action,source
0.0,21.112,0.0,1,DQN
1.0,21.112448,3.1655,1,DQN
2.0,21.113752,6.1663,1,DQN
3.0,21.115867,9.0104,1,DQN
4.0,21.118752,11.7057,1,DQN
5.0,21.122365,14.2597,1,DQN
6.0,21.126668,16.6796,1,DQN
7.0,21.131626,18.9721,1,DQN
8.0,21.137203,21.1437,1,DQN
9.0,21.143368,23.2007,1,DQN
10.0,21.150088,25.1488,1,DQN
11.0,21.157335,26.9937,1,DQN
12.0,21.16508,28.7408,1,DQN
13.0,21.173298,30.395,1,DQN
14.0,21.181963,31.9612,1,DQN
15.0,21.191043,33.3896,1,DQN
16.0,21.200509,34.7412,1,DQN
17.0,21.210341,36.0208,1,DQN
18.0,21.220518,37.2319,1,DQN
19.0,21.231028,38.4252,1,DQN
20.0,21.24186,39.5379,1,DQN
21.0,21.252991,40.5882,1,DQN
22.0,21.264406,41.5823,1,DQN
23.0,21.27609,42.5287,1,DQN
24.0,21.288035,43.4676,1,DQN
25.0,21.300242,44.4073,1,DQN
26.0,21.312707,45.3313,1,DQN
27.0,21.325427,46.2398,1,DQN
28.0,21.338397,47.1331,1,DQN
29.0,21.351613,48.0114,1,DQN
30.0,21.365071,48.8748,1,DQN
31.0,21.378767,49.7237,1,DQN
32.0,21.392696,50.5582,1,DQN
33.0,21.406856,51.3785,1,DQN
34.0,21.421241,52.1849,1,DQN
35.0,21.435848,52.9775,1,DQN
36.0,21.450674,53.7566,1,DQN
37.0,21.465714,54.5224,1,DQN
38.0,21.480965,55.275,1,DQN
39.0,21.496423,56.0147,1,DQN
40.0,21.512098,56.8659,1,DQN
41.0,21.528017,57.7391,1,DQN
42.0,21.544177,58.5972,1,DQN
43.0,21.560572,59.4405,1,DQN
44.0,21.5772,60.2691,0,DQN
45.0,21.593945,60.2941,0,DQN
46.0,21.610697,60.3189,0,DQN
47.0,21.627456,60.3437,0,DQN
48.0,21.644221,60.3683,0,DQN
49.0,21.66098,60.2395,0,DQN
50.0,21.677683,60.0285,0,DQN
51.0,21.694328,59.8183,0,DQN
52.0,21.710915,59.6088,0,DQN
53.0,21.727444,59.4,0,DQN
54.0,21.743914,59.1919,0,DQN
55.0,21.760328,58.9845,0,DQN
56.0,21.776683,58.7778,0,DQN
57.0,21.792981,58.5718,0,DQN
58.0,21.809223,58.3665,0,DQN
59.0,21.825407,58.1619,0,DQN
60.0,21.841534,57.958,0,DQN
61.0,21.857605,57.7547,0,DQN
62.0,21.87362,57.5521,0,DQN
63.0,21.889578,57.3502,0,DQN
64.0,21.90548,57.1489,0,DQN
65.0,21.921327,56.9483,0,DQN
66.0,21.937118,56.7484,0,DQN
67.0,21.952853,56.5491,0,DQN
68.0,21.968534,56.3505,0,DQN
69.0,21.984159,56.1525,0,DQN
70.0,21.999729,55.9551,0,DQN
71.0,22.015244,55.7584,0,DQN
72.0,22.030705,55.5624,0,DQN
73.0,22.046112,55.3669,0,DQN
74.0,22.061464,55.1721,0,DQN
75.0,22.076763,54.9779,0,DQN
76.0,22.092007,54.7843,0,DQN
77.0,22.107198,54.5914,0,DQN
78.0,22.122335,54.399,0,DQN
79.0,22.137419,54.2073,0,DQN
80.0,22.15245,54.0161,0,DQN
81.0,22.167427,53.8256,0,DQN
82.0,22.182352,53.6357,0,DQN
83.0,22.197225,53.4463,0,DQN
84.0,22.212044,53.2576,0,DQN
85.0,22.226812,53.0694,0,DQN
86.0,22.241527,52.8819,0,DQN
87.0,22.25619,52.6949,0,DQN
88.0,22.270801,52.5085,0,DQN
89.0,22.285361,52.3226,0,DQN
90.0,22.299869,52.1374,0,DQN
91.0,22.314265,51.5167,1,DQN
92.0,22.328617,51.81,1,DQN
93.0,22.343049,52.0983,1,DQN
94.0,22.35756,52.3817,1,DQN
95.0,22.37215,52.6602,1,DQN
96.0,22.386816,52.934,1,DQN
97.0,22.401558,53.2031,1,DQN
98.0,22.416374,53.4677,1,DQN
99.0,22.431263,53.7277,1,DQN
100.0,22.446223,53.9832,1,DQN
101.0,22.461254,54.2344,1,TASC
101.1,22.462761,54.2593,1,TASC
101.2,22.464268,54.2841,1,TASC
