time,position,speed,action,source
30.0,21.112,0.0,1,DQN
31.0,21.112448,3.1655,1,DQN
32.0,21.113752,6.1663,1,DQN
33.0,21.115867,9.0104,1,DQN
34.0,21.118752,11.7057,1,DQN
35.0,21.122365,14.2597,1,DQN
36.0,21.126668,16.6796,1,DQN
37.0,21.131626,18.9721,1,DQN
38.0,21.137203,21.1437,1,DQN
39.0,21.143368,23.2007,1,DQN
40.0,21.150088,25.1488,1,DQN
41.0,21.157335,26.9937,1,DQN
42.0,21.16508,28.7408,1,DQN
43.0,21.173298,30.395,1,DQN
44.0,21.181963,31.9612,1,DQN
45.0,21.191043,33.3896,1,DQN
46.0,21.200509,34.7412,1,DQN
47.0,21.210341,36.0208,1,DQN
48.0,21.220518,37.2319,1,DQN
49.0,21.231028,38.4252,1,DQN
50.0,21.24186,39.5379,1,DQN
51.0,21.252991,40.5882,1,DQN
52.0,21.264406,41.5823,1,DQN
53.0,21.27609,42.5287,1,DQN
54.0,21.288035,43.4676,1,DQN
55.0,21.300242,44.4073,1,DQN
56.0,21.312707,45.3313,1,DQN
57.0,21.325427,46.2398,1,DQN
58.0,21.338397,47.1331,1,DQN
59.0,21.351613,48.0114,1,DQN
60.0,21.365071,48.8748,1,DQN
61.0,21.378767,49.7237,1,DQN
62.0,21.392696,50.5582,1,DQN
63.0,21.406856,51.3785,1,DQN
64.0,21.421241,52.1849,1,DQN
65.0,21.435848,52.9775,1,DQN
66.0,21.450674,53.7566,1,DQN
67.0,21.465714,54.5224,1,DQN
68.0,21.480965,55.275,1,DQN
69.0,21.496423,56.0147,1,DQN
70.0,21.512098,56.8659,1,DQN
71.0,21.528017,57.7391,1,DQN
72.0,21.544177,58.5972,1,DQN
73.0,21.560572,59.4405,1,DQN
74.0,21.5772,60.2691,1,DQN
75.0,21.594056,61.0834,1,DQN
76.0,21.611136,61.8834,1,DQN
77.0,21.628437,62.6695,1,DQN
78.0,21.645954,63.4418,1,DQN
79.0,21.663663,64.0198,1,DQN
80.0,21.681519,64.5342,1,DQN
81.0,21.699516,65.0395,1,DQN
82.0,21.717653,65.5359,1,DQN
83.0,21.735926,66.0235,1,DQN
84.0,21.754333,66.5026,1,DQN
85.0,21.772872,66.9732,1,DQN
86.0,21.791541,67.4355,1,DQN
87.0,21.810337,67.8896,1,DQN
88.0,21.829258,68.337,0,DQN
89.0,21.848207,68.097,0,DQN
90.0,21.867089,67.8579,0,DQN
91.0,21.885905,67.6197,0,DQN
92.0,21.904655,67.3823,0,DQN
93.0,21.923339,67.1459,0,DQN
94.0,21.941958,66.9103,0,DQN
95.0,21.960511,66.6756,0,DQN
96.0,21.978999,66.4418,0,DQN
97.0,21.997422,66.2088,0,DQN
98.0,22.015781,65.9767,0,DQN
99.0,22.034076,65.7455,0,DQN
100.0,22.052306,65.5151,0,DQN
101.0,22.070472,65.2855,0,DQN
102.0,22.088575,65.0568,0,DQN
103.0,22.106614,64.8289,0,DQN
104.0,22.12459,64.6018,1,DQN
105.0,22.142606,65.1059,1,DQN
106.0,22.160761,65.6012,1,DQN
107.0,22.179052,66.0877,1,DQN
108.0,22.197477,66.5656,1,DQN
109.0,22.216033,67.0351,1,DQN
110.0,22.234719,67.4963,1,DQN
111.0,22.253532,67.9493,1,DQN
112.0,22.272469,68.3962,1,DQN
113.0,22.291531,68.8398,1,DQN
114.0,22.310696,69.0382,1,DQN
115.0,22.329873,69.0378,1,DQN
116.0,22.34905,69.0374,1,DQN
117.0,22.368227,69.037,1,DQN
118.0,22.387404,69.0366,1,DQN
119.0,22.406581,69.0362,1,DQN
120.0,22.425758,69.0358,1,DQN
121.0,22.444934,69.0354,0,DQN
122.0,22.464015,68.3526,0,DQN
123.0,22.482906,67.6723,0,DQN
124.0,22.501609,67.0299,0,DQN
125.0,22.520196,66.7948,0,DQN
126.0,22.538717,66.5605,0,DQN
127.0,22.557173,66.3271,0,DQN
128.0,22.575565,66.0946,0,DQN
129.0,22.593892,65.8629,0,DQN
130.0,22.612155,65.632,0,DQN
131.0,22.630354,65.402,0,DQN
132.0,22.648489,65.1729,0,DQN
133.0,22.66656,64.9446,0,DQN
134.0,22.684568,64.7171,0,DQN
135.0,22.702513,64.4603,0,DQN
136.0,22.720357,64.0197,0,DQN
137.0,22.738078,63.5807,0,DQN
138.0,22.755678,63.1433,0,DQN
139.0,22.773157,62.7074,0,DQN
140.0,22.790515,62.2731,0,DQN
141.0,22.807752,61.8403,0,DQN
142.0,22.824869,61.409,0,DQN
143.0,22.841867,60.9792,0,DQN
144.0,22.858746,60.5509,0,DQN
145.0,22.875505,60.124,0,DQN
146.0,22.892147,59.6986,0,DQN
147.0,22.90867,59.2747,0,DQN
148.0,22.925076,58.8521,0,DQN
149.0,22.941365,58.431,0,DQN
150.0,22.957537,58.0114,0,DQN
151.0,22.973592,57.5931,0,DQN
152.0,22.989532,57.1761,0,DQN
153.0,23.005356,56.7606,0,DQN
154.0,23.021064,56.3464,0,DQN
155.0,23.036658,55.9336,0,DQN
156.0,23.052138,55.5221,0,DQN
157.0,23.067503,55.1119,0,DQN
158.0,23.082754,54.703,0,DQN
159.0,23.097892,54.2955,0,DQN
160.0,23.112906,53.7952,0,DQN
161.0,23.127777,53.2813,0,DQN
162.0,23.142506,52.769,0,DQN
163.0,23.157092,52.2583,2,DQN
164.0,23.171186,49.2529,2,DQN
165.0,23.184447,46.2563,2,DQN
166.0,23.196877,43.2682,2,DQN
166.1,23.198074,42.9698,2,DQN
166.2,23.199263,42.6715,2,DQN
166.3,23.200444,42.3733,2,DQN
166.4,23.201616,42.0752,2,DQN
166.5,23.202781,41.7771,2,DQN
166.6,23.203937,41.4791,2,DQN
166.7,23.205084,41.1812,2,DQN
166.8,23.206224,40.8834,2,DQN
166.9,23.207355,40.5857,2,DQN
167.0,23.208477,40.288,2,DQN
167.1,23.209592,39.9904,2,DQN
167.2,23.210698,39.6929,2,DQN
167.3,23.211796,39.3955,2,DQN
167.4,23.212886,39.0981,2,DQN
167.5,23.213968,38.8008,2,DQN
167.6,23.215041,38.5036,2,DQN
167.7,23.216106,38.2065,2,DQN
167.8,23.217163,37.9094,2,DQN
167.9,23.218211,37.6124,2,DQN
168.0,23.219251,37.3155,2,DQN
168.1,23.220283,37.0186,2,DQN
168.2,23.221307,36.7218,2,DQN
168.3,23.222323,36.4251,2,DQN
168.4,23.22333,36.1285,2,DQN
168.5,23.224329,35.8319,2,DQN
168.6,23.22532,35.5354,2,DQN
168.7,23.226302,35.239,2,DQN
168.8,23.227277,34.9426,2,DQN
168.9,23.228243,34.6463,2,DQN
169.0,23.229201,34.3501,2,DQN
169.1,23.23015,34.054,2,DQN
169.2,23.231092,33.7579,2,DQN
169.3,23.232025,33.4619,2,DQN
169.4,23.23295,33.1659,2,DQN
169.5,23.233867,32.87,2,DQN
169.6,23.234775,32.5742,2,DQN
169.7,23.235676,32.2784,2,DQN
169.8,23.236568,31.9828,2,DQN
169.9,23.237452,31.6871,2,DQN
170.0,23.238327,31.3916,2,DQN
170.1,23.239195,31.0961,2,DQN
170.2,23.240054,30.8006,2,DQN
170.3,23.240905,30.5053,2,DQN
170.4,23.241748,30.21,2,DQN
170.5,23.242583,29.9147,2,DQN
170.6,23.243409,29.6195,2,DQN
170.7,23.244227,29.3244,2,DQN
170.8,23.245037,29.0293,2,DQN
170.9,23.245839,28.7343,2,DQN
171.0,23.246633,28.4394,2,DQN
171.1,23.247418,28.1445,2,DQN
171.2,23.248196,27.8497,2,DQN
171.3,23.248965,27.555,2,DQN
171.4,23.249726,27.2602,2,DQN
171.5,23.250478,26.9656,2,DQN
171.6,23.251223,26.671,2,DQN
171.7,23.251959,26.3765,2,DQN
171.8,23.252687,26.082,2,DQN
171.9,23.253407,25.7876,2,DQN
172.0,23.254119,25.4933,2,DQN
172.1,23.254823,25.199,2,DQN
172.2,23.255518,24.9047,2,DQN
172.3,23.256206,24.6105,2,DQN
172.4,23.256885,24.3164,2,DQN
