time,position,speed,action,source
0.0,21.112,0.0,1,DQN
1.0,21.112448,3.1655,1,DQN
2.0,21.113752,6.1663,1,DQN
3.0,21.115867,9.0104,1,DQN
4.0,21.118752,11.7057,1,DQN
5.0,21.122365,14.2597,1,DQN
6.0,21.126668,16.6796,1,DQN
7.0,21.131626,18.9721,1,DQN
8.0,21.137203,21.1437,1,DQN
9.0,21.143368,23.2007,1,DQN
10.0,21.150088,25.1488,1,DQN
11.0,21.157335,26.9937,1,DQN
12.0,21.16508,28.7408,1,DQN
13.0,21.173298,30.395,1,DQN
14.0,21.181963,31.9612,1,DQN
15.0,21.191043,33.3896,1,DQN
16.0,21.200509,34.7412,1,DQN
17.0,21.210341,36.0208,1,DQN
18.0,21.220518,37.2319,1,DQN
19.0,21.231028,38.4252,1,DQN
20.0,21.24186,39.5379,1,DQN
21.0,21.252991,40.5882,1,DQN
22.0,21.264406,41.5823,1,DQN
23.0,21.27609,42.5287,1,DQN
24.0,21.288035,43.4676,1,DQN
25.0,21.300242,44.4073,1,DQN
26.0,21.312707,45.3313,1,DQN
27.0,21.325427,46.2398,1,DQN
28.0,21.338397,47.1331,1,DQN
29.0,21.351613,48.0114,1,DQN
30.0,21.365071,48.8748,1,DQN
31.0,21.378767,49.7237,1,DQN
32.0,21.392696,50.5582,1,DQN
33.0,21.406856,51.3785,1,DQN
34.0,21.421241,52.1849,1,DQN
35.0,21.435848,52.9775,1,DQN
36.0,21.450674,53.7566,1,DQN
37.0,21.465714,54.5224,1,DQN
38.0,21.480965,55.275,1,DQN
39.0,21.496423,56.0147,1,DQN
40.0,21.512098,56.8659,1,DQN
41.0,21.528017,57.7391,1,DQN
42.0,21.544177,58.5972,1,DQN
43.0,21.560572,59.4405,1,DQN
44.0,21.5772,60.2691,1,DQN
45.0,21.594056,61.0834,1,DQN
46.0,21.611136,61.8834,1,DQN
47.0,21.628437,62.6695,1,DQN
48.0,21.645954,63.4418,1,DQN
49.0,21.663663,64.0198,0,DQN
50.0,21.681415,63.7957,0,DQN
51.0,21.699105,63.5723,0,DQN
52.0,21.716733,63.3497,0,DQN
53.0,21.734299,63.128,0,DQN
54.0,21.751803,62.907,0,DQN
55.0,21.769246,62.6868,0,DQN
56.0,21.786629,62.4673,0,DQN
57.0,21.80395,62.2487,0,DQN
58.0,21.821211,62.0308,0,DQN
59.0,21.838411,61.8137,0,DQN
60.0,21.855551,61.5973,0,DQN
61.0,21.872631,61.3817,0,DQN
62.0,21.889651,61.1668,0,DQN
63.0,21.906612,60.9527,0,DQN
64.0,21.923513,60.7393,0,DQN
65.0,21.940356,60.5266,0,DQN
66.0,21.957139,60.3147,0,DQN
67.0,21.973863,60.1035,0,DQN
68.0,21.990529,59.893,0,DQN
69.0,22.007137,59.6833,0,DQN
70.0,22.023686,59.4742,0,DQN
71.0,22.040177,59.2659,0,DQN
72.0,22.056611,59.0582,0,DQN
73.0,22.072987,58.8513,0,DQN
74.0,22.089306,58.645,0,DQN
75.0,22.105567,58.4395,0,DQN
76.0,22.121772,58.2346,0,DQN
77.0,22.137919,58.0304,0,DQN
78.0,22.15401,57.8269,0,DQN
79.0,22.170045,57.6241,0,DQN
80.0,22.186023,57.422,0,DQN
81.0,22.201945,57.2205,0,DQN
82.0,22.217812,57.0196,0,DQN
83.0,22.233622,56.8195,0,DQN
84.0,22.249378,56.6199,0,DQN
85.0,22.265077,56.4211,0,DQN
86.0,22.280722,56.2229,0,DQN
87.0,22.296312,56.0253,0,DQN
88.0,22.311811,55.4936,0,DQN
89.0,22.327137,54.8581,0,DQN
90.0,22.342286,54.2246,0,DQN
91.0,22.35726,53.5931,0,DQN
92.0,22.372058,52.9635,0,DQN
93.0,22.386683,52.336,0,DQN
94.0,22.401132,51.7103,0,DQN
95.0,22.415409,51.0866,0,DQN
96.0,22.429512,50.4648,0,DQN
97.0,22.443443,49.8448,0,DQN
98.0,22.457202,49.2266,0,DQN
99.0,22.47079,48.6103,0,DQN
100.0,22.484207,47.9958,0,DQN
101.0,22.497453,47.383,0,DQN
102.0,22.510569,47.1244,0,DQN
103.0,22.523635,46.9545,0,DQN
104.0,22.536654,46.7851,0,DQN
