run_id,time,section,position,phase,current_notch,holding_time,prev_notch,prev_notch_duration,current_speed,speed_limit,signal_speed,required_speed,target_speed_no_stop,v_std,v_std_deviation,dist_to_next_station,time_to_next_station,req_stop_dist,delta_stop,current_gradient,coast_accel,power_accel,next_limit_info,next_gradient_info,coast_reachable,coast_arrival_speed,delay,total_delay,stations_remaining,total_remaining_distance,total_remaining_time,is_dwelling,dwell_elapsed,dwell_min,dwell_max,dwell_over_std,time_to_stop_limit,forward_info,forward_train_delay,standard_headway,forward_clear_remaining_time,forward_observed_delay,forward_dwell_elapsed,forward_departed_next,backward_info,mode,reward,reason
delay_recovery__on_time__solo,1.0000,0,21.1124,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,30.0000,なし（または停止）,0.0000,3.1655,70.0000,70.0000,64.8030,64.8030,1.9871,1.1784,2177.5520,179.0000,0.4738,2177.0783,-2.1000,-0.0130,3.0809,この先制限速度なし,387m先に下り勾配6.7‰あり,0.0000,0.0000,0.0000,0.3625,2,3554.5520,339.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,67.0000,0,21.9965,巡航フェーズ（駅間走行中）,力行（加速）中,1.0000,力行（加速）,6.0000,66.1465,70.0000,70.0000,66.1465,66.1465,61.3553,4.7911,1293.5119,113.0000,203.5616,1089.9502,0.0000,-0.2323,0.4811,この先制限速度なし,303m先に上り勾配12.5‰あり,1.0000,33.5540,0.0000,0.0000,2,2670.5119,273.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,133.0000,0,23.1994,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.0000,力行（加速）,12.0000,44.1520,70.0000,70.0000,44.1520,44.1520,27.8231,16.3289,90.5898,47.0000,91.6156,-1.0258,9.2000,-0.4864,0.5374,この先制限速度なし,この先目立った勾配なし,1.0000,44.1520,0.0000,0.0000,2,1467.5898,207.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,139.6000,0,23.2624,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.5000,力行（加速）,12.0000,24.5990,70.0000,70.0000,24.5990,24.5990,23.9301,0.6689,27.6405,40.4000,28.6648,-1.0244,9.2000,-0.4416,1.5264,この先制限速度なし,この先目立った勾配なし,1.0000,24.5990,0.0000,0.0000,2,1404.6405,200.4000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,146.2000,0,23.2897,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.1000,力行（加速）,12.0000,5.2856,70.0000,70.0000,5.2856,5.2856,1.8694,3.4162,0.3012,33.8000,1.3252,-1.0239,9.2000,-0.4137,2.5688,この先制限速度なし,この先目立った勾配なし,1.0000,5.2856,0.0000,0.0000,2,1377.3012,193.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,226.9000,1,23.7481,巡航フェーズ（駅間走行中）,力行（加速）中,49.0000,ブレーキ（減速）,30.0000,49.1983,70.0000,70.0000,50.5987,50.5987,49.1982,0.0001,918.8711,113.1000,131.4920,787.3791,11.4000,-0.6066,0.3460,この先制限速度なし,この先目立った勾配なし,1.0000,12.8185,0.0000,0.0000,1,918.8711,113.1000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,281.2000,1,24.5852,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.2000,力行（加速）,95.0000,40.2538,70.0000,70.0000,40.2538,40.2538,38.7051,1.5487,81.8500,58.8000,88.4788,-6.6288,-2.3000,-0.0704,1.0751,この先制限速度なし,この先目立った勾配なし,1.0000,40.2538,0.0000,0.0000,1,81.8500,58.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,287.8000,1,24.6435,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.8000,力行（加速）,95.0000,23.4172,70.0000,70.0000,23.4172,23.4172,20.6829,2.7343,23.5453,52.2000,30.1728,-6.6275,-2.3000,-0.0337,1.9963,この先制限速度なし,この先目立った勾配なし,1.0000,23.4172,0.0000,0.0000,1,23.5453,52.2000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,294.4000,1,24.6711,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.4000,力行（加速）,95.0000,6.7812,70.0000,70.0000,0.0000,0.0000,0.5688,6.2124,-4.0891,45.6000,2.5380,-6.6271,-2.3000,-0.0095,2.8944,この先制限速度なし,この先目立った勾配なし,1.0000,6.7812,0.0000,0.0000,1,-4.0891,45.6000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,148.9000,1,23.2900,駅停車中（発車判断）,ブレーキ（減速）中,22.9000,力行（加速）,12.0000,0.0000,70.0000,70.0000,49.5605,49.5605,0.0000,0.0000,1377.0000,191.1000,0.0000,1377.0000,9.2000,-0.4089,2.8513,この先制限速度なし,10m先に上り勾配11.4‰あり,1.0000,0.0000,0.0000,0.0000,1,1377.0000,191.1000,1.0000,1.0000,30.0000,300.0000,0.0000,110.5000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo,163.9000,1,23.2900,駅停車中（発車判断）,ブレーキ（減速）中,37.9000,力行（加速）,12.0000,0.0000,70.0000,70.0000,49.8981,49.8981,0.0000,0.0000,1377.0000,176.1000,0.0000,1377.0000,9.2000,-0.4089,2.8513,この先制限速度なし,10m先に上り勾配11.4‰あり,1.0000,0.0000,0.0000,0.0000,1,1377.0000,176.1000,1.0000,16.0000,30.0000,300.0000,0.0000,110.5000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,21.0000,0,21.1124,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,30.0000,なし（または停止）,0.0000,3.1655,70.0000,70.0000,69.4697,69.4697,1.9871,1.1784,2177.5520,159.0000,0.4738,2177.0783,-2.1000,-0.0130,3.0809,この先制限速度なし,387m先に下り勾配6.7‰あり,0.0000,0.0000,0.0000,20.3625,2,3554.5520,319.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,87.0000,0,21.9965,巡航フェーズ（駅間走行中）,力行（加速）中,1.0000,力行（加速）,6.0000,66.1465,70.0000,70.0000,67.3281,67.3281,61.3553,4.7911,1293.5119,93.0000,203.5616,1089.9502,0.0000,-0.2323,0.4811,この先制限速度なし,303m先に上り勾配12.5‰あり,1.0000,33.5540,0.0000,19.0862,2,2670.5119,253.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,153.0000,0,23.1994,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.0000,力行（加速）,12.0000,44.1520,70.0000,70.0000,44.1520,44.1520,27.8231,16.3289,90.5898,27.0000,91.6156,-1.0258,9.2000,-0.4864,0.5374,この先制限速度なし,この先目立った勾配なし,1.0000,44.1520,0.0000,0.0000,2,1467.5898,187.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,159.6000,0,23.2624,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.5000,力行（加速）,12.0000,24.5990,70.0000,70.0000,24.5990,24.5990,23.9301,0.6689,27.6405,20.4000,28.6648,-1.0244,9.2000,-0.4416,1.5264,この先制限速度なし,この先目立った勾配なし,1.0000,24.5990,0.0000,0.0000,2,1404.6405,180.4000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,166.2000,0,23.2897,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.1000,力行（加速）,12.0000,5.2856,70.0000,70.0000,5.2856,5.2856,1.8694,3.4162,0.3012,13.8000,1.3252,-1.0239,9.2000,-0.4137,2.5688,この先制限速度なし,この先目立った勾配なし,1.0000,5.2856,0.0000,0.0000,2,1377.3012,173.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,246.9000,1,23.7481,巡航フェーズ（駅間走行中）,力行（加速）中,49.0000,ブレーキ（減速）,30.0000,49.1983,70.0000,70.0000,52.1223,52.1223,49.1982,0.0001,918.8711,93.1000,131.4920,787.3791,11.4000,-0.6066,0.3460,この先制限速度なし,この先目立った勾配なし,1.0000,12.8185,0.0000,0.0000,1,918.8711,93.1000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,301.2000,1,24.5852,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.2000,力行（加速）,95.0000,40.2538,70.0000,70.0000,40.2538,40.2538,38.7051,1.5487,81.8500,38.8000,88.4788,-6.6288,-2.3000,-0.0704,1.0751,この先制限速度なし,この先目立った勾配なし,1.0000,40.2538,0.0000,0.0000,1,81.8500,38.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,307.8000,1,24.6435,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.8000,力行（加速）,95.0000,23.4172,70.0000,70.0000,23.4172,23.4172,20.6829,2.7343,23.5453,32.2000,30.1728,-6.6275,-2.3000,-0.0337,1.9963,この先制限速度なし,この先目立った勾配なし,1.0000,23.4172,0.0000,0.0000,1,23.5453,32.2000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,314.4000,1,24.6711,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.4000,力行（加速）,95.0000,6.7812,70.0000,70.0000,0.0000,0.0000,0.5688,6.2124,-4.0891,25.6000,2.5380,-6.6271,-2.3000,-0.0095,2.8944,この先制限速度なし,この先目立った勾配なし,1.0000,6.7812,0.0000,0.0000,1,-4.0891,25.6000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,168.9000,1,23.2900,駅停車中（発車判断）,ブレーキ（減速）中,22.9000,力行（加速）,12.0000,0.0000,70.0000,70.0000,50.0818,50.0818,0.0000,0.0000,1377.0000,171.1000,0.0000,1377.0000,9.2000,-0.4089,2.8513,この先制限速度なし,10m先に上り勾配11.4‰あり,1.0000,0.0000,0.0000,0.0000,1,1377.0000,171.1000,1.0000,1.0000,30.0000,300.0000,0.0000,110.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay20,183.9000,1,23.2900,駅停車中（発車判断）,ブレーキ（減速）中,37.9000,力行（加速）,12.0000,0.0000,70.0000,70.0000,50.9619,50.9619,0.0000,0.0000,1377.0000,156.1000,0.0000,1377.0000,9.2000,-0.4089,2.8513,この先制限速度なし,10m先に上り勾配11.4‰あり,1.0000,0.0000,0.0000,0.0000,1,1377.0000,156.1000,1.0000,16.0000,30.0000,300.0000,0.0000,109.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,61.0000,0,21.1124,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,30.0000,なし（または停止）,0.0000,3.1655,70.0000,70.0000,70.0000,70.0000,1.9871,1.1784,2177.5520,119.0000,0.4738,2177.0783,-2.1000,-0.0130,3.0809,この先制限速度なし,387m先に下り勾配6.7‰あり,0.0000,0.0000,0.0000,60.3625,2,3554.5520,279.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,127.0000,0,21.9965,巡航フェーズ（駅間走行中）,力行（加速）中,1.0000,力行（加速）,6.0000,66.1465,70.0000,70.0000,70.0000,70.0000,61.3553,4.7911,1293.5119,53.0000,203.5616,1089.9502,0.0000,-0.2323,0.4811,この先制限速度なし,303m先に上り勾配12.5‰あり,1.0000,33.5540,0.0000,59.0862,2,2670.5119,213.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,193.0000,0,23.1994,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.0000,力行（加速）,12.0000,44.1520,70.0000,70.0000,70.0000,70.0000,27.8231,16.3289,90.5898,0.0000,91.6156,-1.0258,9.2000,-0.4864,0.5374,この先制限速度なし,この先目立った勾配なし,1.0000,44.1520,13.0000,30.0421,2,1467.5898,147.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,199.6000,0,23.2624,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.5000,力行（加速）,12.0000,24.5990,70.0000,70.0000,70.0000,70.0000,23.9301,0.6689,27.6405,0.0000,28.6648,-1.0244,9.2000,-0.4416,1.5264,この先制限速度なし,この先目立った勾配なし,1.0000,24.5990,19.6000,27.8821,2,1404.6405,140.4000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,206.2000,0,23.2897,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.1000,力行（加速）,12.0000,5.2856,70.0000,70.0000,70.0000,70.0000,1.8694,3.4162,0.3012,0.0000,1.3252,-1.0239,9.2000,-0.4137,2.5688,この先制限速度なし,この先目立った勾配なし,1.0000,5.2856,26.2000,26.8566,2,1377.3012,133.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,286.9000,1,23.7481,巡航フェーズ（駅間走行中）,力行（加速）中,49.0000,ブレーキ（減速）,30.0000,49.1983,70.0000,70.0000,70.0000,70.0000,49.1982,0.0001,918.8711,53.1000,131.4920,787.3791,11.4000,-0.6066,0.3460,この先制限速度なし,この先目立った勾配なし,1.0000,12.8185,0.0000,27.8996,1,918.8711,53.1000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,341.2000,1,24.5852,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.2000,力行（加速）,95.0000,40.2538,70.0000,70.0000,70.0000,70.0000,38.7051,1.5487,81.8500,0.0000,88.4788,-6.6288,-2.3000,-0.0704,1.0751,この先制限速度なし,この先目立った勾配なし,1.0000,40.2538,1.2000,16.5160,1,81.8500,-1.2000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,347.8000,1,24.6435,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.8000,力行（加速）,95.0000,23.4172,70.0000,70.0000,70.0000,70.0000,20.6829,2.7343,23.5453,0.0000,30.1728,-6.6275,-2.3000,-0.0337,1.9963,この先制限速度なし,この先目立った勾配なし,1.0000,23.4172,7.8000,16.0389,1,23.5453,-7.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,354.4000,1,24.6711,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.4000,力行（加速）,95.0000,6.7812,70.0000,70.0000,0.0000,0.0000,0.5688,6.2124,-4.0891,0.0000,2.5380,-6.6271,-2.3000,-0.0095,2.8944,この先制限速度なし,この先目立った勾配なし,1.0000,6.7812,14.4000,14.6400,1,-4.0891,-14.4000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,208.9000,1,23.2900,駅停車中（発車判断）,ブレーキ（減速）中,22.9000,力行（加速）,12.0000,0.0000,70.0000,70.0000,53.9911,53.9911,0.0000,0.0000,1377.0000,131.1000,0.0000,1377.0000,9.2000,-0.4089,2.8513,この先制限速度なし,10m先に上り勾配11.4‰あり,1.0000,0.0000,0.0000,27.9000,1,1377.0000,131.1000,1.0000,1.0000,30.0000,300.0000,0.0000,106.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__solo_delay60,223.9000,1,23.2900,駅停車中（発車判断）,ブレーキ（減速）中,37.9000,力行（加速）,12.0000,0.0000,70.0000,70.0000,60.4639,60.4639,0.0000,0.0000,1377.0000,116.1000,0.0000,1377.0000,9.2000,-0.4089,2.8513,この先制限速度なし,10m先に上り勾配11.4‰あり,1.0000,0.0000,0.0000,27.9000,1,1377.0000,116.1000,1.0000,16.0000,30.0000,300.0000,0.0000,103.0000,先行列車なし,0.0000,0.0000,0.0000,0.0000,0.0000,,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,1.0000,0,21.1124,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,30.0000,なし（または停止）,0.0000,3.1655,70.0000,69.9979,64.8030,64.8030,1.9871,1.1784,2177.5520,179.0000,0.4738,2177.0783,-2.1000,-0.0130,3.0809,この先制限速度なし,387m先に下り勾配6.7‰あり,0.0000,0.0000,0.0000,0.3625,2,3554.5520,339.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 1662.0m 先を 44.0km/h で走行中,0.0000,120.0000,90.0000,0.0000,0.0000,未発車,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,67.0000,0,21.9965,巡航フェーズ（駅間走行中）,力行（加速）中,1.0000,力行（加速）,6.0000,66.1465,70.0000,69.9979,66.1465,66.1465,61.3553,4.7911,1293.5119,113.0000,203.5616,1089.9502,0.0000,-0.2323,0.4811,この先制限速度なし,303m先に上り勾配12.5‰あり,1.0000,33.5540,0.0000,0.0000,2,2670.5119,273.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 1293.5m 先に停車中,0.0000,120.0000,24.0000,0.0000,6.0000,未発車,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,133.0000,0,23.1994,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.0000,力行（加速）,12.0000,44.1520,70.0000,69.9979,44.1520,44.1520,27.8231,16.3289,90.5898,47.0000,91.6156,-1.0258,9.2000,-0.4864,0.5374,この先制限速度なし,この先目立った勾配なし,1.0000,44.1520,0.0000,0.0000,2,1467.5898,207.0000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 462.9m 先を 46.9km/h で走行中,0.0000,120.0000,0.0000,0.0000,0.0000,発車済み,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,139.6000,0,23.2624,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,14.5000,力行（加速）,12.0000,24.5990,70.0000,69.9979,24.5990,24.5990,23.9301,0.6689,27.6405,40.4000,28.6648,-1.0244,9.2000,-0.4416,1.5264,この先制限速度なし,この先目立った勾配なし,1.0000,24.5990,0.0000,0.0000,2,1404.6405,200.4000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 488.1m 先を 49.3km/h で走行中,0.0000,120.0000,0.0000,0.0000,0.0000,発車済み,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,146.2000,0,23.2897,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,21.1000,力行（加速）,12.0000,5.2856,70.0000,69.9979,5.2856,5.2856,1.8694,3.4162,0.3012,33.8000,1.3252,-1.0239,9.2000,-0.4137,2.5688,この先制限速度なし,この先目立った勾配なし,1.0000,5.2856,0.0000,0.0000,2,1377.3012,193.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 553.2m 先を 51.5km/h で走行中,0.0000,120.0000,0.0000,0.0000,0.0000,発車済み,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,226.9000,1,23.7481,巡航フェーズ（駅間走行中）,力行（加速）中,49.0000,ブレーキ（減速）,30.0000,49.1983,70.0000,69.9979,50.5987,50.5987,49.1982,0.0001,918.8711,113.1000,131.4920,787.3791,11.4000,-0.6066,0.3460,この先制限速度なし,この先目立った勾配なし,1.0000,12.8185,0.0000,0.0000,1,918.8711,113.1000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 918.9m 先に停車中,0.0000,120.0000,13.1000,0.0000,16.9000,未発車,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,281.2000,1,24.5852,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,9.2000,力行（加速）,95.0000,40.2538,70.0000,69.9979,40.2538,40.2538,38.7051,1.5487,81.8500,58.8000,88.4788,-6.6288,-2.3000,-0.0704,1.0751,この先制限速度なし,この先目立った勾配なし,1.0000,40.2538,0.0000,0.0000,1,81.8500,58.8000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 511.8m 先を 57.7km/h で走行中,0.0000,120.0000,0.0000,0.0000,0.0000,発車済み,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,287.8000,1,24.6435,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,15.8000,力行（加速）,95.0000,23.4172,70.0000,69.9979,23.4172,23.4172,20.6829,2.7343,23.5453,52.2000,30.1728,-6.6275,-2.3000,-0.0337,1.9963,この先制限速度なし,この先目立った勾配なし,1.0000,23.4172,0.0000,0.0000,1,23.5453,52.2000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 563.1m 先を 62.0km/h で走行中,0.0000,120.0000,0.0000,0.0000,0.0000,発車済み,後続列車なし,,,
delay_recovery__on_time__hw120_v65_b30_c30,294.4000,1,24.6711,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,22.4000,力行（加速）,95.0000,6.7812,70.0000,69.9979,0.0000,0.0000,0.5688,6.2124,-4.0891,45.6000,2.5380,-6.6271,-2.3000,-0.0095,2.8944,この先制限速度なし,この先目立った勾配なし,1.0000,6.7812,0.0000,0.0000,1,-4.0891,45.6000,0.0000,0.0000,30.0000,300.0000,0.0000,0.0000,前方 653.4m 先を 65.4km/h で走行中,0.0000,120.0000,0.0000,0.0000,0.0000,発車済み,後続列車なし,,,
