time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
178.99999999999943,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,0.0,18.22,70.0,4.5,0.0,15.7785498680521,1.1,9.2,この先制限速度なし,この先目立った勾配なし,前方4.9m先を0.0km/h,後続列車なし,10.0,4.0,未発車,40.0,3.7,anti_mid_stop,0.0,delta_stopが-11.28mでオーバーランがほぼ確実、CBTC信号0km/hを超えて走行しているため即0.0とする。
146.89999999999955,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.3000000000000007,力行（加速）,0.1,70.0,0.0,22.21,22.2,25.1,31.1,23.415008224188757,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方25.5m先を0.0km/h,後続列車なし,10.0,36.1,未発車,40.0,8.7,anti_mid_stop,0.8,先行列車が近接しCBTC信号0でブレーキ中だが、間隔が安全基準を下回っているため若干減点。
186.3999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.299999999999997,力行（加速）,0.1,70.0,0.0,11.21,0.0,0.0,0.0,6.7345959984046075,8.5,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,11.6,未発車,40.0,0.0,normal,0.0,ブレーキ中にdelta_stopが-6.73mでオーバーランが確実と判定され、即reward0.0ルールに該当するため0.0とした。
163.79999999999967,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,0.0,26.3,26.3,33.8,14.2,32.78452642847572,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方34.2m先を0.0km/h,後続列車なし,10.0,42.2,未発車,32.0,10.1,anti_mid_stop,0.0,先行列車が34.2m先で停止しており、距離が40m未満のため即時安全違反とみなされ、rewardは0.0となる。
198.69999999999968,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.0000000000000013,惰行,0.1,70.0,0.0,31.19,70.0,31.7,0.0,46.020813320474375,20.8,9.2,この先制限速度なし,この先目立った勾配なし,前方32.1m先を0.0km/h,後続列車なし,10.0,14.3,未発車,25.0,9.8,anti_mid_stop,0.0,delta_stopが-14.32mでブレーキ中でもオーバーランがほぼ確実と判定され、即reward0.0ルールが適用されたため。
151.99999999999926,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.2000000000000015,惰行,0.1,70.0,0.0,8.27,8.3,3.3,26.0,3.259787832738661,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.7m先を0.0km/h,後続列車なし,10.0,31.0,未発車,40.0,3.2,anti_mid_stop,1.0,駅手前でCBTC信号0km/hに従いブレーキ減速、delta_stop0.04mで正確に停止、先行列車との安全距離確保、反転操作は正当な減速であり評価減点なし。
166.09999999999937,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.4,力行（加速）,0.1,70.0,0.0,12.5,12.5,3.5,11.9,7.439154256325355,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方3.9m先を0.0km/h,後続列車なし,10.0,31.9,未発車,25.0,3.3,anti_mid_stop,0.0,先行列車が3.9m先で停止しているのに12.5km/hで接近し、衝突リスクが40m未満のため即時0点とした。
141.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,7.999999999999989,ブレーキ（減速）,2.0,70.0,19.5,32.25,32.2,67.6,36.1,49.180436033507924,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方67.9m先を0.0km/h,後続列車なし,10.0,56.1,未発車,40.0,14.3,anti_mid_stop,0.0,CBTC信号速度19.5km/hを超えて32.2km/hで走行し、ブレーキしていないため即時安全違反となり0.0点。
156.6999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,8.799999999999986,惰行,13.0,70.0,10.8,34.76,34.8,55.2,21.3,57.07254341087503,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方55.5m先を0.0km/h,後続列車なし,10.0,34.3,未発車,32.0,12.9,anti_mid_stop,0.9,ブレーキが適切に掛かり、delta_stopが許容範囲内でCBTC信号を遵守、先行列車との間隔も安全であり、ノコギリ運転なし。
167.79999999999944,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.4,力行（加速）,0.1,70.0,0.0,15.55,15.6,10.8,10.2,11.50234476332441,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方11.2m先を0.0km/h,後続列車なし,10.0,38.2,未発車,32.0,5.7,anti_mid_stop,0.0,先行列車が11.2m先で停止しており衝突リスクがあるため即時0点ルールに該当し、rewardは0.0とする。
170.3999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.9000000000000006,惰行,0.1,70.0,0.0,8.7,8.7,1.9,7.6,3.6072079792752176,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方2.3m先を0.0km/h,後続列車なし,10.0,35.6,未発車,32.0,2.4,anti_mid_stop,0.0,低速域でdelta_stopが-1.71mと許容範囲を超えており、駅手前でのオーバーランリスクが高いためrewardは0.0とする。
168.79999999999922,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.099999999999991,力行（加速）,0.1,70.0,0.0,4.62,0.0,0.0,9.2,1.1459289103579928,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,29.2,未発車,25.0,0.0,normal,0.0,先行列車が0m前方に停車しており衝突リスクが即時0点、加えて低速でdelta_stopが-1.15mとオーバーラン確実のためrewardは0.0とする。
161.09999999999965,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.899999999999995,力行（加速）,0.1,70.0,0.0,26.28,26.3,30.9,16.9,32.73492846513261,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方31.3m先を0.0km/h,後続列車なし,10.0,36.9,未発車,25.0,9.7,anti_mid_stop,0.0,先行列車が31.3m先で停止しており距離が40m未満のため即時0点ルールが適用され、rewardは0.0となる。
168.09999999999943,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,0.1,ブレーキ（減速）,0.6,70.0,0.0,14.67,14.7,9.5,9.9,10.239952041209143,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方9.9m先を0.0km/h,後続列車なし,10.0,37.9,未発車,32.0,5.4,anti_mid_stop,0.0,CBTC信号0km/hを無視して加速し、target_speed_no_stopを大幅に超えているため即時0点とする。
176.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,2.1000000000000005,70.0,16.2,37.45,70.0,62.1,1.1,66.16847136746358,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方62.5m先を0.0km/h,後続列車なし,10.0,21.1,未発車,40.0,13.7,anti_mid_stop,0.0,CBTC信号速度16.2km/hを超える37.5km/hで走行し、ブレーキせず惰行に切替えたため信号無視と判断し即0点とした。
179.7999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,惰行,0.2,70.0,0.0,16.38,70.0,0.6,0.0,12.759844734262273,1.9,9.2,この先制限速度なし,この先目立った勾配なし,前方1.0m先を0.0km/h,後続列車なし,10.0,3.2,未発車,40.0,1.4,anti_mid_stop,0.0,ブレーキ中にdelta_stopが-12.16mでオーバーランが確実と判定され、即0.0ルールに該当するためrewardは0.0。
155.1,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.2000000000000002,惰行,8.0,70.0,29.0,43.71,43.7,89.4,22.9,89.86953725771845,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方89.8m先を0.0km/h,後続列車なし,10.0,42.9,未発車,25.0,16.5,anti_mid_stop,1.0,CBTC信号速度29km/h以下へブレーキ減速し、delta_stop‑0.47mで停止位置誤差が許容範囲内、駅間停車防止モードでtarget_speed_no_stop以下に減速して安全かつ定時であるため最高評価。
155.59999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.4,力行（加速）,0.1,70.0,26.7,42.57,42.6,83.4,22.4,85.29100002782499,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方83.8m先を0.0km/h,後続列車なし,10.0,42.4,未発車,25.0,15.9,anti_mid_stop,0.9,駅手前でブレーキをかけ、delta_stopが許容範囲内でCBTC信号を遵守し安全に停止できるため高評価とした。
164.29999999999947,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.600000000000001,力行（加速）,0.1,70.0,0.0,17.76,17.8,11.1,13.7,14.99405464425994,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方11.4m先を0.0km/h,後続列車なし,10.0,33.7,未発車,25.0,5.8,anti_mid_stop,0.0,先行列車が0km/hで11.4m先に停車しているのに17.8km/hで接近し、衝突リスクが40m未満のため即時0点とする。
158.0999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,10.199999999999982,惰行,13.0,70.0,0.0,30.61,30.6,42.5,19.9,44.33564295298049,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方42.8m先を0.0km/h,後続列車なし,10.0,32.9,未発車,32.0,11.3,anti_mid_stop,0.9,ブレーキがCBTC信号0km/hに従い適切に開始され、delta_stopが-1.84mで許容範囲内のため高評価。
193.89999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,26.4,44.85,70.0,82.6,0.0,94.56421766168415,16.0,9.2,この先制限速度なし,この先目立った勾配なし,前方82.9m先を0.0km/h,後続列車なし,10.0,19.1,未発車,25.0,16.0,anti_mid_stop,0.0,delta_stop が -11.96 m で高速度域でブレーキしてもオーバーランが確実と判断され、即時0点ルールが適用されるため。
167.29999999999947,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,0.0,16.52,16.5,13.0,10.7,12.978343001937295,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方13.4m先を0.0km/h,後続列車なし,10.0,38.7,未発車,32.0,6.3,anti_mid_stop,0.0,先行列車が13.4m先で停止しており、距離が40m未満のため安全違反と判定し即時0点とした。
140.7999999999999,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,6.899999999999993,ブレーキ（減速）,2.0,70.0,24.3,32.75,32.8,77.5,37.2,50.706592389103406,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方77.9m先を0.0km/h,後続列車なし,10.0,57.2,未発車,40.0,15.4,anti_mid_stop,0.0,CBTC信号速度24.3km/hを超える32.8km/hでブレーキせずに走行しているため、安全違反とみなされ即時0点とする。
181.59999999999957,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,力行（加速）,0.1,70.0,0.0,25.27,70.0,21.1,0.0,30.278474188784596,3.7,9.2,この先制限速度なし,この先目立った勾配なし,前方21.4m先を0.0km/h,後続列車なし,10.0,16.4,未発車,40.0,8.0,anti_mid_stop,0.0,delta_stopが-9.18mでブレーキ中でもオーバーランが確実と判断され、即時0点ルールが適用されたため。
174.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.399999999999999,力行（加速）,14.0,70.0,29.9,44.94,70.0,91.9,3.7,94.93978714092394,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方92.3m先を0.0km/h,後続列車なし,10.0,23.7,未発車,40.0,16.8,anti_mid_stop,0.9,次駅減速フェーズでブレーキがCBTC制限に従い適切に開始され、delta_stopは±5m以内で安全に停止できるため高評価。
151.1999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.400000000000001,惰行,0.1,70.0,0.0,10.6,10.6,5.4,26.8,5.3522407130791905,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方5.8m先を0.0km/h,後続列車なし,10.0,31.8,未発車,40.0,4.0,anti_mid_stop,0.0,先行列車が5.8m先に停車しており接近距離が40m未満のため即時0点ルールが適用され、rewardは0.0となる。
195.89999999999984,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,惰行,0.1,70.0,14.2,39.49,70.0,59.2,0.0,73.50423410840351,18.0,9.2,この先制限速度なし,この先目立った勾配なし,前方59.6m先を0.0km/h,後続列車なし,10.0,17.1,未発車,25.0,13.4,anti_mid_stop,0.0,delta_stopが-14.3mでブレーキ中でも停止位置が大幅に手前にあり、オーバーランがほぼ確実と判定されたため即0.0とした。
177.29999999999953,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.199999999999994,力行（加速）,0.1,70.0,0.0,22.73,70.0,14.1,0.7,24.51984142396283,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方14.4m先を0.0km/h,後続列車なし,10.0,5.7,未発車,40.0,6.5,anti_mid_stop,0.0,delta_stopが-10.42mでブレーキ中にも関わらずオーバーランが確実と判定され、即0.0ルールが適用されたためreward=0.0。
178.69999999999945,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,7.599999999999989,力行（加速）,0.1,70.0,0.0,18.62,70.0,6.0,0.0,16.47686247882827,0.8,9.2,この先制限速度なし,この先目立った勾配なし,前方6.4m先を0.0km/h,後続列車なし,10.0,4.3,未発車,40.0,4.3,anti_mid_stop,0.0,delta_stopが-10.48mでブレーキ中でもオーバーランが確実と判定され、即0.0ルールに該当するためreward=0.0。
139.59999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,5.6999999999999975,ブレーキ（減速）,2.0,70.0,28.7,33.3,33.3,88.5,38.4,52.411809753982524,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方88.9m先を0.0km/h,後続列車なし,10.0,58.4,未発車,40.0,16.4,anti_mid_stop,0.0,CBTC信号速度28.7km/hを超えてブレーキせずに33.3km/hで走行しているため即時0点ルールが適用され、rewardは0.0となる。
168.39999999999924,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.699999999999992,力行（加速）,0.1,70.0,0.0,5.79,0.0,0.0,9.6,1.7993059437633232,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,29.6,未発車,25.0,0.0,normal,0.0,先行列車が0m前方にあり衝突リスクがあるため即時0点とし、停止位置も過走でオーバーランが確実。
154.09999999999914,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.299999999999997,惰行,0.1,70.0,0.0,2.15,2.1,0.3,23.9,0.22061768634781648,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方0.7m先を0.0km/h,後続列車なし,10.0,28.9,未発車,40.0,1.0,normal,0.0,先行列車が0.7m先にあり、2.1km/hで接近しているため衝突リスクが即時0点対象となった。
149.99999999999937,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.30000000000000004,惰行,1.3,70.0,0.0,12.95,12.9,18.4,28.0,7.983423819026761,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方18.8m先を0.0km/h,後続列車なし,10.0,48.0,未発車,40.0,7.5,anti_mid_stop,0.0,先行列車が18.8m先に止まっており接近距離が40m未満のため即reward0.0ルールが適用され、評価は0.0となる。
141.99999999999983,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,8.099999999999989,ブレーキ（減速）,2.0,70.0,19.0,32.2,32.2,66.7,36.0,49.02908061292428,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方67.1m先を0.0km/h,後続列車なし,10.0,56.0,未発車,40.0,14.2,anti_mid_stop,0.0,CBTC信号19km/hをブレーキせずに32.2km/hで走行し信号無視となったため即時0点とした。
163.49999999999952,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.8000000000000005,力行（加速）,0.1,70.0,0.0,20.11,20.1,15.3,14.5,19.210085219259078,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方15.6m先を0.0km/h,後続列車なし,10.0,34.5,未発車,25.0,6.8,anti_mid_stop,0.0,先行列車が15.6m先で停止しており、衝突リスクが40m未満のため即時0点ルールが適用される。
142.3999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,8.399999999999988,70.0,16.9,32.02,32.0,63.1,35.6,48.486099266602366,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方63.5m先を0.0km/h,後続列車なし,10.0,55.6,未発車,40.0,13.8,anti_mid_stop,0.6,次駅減速フェーズで適切にブレーキをかけ、delta_stopが14.6mで許容範囲内。先行列車が停車中でもCBTC遵守し、ノコギリ運転や間隔違反はなし。
171.59999999999923,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.1000000000000014,惰行,0.1,70.0,0.0,5.2,0.0,0.0,6.4,1.4515053798570383,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,34.4,未発車,32.0,0.0,normal,0.0,先行列車が0m前方に停車しており衝突リスクがあるため即reward0.0ルールが適用され、rewardは0.0となる。
167.4999999999993,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.799999999999995,力行（加速）,0.1,70.0,0.0,8.41,0.0,0.0,10.5,3.7935002141762144,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方0.0m先を0.0km/h,後続列車なし,10.0,30.5,未発車,25.0,0.0,normal,0.0,先行列車が0m前方にあり衝突距離が40m未満のため即時0点ルールが適用され、rewardは0.0となる。
164.79999999999944,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.1000000000000014,力行（加速）,0.1,70.0,0.0,16.3,16.3,8.7,13.2,12.635816467793527,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方9.1m先を0.0km/h,後続列車なし,10.0,33.2,未発車,25.0,5.1,anti_mid_stop,0.0,先行列車が9.1m先で停止している状態で速度16.3km/h、接近距離が安全基準を下回るため即0点とする。
