time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
165.8999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.5,70.0,0.0,18.92,18.9,16.0,12.1,17.010446388952705,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方16.4m先を0.0km/h,後続列車なし,10.0,50.1,未発車,22.0,7.0,anti_mid_stop,0.0,CBTC信号0km/hに対し現在速度18.9km/hが2km/h以上超過しているため即時0点とし、他の評価は無効。
64.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,10.0,70.0,54.9,67.15,70.0,1360.9,12.0,234.6987623069321,0.0,0.0,この先制限速度なし,370m先に上り勾配12.5‰あり,前方208.0m先を63.3km/h,後続列車なし,10.0,137.0,未発車,22.0,43.7,anti_mid_stop,0.0,CBTC信号速度54.9km/hを2km/h以上上回る67.2km/hで走行しており、安全違反となるため即時0点とした。
176.09999999999982,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.30000000000000004,70.0,16.2,37.79,70.0,62.1,1.9,67.36493583624255,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方62.5m先を0.0km/h,後続列車なし,10.0,26.9,未発車,35.0,13.7,anti_mid_stop,0.0,CBTC信号を大幅に超過し即時0.0評価、さらに速度がtarget_speed_no_stop上限を超えているため、安全上重大な違反である。
154.49999999999952,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.7,70.0,0.0,21.16,21.2,23.9,23.5,21.261027415036455,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方24.1m先を1.1km/h,後続列車なし,10.0,46.5,未発車,22.0,8.5,anti_mid_stop,0.0,CBTC信号が0km/hなのに21.2km/hで走行し即時安全違反となるため、rewardは0.0とする。
176.3999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.2,70.0,14.0,37.15,70.0,59.0,1.6,65.12147324588445,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方59.4m先を0.0km/h,後続列車なし,10.0,26.6,未発車,35.0,13.4,anti_mid_stop,0.0,CBTC信号速度14km/hを大幅に上回る37.1km/hで走行し、即時0.0ルールに該当するためrewardは0.0とした。
183.7999999999994,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.6,70.0,0.0,16.33,70.0,4.3,0.0,12.682256503707979,5.9,9.2,この先制限速度なし,この先目立った勾配なし,前方4.7m先を0.0km/h,後続列車なし,10.0,19.2,未発車,35.0,3.6,anti_mid_stop,0.0,CBTC信号0km/hを大幅に超過し即時0点、上限速度超過とノコギリ運転が併存するため。
146.29999999999998,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.4000000000000004,ブレーキ（減速）,6.0,70.0,23.4,29.78,29.8,90.2,23.7,41.977932130787245,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方75.9m先を11.6km/h,後続列車なし,10.0,54.7,未発車,22.0,16.6,anti_mid_stop,0.0,CBTC信号速度23.4km/hを2km/h超えて29.8km/hで走行しており、安全違反の即時0点ルールが適用された。
146.49999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.6000000000000005,ブレーキ（減速）,6.0,70.0,22.9,29.69,29.7,88.5,23.5,41.72608859122696,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方74.9m先を11.3km/h,後続列車なし,10.0,54.5,未発車,22.0,16.4,anti_mid_stop,0.0,CBTC信号22.9km/hを2km/h以上超えて29.7km/hで走行し、即時0点ルールに該当するためrewardは0.0とした。
168.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,1.0,力行（加速）,12.0,70.0,34.1,45.1,70.0,104.4,10.0,95.60924798692173,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方104.8m先を0.0km/h,後続列車なし,10.0,20.0,未発車,35.0,18.2,anti_mid_stop,0.0,CBTC信号速度34.1km/hを2km/h超える45.1km/hで走行しており、即reward0.0の安全違反となる。
164.69999999999945,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.1,ブレーキ（減速）,0.1,70.0,0.0,15.86,15.9,12.0,13.3,11.964426337261752,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方12.4m先を0.0km/h,後続列車なし,10.0,45.3,未発車,28.0,6.0,anti_mid_stop,0.0,CBTC信号0km/hを15.9km/hで走行し、信号超過が即0点対象となるため、全体評価は0.0とした。
