time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
154.69999999999973,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,0.7,ブレーキ（減速）,0.1,70.0,55.2,31.55,31.6,52.9,25.3,47.082327745369,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方192.1m先を36.4km/h,後続列車なし,5.0,0.0,発車済み,70.0,31.6,normal,0.0,直前のブレーキからすぐ惰行へ切替え、保持時間が7秒未満で合理的理由がなくノコギリ運転と判定され、reward上限が0.0となる。
122.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,2.0,惰行,1.0,70.0,70.0,47.19,70.0,925.6,21.0,100.6031789767642,0.0,12.5,この先制限速度なし,この先目立った勾配なし,前方703.5m先を44.2km/h,後続列車なし,10.0,81.0,未発車,20.0,64.0,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モード。target_speed_no_stop以下で加速しており、過加速やノコギリ運転はなく安全かつ適切な操作。
25.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,26.0,ブレーキ（減速）,30.0,70.0,70.0,44.41,70.0,1989.8,109.0,107.20938944088653,0.0,-2.1,この先制限速度なし,199m先に下り勾配6.7‰あり,前方1673.3m先を52.9km/h,後続列車なし,0.0,88.0,未発車,100.0,70.0,normal,1.0,制限速度・CBTCを遵守し、巡航フェーズで必要速度未達ながら加速中であり、ノコギリ運転や間隔問題もなく、全項目で安全かつ適切な操作と判断した。
39.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,5.0,惰行,14.0,70.0,54.3,43.48,70.0,1835.4,10.0,102.82146837963144,0.0,-2.1,この先制限速度なし,45m先に下り勾配6.7‰あり,前方209.0m先を63.3km/h,後続列車なし,10.0,179.0,未発車,20.0,41.6,anti_mid_stop,1.0,先行列車が塞いでいるため駅間停車防止モードで、現在速度はtarget_speed_no_stop付近で上限を超えておらず、CBTC・制限速度も遵守しているため高評価。
196.89999999999978,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,0.1,ブレーキ（減速）,0.2,70.0,39.7,35.17,70.0,56.1,0.0,58.41637158844935,17.0,9.2,この先制限速度なし,この先目立った勾配なし,前方124.2m先を28.6km/h,後続列車なし,5.0,0.0,発車済み,50.0,70.0,normal,0.0,次駅減速フェーズでブレーキすべきところを加速し、さらにブレーキ→加速の短時間切替に合理的根拠がなくノコギリ運転と判定されたため上限0.0点となりreward=0.0。
202.49999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,30.4,42.25,70.0,82.3,0.0,84.02671764118308,22.6,9.2,この先制限速度なし,この先目立った勾配なし,前方93.7m先を13.5km/h,後続列車なし,5.0,0.0,発車済み,20.0,70.0,normal,0.9,現在はブレーキ中でCBTC信号以下に減速し、delta_stopが-1.73mで許容範囲内、速度制限・即時ゼロ違反なし、ノコギリ運転でもなく安全に停止できるため高評価。
195.8999999999991,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,5.699999999999996,力行（加速）,0.1,70.0,57.6,0.5,0.0,0.0,0.0,0.013434436544767113,16.0,0.0,この先制限速度なし,この先目立った勾配なし,前方205.0m先を40.7km/h,後続列車なし,5.0,0.0,発車済み,35.0,0.0,normal,1.0,ブレーキで適切に減速し、delta_stopが-0.01mで停止位置は許容範囲内、速度・信号遵守、ノコギリ運転なしで安全に駅停車できたため高評価。
81.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,1.0,ブレーキ（減速）,1.0,70.0,70.0,36.86,70.0,1549.0,16.0,72.06499656202067,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方745.7m先を62.6km/h,後続列車なし,5.0,117.0,未発車,20.0,55.2,anti_mid_stop,0.0,直前ブレーキから1秒で加速への切替で、保持時間が7秒未満かつ合理的理由がなくノコギリ運転と判定され、reward上限が0.0となった。
215.0999999999997,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.2,力行（加速）,0.1,70.0,70.0,32.57,70.0,44.3,0.0,50.154537140730376,35.2,9.2,この先制限速度なし,この先目立った勾配なし,前方490.5m先を48.9km/h,後続列車なし,5.0,0.0,発車済み,35.0,70.0,delay_recovery,0.0,delta_stopが-5.85mでブレーキ中にも関わらずオーバーランが確実と判断され、即時0点ルールが適用されたためreward=0.0。
64.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,1.0,力行（加速）,17.0,70.0,70.0,62.78,70.0,1495.8,25.0,205.79199932251876,0.0,0.0,この先制限速度なし,この先目立った勾配なし,前方570.5m先を62.6km/h,後続列車なし,10.0,109.0,未発車,35.0,56.4,anti_mid_stop,1.0,先行列車が塞いでいるため駅間停車防止モードで、現在速度は上限 target_speed_no_stop を僅かに超えており減速は適切で、違反やノコギリ運転はなく安全かつ効率的。
