time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,forward_train_delay,forward_clear_remaining_time,forward_departed_next,standard_headway,target_speed_no_stop,mode,reward,reason
40.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,36.0,70.0,70.0,53.41,70.0,1779.8,40.0,164.6054403600664,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方697.2m先を63.2km/h,後続列車なし,0.0,148.0,未発車,40.0,35.3,anti_mid_stop,0.2,先行列車が塞いでいる駅間停車防止モードで、現在速度がtarget_speed_no_stop上限を大きく超えており機外停車リスクがあるため減点し0.2とした。
115.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,6.0,惰行,6.0,70.0,70.0,51.85,70.0,993.5,46.0,141.3950261642715,0.0,0.0,この先制限速度なし,3m先に上り勾配12.5‰あり,前方940.2m先を22.3km/h,後続列車なし,5.0,78.0,未発車,40.0,48.5,anti_mid_stop,0.4,先行列車が塞いで駅間停車防止モード。現在速度はtarget_speed_no_stop上限内だが、惰行→力行の短時間切替に合理的理由がなくノコギリ運転と判定され、reward上限が0.4に制限される。
91.0,Train11,巡航フェーズ（駅間走行中）,惰行中,29.0,力行（加速）,12.0,70.0,70.0,55.11,70.0,999.1,44.0,159.4036923253204,0.0,0.0,この先制限速度なし,9m先に上り勾配12.5‰あり,前方697.2m先を51.7km/h,後続列車なし,5.0,87.0,未発車,40.0,44.6,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードで、target_speed_no_stop以下に抑えるべき速度を超えているが、惰行で減速しつつ安全距離を保ちエネルギー効率も良好なため高評価。
75.0,Train11,巡航フェーズ（駅間走行中）,惰行中,8.0,力行（加速）,16.0,70.0,70.0,61.38,70.0,1313.4,52.0,196.90863869033723,0.0,0.0,この先制限速度なし,323m先に上り勾配12.5‰あり,前方919.5m先を57.6km/h,後続列車なし,10.0,93.0,未発車,55.0,56.1,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードで、現在速度はtarget_speed_no_stop付近で惰行しており安全・省エネで適切。
77.0,Train11,巡航フェーズ（駅間走行中）,惰行中,5.0,力行（加速）,6.0,70.0,70.0,66.9,69.2,1150.9,76.0,232.99727190614217,0.0,0.0,この先制限速度なし,160m先に上り勾配12.5‰あり,前方1036.3m先を32.8km/h,後続列車なし,5.0,71.0,未発車,70.0,61.1,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードと判定し、速度はtarget_speed_no_stop付近で惰行して安全かつ省エネ的に適切と判断した。
59.0,Train11,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,5.0,惰行,5.0,70.0,70.0,37.55,70.0,1656.4,36.0,82.1780390722482,0.0,-6.7,この先制限速度なし,この先目立った勾配なし,前方818.4m先を62.4km/h,後続列車なし,5.0,134.0,未発車,40.0,37.1,anti_mid_stop,0.9,先行列車が塞いでいるため駅間停車防止モードとなり、現在速度は target_speed_no_stop にほぼ一致し、ブレーキは上限速度維持のため適切で違反はない。
31.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,32.0,ブレーキ（減速）,30.0,70.0,70.0,49.72,70.0,1911.2,40.0,133.9502099322065,0.0,-2.1,この先制限速度なし,121m先に下り勾配6.7‰あり,前方670.7m先を62.9km/h,後続列車なし,0.0,157.0,未発車,40.0,48.9,anti_mid_stop,0.9,先行列車が塞いで駅間停車防止モード。現在速度はtarget_speed_no_stop(48.9km/h)付近で、上限＋5km/h以内の加速でありCBTC・制限速度違反もなく減点要因がないため高評価。
118.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,惰行,6.0,70.0,70.0,54.98,70.0,766.2,41.0,158.6658802616643,0.0,0.0,この先制限速度なし,176m先に上り勾配6.1‰あり,前方699.8m先を24.9km/h,後続列車なし,10.0,65.0,未発車,40.0,42.5,anti_mid_stop,0.2,先行列車が塞いでいるため駅間停車防止モードで、target_speed_no_stop 42.5km/h を超える55km/h の力行を続け、さらにノコギリ運転（短時間切替）となっている点が評価を大きく下げた。
166.19999999999948,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,3.2000000000000015,惰行,0.1,70.0,0.0,16.56,16.6,13.8,11.8,13.04110970883539,0.0,9.2,この先制限速度なし,この先目立った勾配なし,前方14.1m先を0.0km/h,後続列車なし,5.0,11.8,未発車,40.0,6.5,anti_mid_stop,0.9,次駅減速フェーズでCBTC 0km/hに従いブレーキを継続、delta_stop 0.76mで停止位置は高評価、反転は正当な減速でノコギリ運転なし、即時0点条件なし。
103.0,Train11,巡航フェーズ（駅間走行中）,力行（加速）中,4.0,ブレーキ（減速）,6.0,70.0,70.0,49.65,49.6,761.3,72.0,129.82610411189643,0.0,0.0,この先制限速度なし,171m先に上り勾配6.1‰あり,前方758.3m先を5.6km/h,後続列車なし,10.0,35.0,未発車,70.0,49.6,normal,0.2,巡航フェーズでrequired_speedと同等の速度にも関わらず加速し、前方の遅い先行列車に接近し過ぎて安全距離を保てず、ノコギリ運転と評価されたため低評価。
