time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
6,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了状態で惰行は不適切であり、停止すべきであるため低評価とした。
9,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了で速度0km/hにも関わらずブレーキを継続しているため、不要な減速とエネルギー浪費と判断し低評価とした。
17,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.0,0.1,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,駅停車完了で速度0km/hにも関わらずブレーキを継続しているため、フェーズに対するノッチ操作が不適切でエネルギー無駄と判断し0.4とした。
18,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.0,0.1,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了で速度0km/hにも関わらず惰行を継続しているため、フェーズに対するノッチ操作が不適切と判断し低評価とした。
27,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.1,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,駅停車完了で速度0km/hなのに惰行が続き、停止完了フェーズとして不適切なため低評価とした。
35,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.0,0.2,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了で速度0km/hにも関わらず惰行に切り替えているため運転操作が不適切と判断し低評価とした。
83,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0のまま惰行は不適切と判断し、評価を低減して0.5とした。
91,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.5,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0km/hにも関わらず惰行は不適切で、停止すべきであるため評価を低くした。
93,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,70.0,0.5,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了フェーズで速度0km/hにも関わらずブレーキを継続しているため、操作が不要でエネルギー無駄となり評価を低下させた。
102,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,駅停車完了フェーズで速度0km/hにも関わらず惰行とするのは不適切で、運転ノッチが誤っているため評価を低くした。
125,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,70.0,0.7,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0km/hなのにブレーキを継続しているため、フェーズに対するノッチが不適切で省エネ性が低く評価した。
131,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.8,0.8,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了フェーズで速度0km/hなのに惰行ノッチが選択されており、停止状態に不適切な操作であるため減点し0.5とした。
141,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,70.0,0.8,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,駅停車完了で速度0km/hにも関わらずブレーキを継続している点が不適切で、遅延も残るため評価は低めに設定した。
142,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,70.0,0.8,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了なのに惰行状態が続き、停止すべき場面で不適切な操作となっているため評価を減点した。
155,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.9,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了状態で速度0km/hにも関わらず惰行は不適切であり、運転操作が停止に合致していないため評価を減点した。
162,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.8,1.0,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了なのに惰行を続けており、不要なエネルギー消費と運転操作の不適切さが評価を下げた。
187,Train11,駅停車完了（速度0km/h）,惰行中,6.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,1.1,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了で速度0km/hなのに惰行ノッチを保持しており、停止操作として不適切なため評価を低くし0.2とした。
218,Train11,駅停車完了（速度0km/h）,惰行中,2.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,1.4,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,駅停車完了にもかかわらず惰行で速度0のまま1.4m手前に留まり、停止位置未達かつ遅延が残るため評価を低くし0.3とした。
