time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
199.5999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.773905338332384,70.0,15.112260870434824,0.0,0.1501953206444027,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,0.1秒の惰行からブレーキへの短時間切替が合理的理由なく行われ、ノコギリ運転と判定され上限0.0点となった。
199.7999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.9221512632212912,70.0,15.01498212370933,0.0,0.1763429165797432,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ノコギリ運転とブレーキの早期実施により、Sawtooth上限が0.0点となり、rewardは0.0と判断した。
199.99999999999773,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.7536699676078156,70.0,14.914310120872187,0.0,0.1467888180167481,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,保持時間が7秒未満で惰行→減速への不合理な切替がノコギリ運転と判定され、上限0.0点のためrewardは0.0となった。
200.1999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.902025429316461,70.0,14.81815383803564,0.0,0.1726701423019874,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキ中に停止位置まで距離が遠く、delta_stop>5mで大幅減点かつ保持時間0.1秒の反転でノコギリ運転と判定され、reward上限0.0となる。
200.3999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.7335476331938195,70.0,14.718599834861124,0.0,0.1434400728406773,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,delta_stopが14.58mと大きく、ブレーキ中でも停止位置までの距離が過大であり、停止位置達成が不可能と判断されたため0.0とした。
200.5999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.8820120163113108,70.0,14.623559745821524,0.0,0.1690561975321197,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキが停止位置から遠く（delta_stop=14.45m）で開始され、0.1秒の力行→ブレーキの反転がノコギリ運転と判定されreward上限0.0となったため0.0点とした。
200.79999999999768,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.7135376966182514,70.0,14.52511749739216,0.0,0.1401483362406466,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,駅手前で停止がほぼ確実であり、即reward0.0ルールに該当するためreward=0.0とした。
200.99999999999767,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.8621103892488728,70.0,14.431187367524243,0.0,0.1655003259457562,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキが早すぎてdelta_stopが14.27mと大幅に離れ、停止位置が達成できず、ノコギリ運転でも上限0.0と判断した。
201.1999999999977,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.693639523093316,70.0,14.333850664165482,0.0,0.1369128638055551,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ノコギリ運転（保持時間0.1秒、惰行→減速の反転）とΔstopが5m超で停止位置が不十分なため、上限0.0点としrewardは0.0とした。
201.39999999999765,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.8423199168358144,70.0,14.241024294022964,0.0,0.1620017802610682,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,次駅減速フェーズで距離が14mあるのにブレーキをかけ、直前の力行と反転したためノコギリ運転と早すぎる減速でrewardは0.0とした。
201.59999999999764,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.6738524814934446,70.0,14.144786961143296,0.0,0.1337329185852556,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,次駅減速フェーズでブレーキをかけたままdelta_stopが14mと過大で、停止位置誤差が5m超えるため大幅減点となりreward=0.0とした。
201.7999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.82263997142044,70.0,14.053058186288323,0.0,0.1585598221333617,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,次駅減速フェーズでδ_stopが13.9mと大きく、過剰にブレーキし早すぎる停止となり、かつ0.1秒の力行→減速はノコギリ運転と判定され、rewardは0.0とした。
201.9999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.654175944333312,70.0,13.95791408417324,0.0,0.1306077725056549,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキが距離余裕13.8mで開始され、0.1秒のノコギリ運転と判定され上限reward0.0となるため評価は0.0。
202.1999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.80306992897084,70.0,13.867276774977457,0.0,0.1551737220508826,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ノコギリ運転とブレーキ開始が早すぎ、delta_stopが5m超で大幅減点、上限0.0点と判断。
202.5999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.7836091690531788,70.0,13.68366785999342,0.0,0.1518427592318309,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキが早すぎ、0.1秒の加速→ブレーキというノコギリ運転に該当し上限が0点のためrewardは0.0。
202.7999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.6151518914612994,70.0,13.5906919386386,0.0,0.1245190092307999,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキが停止点より遠くで開始され、必要以上に減速しているため停止位置達成が不可能であり、保持時間が2秒未満のノコギリ運転と判定されたことからrewardは0.0とした。
202.9999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.7642570748101238,70.0,13.502219310115748,0.0,0.148566221522572,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,0.1秒の力行→ブレーキの反転がノコギリ運転と判定され、上限0.0点のためrewardは0.0となった。
203.1999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.595803138784146,70.0,13.41031840750162,0.0,0.1215539793393703,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキ開始がdelta_stop 13.29mで早すぎ、停止位置が大幅にずれ、かつノコギリ運転（0.1s切替）に該当しreward上限0.0と判断した。
203.3999999999976,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.7450130329394111,70.0,13.322919062588312,0.0,0.1453434033028202,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,保持時間0.1秒の力行→ブレーキへの反転が合理性なく、2秒未満のノコギリ運転と判定され上限0.0点となった。
203.59999999999752,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,惰行,0.1,70.0,70.0,1.5765624165732044,70.0,13.232087176458409,0.0,0.1186409229946523,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキ中だがdelta_stopが13.11mで5m超えており、次駅減速フェーズでの適切なブレーキタイミングから外れているため0.0とした。
203.7999999999975,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.1,力行（加速）,0.1,70.0,70.0,1.7258764336725467,70.0,13.145755122746294,0.0,0.1421736064733249,0.0,9.2,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.0,ブレーキ中にdelta_stopが13mと大きく停止位置が遠すぎるため大幅減点、さらに0.1秒の力行→ブレーキ反転がノコギリ運転と判定され上限0.0点となった。
