time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
65,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,15.0,70.0,70.0,35.0,70.0,74.0,0.0,65.03584000886715,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,ブレーキが早すぎて停止位置が8.96m前方にずれ、遅延が拡大しエネルギーも無駄になるため低評価とした。
67,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,15.0,70.0,70.0,35.0,70.0,77.0,0.0,65.03584000886715,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,次駅減速フェーズで加速すべきところを早期ブレーキに切り替え、停止位置が遠くエネルギーと定時性を損なっているため低評価。
77,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,15.0,70.0,70.0,35.0,70.0,80.0,0.0,65.03584000886715,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,ブレーキが停止位置より前で開始され早すぎる減速となり、遅延とエネルギー無駄が生じるため評価を低くし0.3とした。
109,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,惰行,15.0,70.0,70.0,40.0,70.0,82.7,0.0,84.72790268989202,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.6,ブレーキは適切だが、delta_stopが-2.03mでやや過走リスクがあり、停止位置精度が不足するため0.6とした。
141,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,15.0,70.0,70.0,40.0,70.0,93.7,0.0,84.72790268989202,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.1,減速フェーズでブレーキが早すぎ、停止位置が手前になる見込みで遅延が増大し、エネルギー無駄が大きいため低評価とした。
155,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,15.0,70.0,70.0,40.0,70.0,99.7,0.0,84.72790268989202,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,ブレーキが理想開始点より約15m早く開始され、駅手前での過早減速により遅延とエネルギー損失が顕著であるため低評価とした。
227,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,15.0,70.0,70.0,45.0,70.0,118.9,0.0,106.93896624430757,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,次駅減速フェーズで必要ブレーキ距離より早く減速し、停止位置が11.96m前方にずれたため定時性と省エネ性が著しく低下した。
233,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,15.0,70.0,70.0,45.0,70.0,121.9,0.0,106.93896624430757,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,ブレーキが必要距離より早く開始され、停止位置が過剰に前方となり、遅延とエネルギー無駄が生じるため低評価。
261,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,6.0,惰行,15.0,70.0,70.0,50.0,70.0,127.6,0.0,131.6349551522256,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.6,ブレーキ中にdelta_stopが-4.03mでやや早すぎる停止位置となり、やや減点とした。
263,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,12.0,惰行,15.0,70.0,70.0,50.0,70.0,127.6,0.0,131.6349551522256,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.6,ブレーキが適切に作動し、delta_stopが-4.03mで許容範囲内のやや減点とし、rewardを0.6とした。
