time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
3,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.5,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,駅停車完了フェーズで不要なブレーキを継続しエネルギーを浪費しているため、低評価の0.3とした。
10,Train11,駅停車完了（速度0km/h）,惰行中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.3,駅停車完了で速度0km/hなのに惰行が継続されており、停止すべき操作と合致しないため低評価とした。
23,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,70.0,0.55,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,駅停車完了でブレーキを継続しているためエネルギー無駄かつ遅延改善にならず、運転品質が低下したため評価を低減した。
27,Train11,駅停車完了（速度0km/h）,惰行中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.55,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,駅停車完了フェーズで速度0km/hにも関わらず惰行ノッチが継続されており、停止状態に不適切な操作と判断したため評価を低減した。
28,Train11,駅停車完了（速度0km/h）,惰行中,1.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,0.0,0.55,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.4,駅停車完了で速度0km/hなのに惰行を続けているため、フェーズ適合性と省エネ性が著しく欠如し、評価を0.4とした。
31,Train11,駅停車完了（速度0km/h）,惰行中,4.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,70.0,0.55,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0のまま惰行を続けているため、遅延回復のための加速が遅れエネルギー効率が低下している。
42,Train11,駅停車完了（速度0km/h）,惰行中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0km/hにもかかわらず惰行が続き、停止操作として不適切なため評価を減点し0.5とした。
46,Train11,駅停車完了（速度0km/h）,惰行中,4.0,ブレーキ（減速）,20.0,70.0,70.0,0.0,0.8,0.6,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了で速度0km/hにも関わらず惰行を継続しているため、ノッチ操作が不適切と判断し評価を低減した。
48,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,1.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,0.8,0.65,3.0,0.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.5,駅停車完了でブレーキを継続している点が不適切であり、エネルギー無駄があるため評価を下げた。
57,Train11,駅停車完了（速度0km/h）,惰行中,1.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.65,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了時に速度0km/hで惰行を続け、停車状態を維持できず遅延が増大したため低評価とした。
67,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,4.0,ブレーキ（減速）,8.0,70.0,70.0,0.0,70.0,0.7,0.0,0.0,15.0,0.0,この先制限速度なし,この先目立った勾配なし,先行列車なし,後続列車なし,0.2,駅停車完了でブレーキを継続しているため不要な減速操作となり、エネルギー無駄と遅延解消に寄与せず評価を低くした。
