time,train_id,phase,current_notch,holding_time,prev_notch,prev_notch_duration,speed_limit,signal_speed,current_speed,required_speed,dist_to_next_station,time_to_next_station,req_stop_dist,delay,current_gradient,next_limit_info,next_gradient_info,forward_info,backward_info,reward,reason
0.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,1.0,ブレーキ（減速）,30.0,70.0,67.81463623046875,0.0,70.0,2178.000000000001,31.0,0.0,0.0,-2.1,この先制限速度なし,387m先に下り勾配6.7‰あり,前方253.1m先を48.9km/h,後続列車なし,1.0,加速フェーズで必要速度未達のため力行は適切で、速度・信号超過なし、ノコギリ運転も発生せず評価は最高とした。
1.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,2.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,3.1655461647722727,70.0,2177.552031426483,30.0,0.5540439496433487,0.0,-2.1,この先制限速度なし,386m先に下り勾配6.7‰あり,前方266.3m先を49.7km/h,後続列車なし,1.0,制限速度・CBTC遵守、加速フェーズで必要な力行であり、間隔・省エネも適切なため最高評価とした。
2.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,3.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,6.166266910487602,70.0,2176.2480601784305,30.0,2.100706113451744,0.0,-2.1,この先制限速度なし,384m先に下り勾配6.7‰あり,前方278.9m先を50.6km/h,後続列車なし,1.0,加速フェーズでrequired_speed未達のため適切に力行しており、速度・信号遵守、停止位置問題なし、ノコギリ運転でもなく全項目がOKのため最高評価。
3.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,4.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,9.01037060950777,70.0,2174.132710937684,30.0,4.481937664682632,0.0,-2.1,この先制限速度なし,381m先に下り勾配6.7‰あり,前方291.0m先を51.4km/h,後続列車なし,1.0,加速フェーズで必要速度未達のため力行は適切で、速度・信号遵守、間隔も問題なく、ノコギリ運転に該当しないため高評価とした。
4.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,5.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,11.70569579597954,70.0,2171.248380451793,30.0,7.55831232746583,0.0,-2.1,この先制限速度なし,377m先に下り勾配6.7‰あり,前方302.5m先を52.2km/h,後続列車なし,1.0,加速フェーズで必要速度未達のため力行は適切で、速度・信号制限を遵守し、ノコギリ運転や間隔問題もなく評価は最高とした。
5.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,6.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,14.259723701053256,70.0,2167.635338510333,30.0,11.207169630305838,0.0,-2.1,この先制限速度なし,373m先に下り勾配6.7‰あり,前方313.5m先を53.0km/h,後続列車なし,1.0,加速フェーズで必要速度未達だが力行を継続しており、速度・信号・列間距離すべて遵守しているため評価は最高とした。
6.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,7.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,16.679590829763864,70.0,2163.331825431588,30.0,15.32090276844218,0.0,-2.1,この先制限速度なし,368m先に下り勾配6.7‰あり,前方324.0m先を53.8km/h,後続列車なし,1.0,制限速度・CBTC遵守、加速フェーズで適切に力行しており、ノコギリ運転や間隔問題もなく最高評価とした。
7.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,8.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,18.972101512263023,70.0,2158.374146057838,30.0,19.80538826026195,0.0,-2.1,この先制限速度なし,362m先に下り勾配6.7‰あり,前方334.1m先を54.5km/h,後続列車なし,1.0,加速フェーズで必要速度未達のため力行継続は適切で、速度・信号超過なし、ノコギリ運転も該当せず、評価は最高点とした。
8.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,9.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,21.143740370988105,70.0,2152.7967602747963,30.0,24.5785512216706,0.0,-2.1,この先制限速度なし,356m先に下り勾配6.7‰あり,前方343.8m先を55.3km/h,後続列車なし,1.0,加速フェーズで必要な力行を継続し、現在21.1km/hで制限70km/h・CBTC信号70km/hを遵守、先行列車との距離も安全、ノコギリ運転なしのため高評価。
9.0,Train11,駅出発直後の加速フェーズ（20秒以内）,力行（加速）中,10.0,ブレーキ（減速）,30.0,70.0,69.99786376953125,23.2006846534418,70.0,2146.632370085548,30.0,29.569060133539026,0.0,-2.1,この先制限速度なし,349m先に下り勾配6.7‰あり,前方353.0m先を56.0km/h,後続列車なし,1.0,加速フェーズで必要速度未達のため力行は適切で、速度・信号・制限速度を遵守し、間隔も安全なため最高評価とした。他の評価項目でも問題がなく、ノコギリ運転や過加速は見られない。
